position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,observed_values,sentinel_codes,min,max
1,qid,Questionnaire number,float64,1199,0,1199,,,,1.0,1200.0
2,bid,Block number,float64,1199,0,120,,,,1.0,120.0
3,country,Country,float64,1199,0,1,"{""1"": ""Algeria"", ""5"": ""Egypt"", ""7"": ""Iraq"", ""8"": ""Jordan"", ""9"": ""Kuwait"", ""10"": ""Lebanon"", ""11"": ""Libya"", ""13"": ""Morocco"", ""15"": ""Palestine"", ""19"": ""Sudan"", ""21"": ""Tunisia"", ""22"": ""Yemen""}",,,21.0,21.0
4,date,Date of interview,object,1199,0,24,,"[""2013-02-03"", ""2013-02-19"", ""2013-02-20"", ""2013-02-21"", ""2013-02-22"", ""2013-02-23"", ""2013-02-24"", ""2013-02-25"", ""2013-02-26"", ""2013-02-27"", ""2013-02-28"", ""2013-03-01"", ""2013-03-02"", ""2013-03-03"", ""2013-03-04"", ""2013-03-05"", ""2013-03-06"", ""2013-03-07"", ""2013-03-09"", ""2013-03-10"", ""2013-03-11"", ""2013-03-12"", ""2013-03-16"", ""2013-03-25""]",,,
5,wt,Weight,float64,1199,0,104,,,,0.13791954679480214,3.7167820199669324
6,form,Form,float64,1199,0,2,"{""1"": ""Form A"", ""2"": ""Form B""}",,,1.0,2.0
7,samp,Sample,float64,1199,0,1,"{""1"": ""Main sample"", ""2"": ""Additional sample""}",,,1.0,1.0
8,a1,Area 1,float64,0,1199,0,"{""1"": ""North"", ""2"": ""High plateau"", ""3"": ""South"", ""7001"": ""West Bank"", ""7002"": ""Gaza Strip""}",,,,
9,q1,Governorate,float64,1199,0,24,"{""3"": ""Laghouat"", ""4"": ""Oum el-Bouaghi"", ""5"": ""Batna"", ""6"": ""Bejaia"", ""7"": ""Biskra"", ""9"": ""Blida"", ""12"": ""Tebessa"", ""13"": ""Tlemcen"", ""14"": ""Tiaret"", ""15"": ""Tizi Ouzou"", ""16"": ""Algiers"", ""17"": ""Djelfa"", ""18"": ""Jijel"", ""19"": ""Setif"", ""20"": ""Saida"", ""21"": ""Skikda"", ""22"": ""Sidi Bel Abbes"", ""23"": ""Annaba"", ""24"": ""Guelma"", ""25"": ""Constantine"", ""26"": ""Médéa"", ""27"": ""Mostaganem"", ""28"": ""M'Sila"", ""29"": ""Mascara"", ""30"": ""Ouargla"", ""31"": ""Oran"", ""32"": ""El Bayadh"", ""34"": ""Bordj Bou Arréridj"", ""35"": ""Boumerdes"", ""36"": ""El Taref"", ""38"": ""Tissemsilt"", ""39"": ""El Oued"", ""40"": ""Khenchela"", ""41"": ""Souk Ahras"", ""42"": ""Tipasa"", ""43"": ""Mila"", ""44"": ""Aïn Defla"", ""46"": ""Ain Tecmouchent"", ""47"": ""Ghardaïa"", ""48"": ""Relizane"", ""2001"": ""Cairo"", ""2002"": ""Alexander"", ""2004"": ""Suez"", ""2005"": ""Damietta"", ""2006"": ""Dakahlia"", ""2007"": ""El Sharqiya"", ""2008"": ""Qalyubia"", ""2009"": ""Kafir el-Sheikh"", ""2010"": ""The West Bank"", ""2011"": ""Monufia"", ""2012"": ""Beheira"", ""2013"": ""Ismailia"", ""2014"": ""Giza"", ""2015"": ""Beni Suef"", ""2016"": ""Faiyum"", ""2017"": ""Minya"", ""2018"": ""Asyut"", ""2019"": ""Sohag"", ""2020"": ""Qena"", ""2021"": ""Luxor"", ""2022"": ""Aswan"", ""2023"": ""The Red Sea"", ""3002"": ""Basra"", ""3003"": ""Babylon"", ""3004"": ""Nineveh"", ""3006"": ""Diyala"", ""3007"": ""Sulaymaniyah"", ""3009"": ""Erbil"", ""3010"": ""Baghdad"", ""3011"": ""Kirkuk"", ""3012"": ""al-Qādisiyyah"", ""3501"": ""The capital"", ""3502"": ""Balqa"", ""3503"": ""Zarqa"", ""3504"": ""Madaba"", ""3505"": ""Irbid"", ""3506"": ""Mafraq"", ""3507"": ""Jerash"", ""3508"": ""Ajloun"", ""3509"": ""al Karak"", ""3510"": ""Tafilah"", ""3511"": ""Ma'an"", ""3512"": ""Aqaba"", ""4001"": ""Amman"", ""4002"": ""Hawalli"", ""4003"": ""Ahmadi"", ""4004"": ""al-Jahra"", ""4005"": ""al-Farwaniyah"", ""4006"": ""Mubarak al-Sabah"", ""4501"": ""Beirut"", ""4502"": ""Mount Lebanon"", ""4503"": ""Northern"", ""4504"": ""Beqaa"", ""4505"": ""Southern"", ""4506"": ""Nabtieh"", ""5001"": ""Tripoli"", ""5002"": ""Benghazi"", ""5003"": ""Misurata"", ""5004"": ""Ajafarh"", ""5005"": ""Murqub"", ""5006"": ""Jabal al Gharbi"", ""5007"": ""Zawiya"", ""5008"": ""Nuqat al Khams"", ""5009"": ""Jabal Akhdar"", ""5010"": ""Marj"", ""5011"": ""Bahariya"", ""5012"": ""Darnah"", ""5013"": ""Butnan"", ""5014"": ""Sirte"", ""5015"": ""Sabha"", ""5016"": ""Nalut"", ""5017"": ""Murzuk"", ""5018"": ""Wadi al Shatii"", ""5019"": ""Wadi al Hayaa"", ""5020"": ""Jufra"", ""5021"": ""Kufra"", ""5022"": ""Ghat"", ""6001"": ""Chaouia-Ouardigha"", ""6003"": ""Fès-Boulemane"", ""6004"": ""Gharb-Cherarda-Béni Hssen"", ""6005"": ""Grand-Casablanca"", ""6006"": ""Guélmim-Es Semara"", ""6007"": ""Laayoune-Boujdour-Sakia El Hamra"", ""6008"": ""Marrakech-Tensift-Al Haouz"", ""6009"": ""Méknès-Tafilalet"", ""6010"": ""Oriental"", ""6011"": ""Oued Ed Dahab"", ""6012"": ""Rabat-Salé-Zemmour-Zaér"", ""6013"": ""Souss-Massa-Draâ"", ""6014"": ""Tadla-Azilal"", ""6015"": ""Tanger-Tétouan"", ""6016"": ""Taza-Al Hoceima-Taounate"", ""7001"": ""Jenin"", ""7002"": ""Tubas"", ""7003"": ""Tulkarm"", ""7004"": ""Qalqilya"", ""7005"": ""Salfit"", ""7006"": ""Nablus"", ""7007"": ""Ramallah"", ""7008"": ""Jerusalem"", ""7009"": ""Jericho"", ""7010"": ""Bethlehem"", ""7011"": ""Hebron"", ""7012"": ""Jabalia"", ""7013"": ""Gaza City"", ""7014"": ""Khan Yunis"", ""7015"": ""Deir al-Balah"", ""7016"": ""Rafah"", ""9001"": ""Khartoum"", ""9002"": ""al-Jazeera"", ""9003"": ""Sennar"", ""9004"": ""North Kurdufan"", ""9005"": ""South Darfur"", ""9006"": ""The Red Sea"", ""9007"": ""Kassala"", ""9008"": ""al-Qadarif"", ""9009"": ""Northern"", ""9010"": ""White Nile"", ""9011"": ""North Darfur"", ""9012"": ""South Kordofan"", ""9013"": ""Nile"", ""9014"": ""Blue Nile"", ""9015"": ""West Darfur"", ""10001"": ""Tunis"", ""10002"": ""Ariana"", ""10003"": ""Ben Arous"", ""10004"": ""Manouba"", ""10005"": ""Nabeul"", ""10006"": ""Zaghouane"", ""10007"": ""Bizerte"", ""10008"": ""Beja"", ""10009"": ""Jendouba"", ""10010"": ""Le Kef"", ""10011"": ""Siliana"", ""10012"": ""Sousse"", ""10013"": ""Monastir"", ""10014"": ""Mahdia"", ""10015"": ""Sfax"", ""10016"": ""Kairouan"", ""10017"": ""Kasserine"", ""10018"": ""Sidi Bouzid"", ""10019"": ""Gabes"", ""10020"": ""Mednine"", ""10021"": ""Tataouine"", ""10022"": ""Gafsa"", ""10023"": ""Tozeur"", ""10024"": ""Kebili"", ""10501"": ""Ibb"", ""10502"": ""Abyan"", ""10503"": ""Sana'a"", ""10504"": ""al-Bayda'"", ""10505"": ""Ta'izz"", ""10506"": ""al-Jawf"", ""10507"": ""Hajjah"", ""10508"": ""al-Hudaydah"", ""10509"": ""Hadhramaut"", ""10510"": ""Dhamar"", ""10511"": ""Shabwah"", ""10512"": ""Saada"", ""10513"": ""Sana'a"", ""10514"": ""Aden"", ""10515"": ""Lahij"", ""10516"": ""Ma'rib"", ""10517"": ""al-Mahwit"", ""10518"": ""al-Mahrah"", ""10519"": ""Amran"", ""10520"": ""Ad Dali"", ""10521"": ""Raymah""}",,,10001.0,10024.0
10,q13,q13. Urban/rural,float64,1199,0,2,"{""1"": ""Urban"", ""2"": ""Rural""}",,,1.0,2.0
