position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,observed_values,sentinel_codes,min,max
11,v13,v13. Urban/rural,float64,0,1199,0,"{""1"": ""City"", ""2"": ""Village"", ""3"": ""Refugee camp""}",,,,
12,sex,Sex,float64,1199,0,2,"{""1"": ""Male"", ""2"": ""Female""}",,,1.0,2.0
13,q101,q101 How would you evaluate the current economic situation in your country?,float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
14,q102,q102 What do you think will be the economic situation in your country during the next few years (3-5 years) compared to the current situation?,float64,1199,0,7,"{""0"": ""Missing"", ""1"": ""Much better"", ""2"": ""Somewhat better"", ""3"": ""Almost the same as the current situation"", ""4"": ""Somewhat worse"", ""5"": ""Much worse"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
15,q102_insh,q102_insh For q102 was the first answer of the respondent In Sha Allah before you insisted on one of the listed answers?,float64,1199,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
16,q102a,"q102a Generally speaking, how would you compare your living conditions with the rest of your fellow citizens?",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""Much worse"", ""2"": ""Worse"", ""3"": ""Similar"", ""4"": ""Better"", ""5"": ""Much better"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
17,q103,"q103 Generally speaking, do you think most people are trustworthy or not?",float64,1199,0,4,"{""0"": ""Missing"", ""1"": ""Most people are trustworthy"", ""2"": ""Most people are not trustworthy"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
18,q103_insh,q103a_insh For q103 was the first answer of the respondent In Sha Allah before you insisted on one of the listed answers?,float64,1199,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
19,q104,q104 Do you think about emigrating from your country?,float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""Yes, for economic reasons"", ""2"": ""Yes, for political reasons"", ""3"": ""Yes, for economic and political reasons"", ""4"": ""Yes, for other reasons"", ""5"": ""No, I do not think about emigrating"", ""6"": ""Yes, for other reasons"", ""99998"": ""Don't know"", ""99999"": ""Refuse""}",,,1.0,99998.0
20,q104_insh,q104_insh For q104 was the first answer of the respondent In Sha Allah before you insisted on one of the listed answers?,float64,1199,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
21,q105,q105 Do you currently feel that your own personal as well as your family’s safety and security are ensured or not?,float64,1199,0,5,"{""0"": ""Missing"", ""1"": ""Fully ensured"", ""2"": ""Ensured"", ""3"": ""Not ensured"", ""4"": ""Absolutely not ensured"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
22,q105_insh,q105_insh For q105 was the first answer of the respondent In Sha Allah before you insisted on one of the listed answers?,float64,1199,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
23,q105a,"q105a Compared to this time last year, do you feel that your own personal and your family’s safety and security are now…",float64,1199,0,4,"{""0"": ""Missing"", ""1"": ""Better than last year"", ""2"": ""Same as last year"", ""3"": ""Worse than last year"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
24,q106,q106. To what extent do you feel that you are being treated equally to other citizens in your country?,float64,1199,0,5,"{""0"": ""Missing"", ""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a limited extent"", ""4"": ""Not at all"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
25,q2011,"q201.1 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: The government (the cabinet).",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
26,q2013,"q201.3 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: The elected council of representatives (the parliament).",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
27,q2014,"q201.4 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: Public Security (the police).",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
28,q2016,"q201.6 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: The armed forces (the army).",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
29,q2017,"q201.7 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: Civil society institutions (associations, clubs, volunteer youth groups, etc.).",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
30,q20112,"q201.12 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: The Muslim Brotherhood.",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
31,q20113,"q201.13 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: Religious Leaders.",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
32,q20114,"q201.14 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: Salafists / Nour Party / At-Tajamu' al-Shaabi (Kuwait).",float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
33,q20115,"q201.15 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: The Joint Meetings Party (JMP) and its partners.",float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
34,q20116,"q201.16 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: The General People's Congress (GPC) and its partners.",float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
35,q20117,"q201.17 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: The Popular Action Bloc.",float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
36,q20118,"q20118 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: The National Alliance.",float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
37,q20119,"q20119 I will name a number of institutions, and I would like you to tell me to what extent you trust each of them: The National Forces Alliance.",float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""I trust it to a great extent"", ""2"": ""I trust it to a medium extent"", ""3"": ""I trust it to a limited extent"", ""4"": ""I absolutely do not trust it"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
38,q202,"q202 In your opinion, is the state currently undertaking far reaching and radical reforms and changes in its institutions and agencies?",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""Yes, definitely"", ""2"": ""Yes"", ""3"": ""No"", ""4"": ""No, definitely not"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
39,q202_insh,q202_insh For q202 was the first answer of the respondent In Sha Allah before you insisted on one of the listed answers?,float64,1199,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
40,q2031,"q203.1 Generally speaking, how would you evaluate the performance of the government (the cabinet) in carrying out its tasks and duties?",float64,1199,0,7,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
41,q2032,"q203.2 Generally speaking, how would you evaluate the performance of parliament in carrying out its tasks and duties?",float64,1199,0,7,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
42,q2033,"q203.3 Generally speaking, how would you evaluate the performance of the judiciary in carrying out its tasks and duties?",float64,1199,0,7,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
43,q2034,"q203.4 Generally speaking, how would you evaluate the performance of the police in carrying out its tasks and duties?",float64,1199,0,7,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
44,q2035,"q203.5 Generally speaking, how would you evaluate the performance of the local government in carrying out its tasks and duties?",float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
45,q2037,"q203.7 Generally speaking, how would you evaluate the performance of the national army in carrying out its tasks and duties?",float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
46,q2042,q204.2 I am going to ask a number of questions related to the current government’s performance. How would you evaluate the current government's performance on creating employment opportunities?,float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""5"": ""This is not the government’s responsibility (do not read)"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
47,q2043,q204.3 I am going to ask a number of questions related to the current government’s performance. How would you evaluate the current government's performance on narrowing the gap between rich and poor?,float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""5"": ""This is not the government’s responsibility (do not read)"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
48,q2044,q204.4 I am going to ask a number of questions related to the current government’s performance. How would you evaluate the current government's performance on improving basic health services?,float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""5"": ""This is not the government’s responsibility (do not read)"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
49,q20412,q204.12 I am going to ask a number of questions related to the current government’s performance. How would you evaluate the current government's performance on managing the process of democratic transition process?,float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""5"": ""This is not the government’s responsibility (do not read)"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
50,q20416,q204.16 I am going to ask a number of questions related to the current government’s performance. How would you evaluate the current government's performance on National Dialogue and the Gulf Intiative?,float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""5"": ""This is not the government’s responsibility (do not read)"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
51,q20417,q204.17 I am going to ask a number of questions related to the current government’s performance. How would you evaluate the current government's performance on the Joint Meetings Party (JMP) and its partners?,float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""5"": ""This is not the government’s responsibility (do not read)"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
52,q20418,q204.18 I am going to ask a number of questions related to the current government’s performance. How would you evaluate the current government's performance on the General People's Congress (GPC) and its partners?,float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""5"": ""This is not the government’s responsibility (do not read)"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
53,q20419,q204.19 I am going to ask a number of questions related to the current government’s performance. How would you evaluate the current government's performance on new constitutional amendments?,float64,0,1199,0,"{""0"": ""Missing"", ""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Bad"", ""4"": ""Very bad"", ""5"": ""This is not the government’s responsibility (do not read)"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,,
54,q2054,"q205.4 I will ask some questions about your ability to obtain certain services. Based on your actual experience, how difficult or easy is it to obtain assistance from public security (the police) when needed?",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""Very easy"", ""2"": ""Easy"", ""3"": ""Difficult"", ""4"": ""Very difficult"", ""5"": ""I have not tried"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
55,q2055,"q205.5 Based on your actual experience, how difficult or easy is it to access the relevant official to file a complaint when you feel that your rights have been violated?",float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""Very easy"", ""2"": ""Easy"", ""3"": ""Difficult"", ""4"": ""Very difficult"", ""5"": ""I have not tried"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
56,q2061,q206.1 What are the two most important challenge your country is facing today (one of the two responses)?,float64,1199,0,7,"{""0"": ""Missing"", ""1"": ""The economic situation (poverty, unemployment, and price increases)"", ""2"": ""Financial and administrative corruption"", ""3"": ""Enhancing (strengthening) democracy"", ""5"": ""Resolution of the Palestinian question"", ""6"": ""Achieving stability and internal security"", ""7"": ""Curbing foreign interference"", ""7001"": ""The occupation"", ""7002"": ""Refugees"", ""7003"": ""Palestinian unity"", ""99998"": ""Don't know"", ""99999"": ""Refuse""}",,,1.0,99998.0
57,q2062,q206.2 What are the two most important challenge your country is facing today (one of the two responses)?,float64,1199,0,8,"{""0"": ""Missing"", ""1"": ""The economic situation (poverty, unemployment, and price increases)"", ""2"": ""Financial and administrative corruption"", ""3"": ""Enhancing (strengthening) democracy"", ""5"": ""Resolution of the Palestinian question"", ""6"": ""Achieving stability and internal security"", ""7"": ""Curbing foreign interference"", ""7001"": ""The occupation"", ""7002"": ""Refugees"", ""7003"": ""Palestinian unity"", ""99998"": ""Don't know"", ""99999"": ""Refuse""}",,,0.0,99998.0
58,q210,q210 Do you think that there is corruption within the state’s institutions and agencies?,float64,1199,0,4,"{""0"": ""Missing"", ""1"": ""Yes"", ""2"": ""No"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
59,q210a,q210a Do you think that corruption in state instutions now is…?,float64,809,390,4,"{""0"": ""Missing"", ""1"": ""More than what it was two years ago"", ""2"": ""The same as it was two years ago"", ""3"": ""Less that what it was two years ago"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
60,q211,"q211 In your opinion, to what extent is the government working to eliminate corruption in your country?",float64,809,390,6,"{""0"": ""Missing"", ""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a limited extent"", ""4"": ""Not at all"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
61,q211_insh,q211_insh. For q211 was the first answer of the respondent In Sha Allah before you insisted on one of the listed answers?,float64,809,390,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
62,q213,"q213 Some people say it is impossible to obtain a job without connections, while others say that jobs are only available to qualified candidates. Based on recent experience(s) you are personally aware of, do you think that...",float64,1199,0,5,"{""0"": ""Missing"", ""1"": ""Obtaining an employment through connections is extremely widespread"", ""2"": ""Employment is sometimes obtained through connections"", ""3"": ""Employment is obtained without connections"", ""4"": ""I do not know of any relevant experiences"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
63,q214,"q214 Have you, or any of your relatives or anyone you know been asked for an approval or a certificate of good conduct from security agencies as a condition to obtain a passport, identity card or any document or permit from state institutions in the area y",float64,1199,0,4,"{""0"": ""Missing"", ""1"": ""Yes"", ""2"": ""No"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
64,q216,q216 To what extent do you agree or disagree with the following statement? Citizens must support the government’s decisions even if they disagree with them.,float64,1199,0,6,"{""0"": ""Missing"", ""1"": ""I strongly agree"", ""2"": ""I agree"", ""3"": ""I disagree"", ""4"": ""I strongly disagree"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
65,q217,"q217 In your opinion, are people nowadays able to criticize the government without fear?",float64,1199,0,4,"{""0"": ""Missing"", ""1"": ""Yes"", ""2"": ""No"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
66,q2185,"q218.5 Do you agree or disagree with the following statement? Sometimes, politics are so complicated that I cannot understand what is happening.",float64,1199,0,5,"{""0"": ""Missing"", ""1"": ""I strongly agree"", ""2"": ""I agree"", ""3"": ""I disagree"", ""4"": ""I strongly disagree"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
67,q240,"q240 Assuming there is a 0 – 10 scale to measure the appropriate level of tax burden, where would you put yourself on such a scale?",float64,1199,0,13,"{""0"": ""The government should impose higher taxes on the rich to generate resources to spend on the poor"", ""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6"", ""7"": ""7"", ""8"": ""8"", ""9"": ""9"", ""10"": ""The rich already create job opportunities and economic growth, and that the government shall lessen the taxes they pay"", ""94"": ""Missing"", ""98"": ""Don't know"", ""99"": ""Refuse""}",,,0.0,99.0
68,q301,q301 Did you vote in the last parliamentary elections that were held on (date of the last elections)?,float64,1199,0,3,"{""0"": ""Missing"", ""1"": ""Yes"", ""2"": ""No"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,8.0
69,q302,"q302 During the last parliamentary elections held on (date of the last elections), did you attend any meetings or activities related to any electoral campaign?",float64,1199,0,4,"{""0"": ""Missing"", ""1"": ""Yes"", ""2"": ""No"", ""8"": ""Don't know"", ""9"": ""Refuse""}",,,1.0,9.0
