qid,bid,country,date,wt,form,samp,a1,q1,q13,v13,sex,q101,q102,q102_insh,q102a,q103,q103_insh,q104,q104_insh,q105,q105_insh,q105a,q106,q2011,q2013,q2014,q2016,q2017,q20112,q20113,q20114,q20115,q20116,q20117,q20118,q20119,q202,q202_insh,q2031,q2032,q2033,q2034,q2035,q2037,q2042,q2043,q2044,q20412,q20416,q20417,q20418,q20419,q2054,q2055,q2061,q2062,q210,q210a,q211,q211_insh,q213,q214,q216,q217,q2185,q240,q301,q302,q303,q304a,q304,q402,q402a,q403,q404,q405,q4061,q4062,q4063,q4064,q4065,q407,q409,q4101,q4102,q4103,q4111,q4112,q4113,q4114,q4115,q5012,q5013,q5014,q5015,q5016,q5017,q50110,q50111,q501b,q5021,q5022,q503,q504,q511,q512,q513,q514,q5151,q5152,q5161,q5162,q5163,q5164,q5165,q5167,q5171,q5172,q5181,q518a2,q518b2,q5183,q5184,q5185,q5201,q5202,q5203,q5204,q5206,q5207,q5208,q5211,q5212,q5213,q5214,q5215,q5216,q5217,q5221,q5224,q523,q530,q6012,q6013,q6014,q603,q6041,q6043,q6045,q6051,q6052,q6053,q6054,q6055,q6056,q605a,q605b1,q605b2,q6061,q6062,q6063,q6064,q6065,q6066,q6071,q6072,q6073,q6074,q6076,q6082,q6087,q608a,q608b,q609,q6101,q6105,q6106,q615,q616,q617,q618,q7001,q7002,q7003,q7004,q7006,q7007,q7008,q7009,q70010,q70011,q70012,q70013,q70014,q70015,q70016,q700a1,q700a2,q700a3,q700a4,q700a6,q700a7,q700a8,q700a9,q700a10,q700a11,q700a12,q700a13,q700a14,q700a15,q700a16,q7011,q7012,q7013,q701a,q701b,q701c,q701d1,q701d2,q701d3,q701d4,q701d5,q701d6,q702,q703,q704,q705,q706,q707,q708a,q708kw,q709,q7111,q7112,q7113,q713,q800a,q800b,q800c,q800d1,q800d2,q800d3,q800d4,q800d5,q800d6,q800d7,q800d8,q800d9,q810a,q8111,q8112,q8113,q811a1,q811a2,q811a3,q812a1,q812a2,q812a3,q812a4,q812a5,q812a6,q812a7,q812a8,q817a,q818yem,q1001,q1002,q1003,q1003t,q1003yem,q1004,q1005,q1006,q1006a,q1007,q1007a,q1009,q1010,q1011,q1011a,q1011b,q1012,q1012a,q1013,q1014,q1015,q1016,q1017,q1019_1,q1019_2,q1020jo,q2001ir,q2003,q2004ir,q2005kw
1.0,1.0,Tunisia,2013-02-22,1.6789136206797215,Form B,Main sample,,Tunis,Urban,,Male,Bad,Don't know,No,Similar,Most people are not trustworthy,No,"Yes, for economic reasons",No,Not ensured,No,Same as last year,To a limited extent,I absolutely do not trust it,I absolutely do not trust it,I absolutely do not trust it,I trust it to a medium extent,Don't know,I absolutely do not trust it,I trust it to a medium extent,,,,,,,No,No,Very bad,Very bad,Neither good nor bad,Neither good nor bad,,,Very bad,Very bad,Very bad,Very bad,,,,,I have not tried,I have not tried,"The economic situation (poverty, unemployment, and price increases)",Achieving stability and internal security,Yes,More than what it was two years ago,Not at all,No,Obtaining an employment through connections is extremely widespread,No,I strongly disagree,Yes,I disagree,2,No,No,"They were free and fair, with some major breaches",,,The government blocks media coverage,As much as you did in 2010,I do not follow these media,Slightly interested,To a limited extent,Daily,Rarely,Rarely,A few times a month,Daily,The internet,Daily or almost daily,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,No,No,No,I have never participated,I have never participated,No party represents my aspirations,Very bad,2,6,Absolutely unsatisfied,I strongly agree,Eliminating financial and administrative corruption,Narrowing the gap between rich and poor,I somewhat disagree,Don't know,Don't know,I somewhat agree,I strongly agree,I strongly disagree,Very good,Very bad,Very appropriate,,Absolutely inappropriate,Absolutely inappropriate,Absolutely inappropriate,Absolutely inappropriate,4,3,2,5,Most important,6,7,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Don't know,Not guaranteed,Guaranteed to a great extent,Correct answer,,Not justified at all,Labor strikes and demonstrations are legitimate tools to guarantee workers’ rights in front of the employers,I strongly agree,I strongly agree,I strongly disagree,"No, I would not participate on principle",Constitutes an obstacle to a medium extent,Does not constitute an obstacle whatsoever,Constitutes an obstacle to a medium extent,I somewhat disagree,I somewhat disagree,I somewhat disagree,I somewhat disagree,I somewhat agree,I somewhat agree,I do not agree with either sentence (Do not read),I strongly support,I do not support,I strongly agree,I strongly disagree,I strongly disagree,I strongly agree,I strongly agree,I strongly agree,Don't know,I strongly disagree,I somewhat agree,I strongly agree,I strongly agree,I somewhat disagree,I strongly agree,,Laws regulating marriage and divorce shall be based on an accurate explanation of the Islamic Sharia.,Not religious,Rarely,Rarely,Sometimes,They do not match closely,Sharia is the word of God.,Not much,Not much,Become weaker than they were in previous years,Become weaker than they were in previous years,Become stronger than they were in previous years,Become stronger than they were in previous years,Become weaker than they were in previous years,,,,,,,,,,,Become weaker than they were in previous years,Become weaker than they were in previous years,Become stronger than they were in previous years,Become stronger than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become stronger than they were in previous years,,,,,,,,,Somewhat negative,Don't know,Very negative,Strongly increases,Very good,Increase a lot,Don't know,Don't know,Very positive,Very positive,Very positive,Very positive,I did not visit any Western countries,To open up to the outside world to a greater extent,Unacceptable because they are harmful to national interests,Both are equally important (Do not read),I strongly disagree,Don't know,,,The Arab world should not accept the existence of Israel as a Jewish state in the Middle East.,I agree to a great extent,I agree to a great extent,I agree to a great extent,The US shouldn’t interfere,"No, I did not",,I did not care to participate / It was not important,No,No,No,No,No,No,No,,,Don't know,Betterment of the economic situation,Increased social justice,Rule of law,No,No,No,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,"A relationship of brotherhood, citizenship and cooperation",,19.0,Male,,Secondary,,No,A student,,,,,,Bachelor,,No,Yes,Muslim,,Owned,No income,500.0,Our household income does not cover our expenses and we face some difficulties in meeting our needs,We do not receive anything,Arabic,Does not speak second language,,,,,
2.0,1.0,Tunisia,2013-02-19,0.5748040776481746,Form A,Main sample,,Tunis,Urban,,Female,Bad,Somewhat worse,No,Worse,Most people are not trustworthy,No,"Yes, for economic reasons",No,Ensured,No,Better than last year,To a limited extent,I absolutely do not trust it,I absolutely do not trust it,I absolutely do not trust it,I absolutely do not trust it,I absolutely do not trust it,I absolutely do not trust it,I absolutely do not trust it,,,,,,,No,No,Neither good nor bad,Neither good nor bad,Neither good nor bad,Neither good nor bad,,,Very bad,Very bad,Very bad,Very bad,,,,,Easy,Easy,"The economic situation (poverty, unemployment, and price increases)",Financial and administrative corruption,Yes,The same as it was two years ago,To a medium extent,No,Obtaining an employment through connections is extremely widespread,No,I strongly agree,Yes,I strongly disagree,8,No,No,"They were free and fair, with some major breaches",,,The government does not block media coverage,More than you did in 2010,I do not follow these media,Slightly interested,To a limited extent,Daily,I do not follow political news at all,I do not follow political news at all,I do not follow political news at all,I do not follow political news at all,The television,I do not use the internet,,,,,,,,,No,No,No,No,No,,No,No,No,I have never participated,I have never participated,Nidaa Tounes / Beji Caid Essebsi,Neither good nor bad,7,8,6,I somewhat agree,Narrowing the gap between rich and poor,Freedom to criticize the government,I strongly disagree,I strongly disagree,I strongly disagree,I strongly agree,I strongly disagree,I strongly disagree,Very good,Very bad,Don't know,Don't know,,Don't know,Don't know,Don't know,4,5,7,3,2,Most important,6,Guaranteed to a limited extent,Guaranteed to a limited extent,Guaranteed to a limited extent,Guaranteed to a limited extent,Guaranteed to a limited extent,Guaranteed to a medium extent,Guaranteed to a limited extent,Don't know,,Not justified at all,5,I strongly disagree,I strongly agree,I strongly agree,"Yes, definitely",Does not constitute an obstacle whatsoever,Constitutes an obstacle to a limited extent,Does not constitute an obstacle whatsoever,I somewhat agree,Don't know,Don't know,Don't know,Don't know,Don't know,I agree with the 2nd sentence,I somewhat support,I strongly do not support,I somewhat agree,I strongly disagree,I strongly disagree,I strongly agree,I somewhat disagree,I strongly agree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I somewhat disagree,I somewhat disagree,Laws regulating marriage and divorce shall be based on an accurate explanation of the Islamic Sharia.,,Somewhat religious,Always,Rarely,Most of the time,They match to some extent,Sharia is the word of God.,A lot,A lot,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,,,,,,,,,,,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,,,,,,,,,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat increase,Somewhat good,Increase a lot,Somewhat positive,Somewhat positive,Somewhat positive,Has no impact,Somewhat positive,Somewhat positive,I did not visit any Western countries,To open up to the outside world to a greater extent,Unacceptable because they are harmful to national interests,Don't know,Don't know,Don't know,,,The Arab world should accept the existence of Israel as a Jewish state in the Middle East when Palestinians accept it.,I agree to some extent,I agree to some extent,I agree to some extent,Promote economic development,"No, I did not",,I did not care to participate / It was not important,No,No,No,No,No,No,No,,,More of personal loss,"Civil and political freedoms, and emancipation from oppression",Betterment of the economic situation,Social and economic justice,No,No,No,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,"A relationship of brotherhood, citizenship and cooperation",,48.0,Female,,Prepartory/Basic,,No,A housewife,,,,,,Married,Manual laborer,No,No,Muslim,,Rented,No income,350.0,Our household income does not cover our expenses and we face significant difficulties in meeting our needs,We do not receive anything,Arabic,Does not speak second language,,,,,
3.0,1.0,Tunisia,2013-02-22,0.991141853750832,Form A,Main sample,,Tunis,Urban,,Male,Good,Somewhat better,No,Better,Most people are trustworthy,Yes,"No, I do not think about emigrating",No,Fully ensured,No,Better than last year,To a limited extent,I trust it to a great extent,I trust it to a medium extent,I trust it to a great extent,I trust it to a medium extent,I trust it to a medium extent,I trust it to a great extent,I trust it to a great extent,,,,,,,Yes,Yes,Neither good nor bad,Bad,Good,Good,,,Bad,Bad,Good,Very good,,,,,Easy,Very easy,"The economic situation (poverty, unemployment, and price increases)",Achieving stability and internal security,Yes,Less that what it was two years ago,To a medium extent,Yes,Employment is obtained without connections,No,I agree,Yes,I disagree,2,Yes,Yes,They were completely free and fair,,,The government does not block media coverage,Less than you did in 2010,No,Interested,To a great extent,Daily,Rarely,Rarely,A few times a month,Daily,The television,Daily or almost daily,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,Once,I have never participated,Ennahda / Rached Ghannouchi,Good,7,3,6,I strongly agree,Eliminating financial and administrative corruption,Narrowing the gap between rich and poor,I strongly agree,I somewhat agree,I somewhat disagree,I somewhat agree,I somewhat agree,I somewhat disagree,Good,Very bad,Appropriate,Somewhat appropriate,,Somewhat appropriate,Absolutely inappropriate,Absolutely inappropriate,2,Most important,4,3,6,5,7,Guaranteed to a great extent,Guaranteed to a great extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Correct answer,,Not justified at all,1,I strongly agree,I strongly agree,I strongly disagree,"Yes, definitely",Does not constitute an obstacle whatsoever,Does not constitute an obstacle whatsoever,Constitutes an obstacle to a medium extent,I somewhat disagree,I somewhat agree,I somewhat agree,I somewhat disagree,I strongly agree,I strongly agree,Don't know,I strongly support,I do not support,I strongly agree,I somewhat disagree,I strongly disagree,I strongly agree,I strongly agree,I strongly agree,I strongly disagree,I strongly disagree,I somewhat agree,I somewhat agree,I strongly agree,I somewhat agree,I strongly agree,Laws regulating marriage and divorce shall confer the current debates on the best understanding of Islamic Sharia.,,Not religious,Sometimes,Sometimes,Sometimes,They do not match at all,Sharia is the word of God.,A little,Not much,Become weaker than they were in previous years,Remain the same as they were in previous years,Become stronger than they were in previous years,Become stronger than they were in previous years,Become stronger than they were in previous years,,,,,,,,,,,Become weaker than they were in previous years,Become weaker than they were in previous years,Become stronger than they were in previous years,Become stronger than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,,,,,,,,,Somewhat negative,Somewhat negative,Somewhat negative,Strongly increases,Somewhat good,Increase a lot,Don't know,Don't know,Very positive,Very positive,Very positive,Very positive,I did not visit any Western countries,To open up to the outside world to a greater extent,Acceptable with conditions,Both are equally important (Do not read),I strongly agree,Don't know,,,The Arab world should not accept the existence of Israel as a Jewish state in the Middle East.,I agree to a great extent,I agree to a great extent,I agree to a great extent,The US shouldn’t interfere,"Yes, I did",Because everyone was participating in these demonstrations,,No,No,No,No,No,No,No,,,Difficult to define,Betterment of the economic situation,Increased social justice,Rule of law,No,No,No,Very important,Very important,Not that important,Very important,Very important,Very important,Very important,Very important,Don't know,,31.0,Male,,Secondary,,Yes,,Full time (30 hours or more a week),Private,,Craftsperson,Pension at the conclusion of service,Bachelor,,No,Yes,Muslim,,Owned,420.0,420.0,Our household income does not cover our expenses and we face some difficulties in meeting our needs,We do not receive anything,Arabic,Does not speak second language,,,,,
4.0,1.0,Tunisia,2013-02-22,1.290862190488793,Form A,Main sample,,Tunis,Urban,,Female,Good,Somewhat better,Yes,Better,Most people are trustworthy,Yes,"No, I do not think about emigrating",No,Fully ensured,No,Better than last year,To a limited extent,I trust it to a great extent,I trust it to a medium extent,I trust it to a great extent,I trust it to a medium extent,I trust it to a medium extent,I trust it to a great extent,I trust it to a great extent,,,,,,,Yes,Yes,Neither good nor bad,Bad,Good,Good,,,Bad,Bad,Good,Very good,,,,,Easy,Very easy,"The economic situation (poverty, unemployment, and price increases)",Achieving stability and internal security,Yes,Less that what it was two years ago,To a medium extent,Yes,Employment is obtained without connections,No,I agree,Yes,I disagree,2,Yes,Yes,They were completely free and fair,,,The government does not block media coverage,Less than you did in 2010,No,Interested,To a great extent,Daily,Rarely,Rarely,A few times a month,Daily,The television,Daily or almost daily,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,Once,I have never participated,Ennahda / Rached Ghannouchi,Good,7,3,6,I strongly agree,Eliminating financial and administrative corruption,Narrowing the gap between rich and poor,I strongly agree,I somewhat agree,I somewhat disagree,I somewhat agree,I somewhat agree,I somewhat disagree,Good,Very bad,Appropriate,Somewhat appropriate,,Somewhat appropriate,Absolutely inappropriate,Absolutely inappropriate,2,Most important,4,3,6,5,7,Guaranteed to a great extent,Guaranteed to a great extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Correct answer,,Not justified at all,1,I strongly agree,I strongly agree,I strongly disagree,"Yes, definitely",Does not constitute an obstacle whatsoever,Does not constitute an obstacle whatsoever,Constitutes an obstacle to a medium extent,I somewhat disagree,I somewhat agree,I somewhat agree,I somewhat disagree,I strongly agree,I strongly agree,Don't know,I strongly support,I do not support,I strongly agree,I somewhat disagree,I strongly disagree,I strongly agree,I strongly agree,I strongly agree,I strongly disagree,I strongly disagree,I somewhat agree,I somewhat agree,I strongly agree,I somewhat agree,I strongly agree,Laws regulating marriage and divorce shall confer the current debates on the best understanding of Islamic Sharia.,,Not religious,Sometimes,Sometimes,Sometimes,They do not match at all,Sharia is the word of God.,A little,Not much,Become weaker than they were in previous years,Remain the same as they were in previous years,Become stronger than they were in previous years,Become stronger than they were in previous years,Become stronger than they were in previous years,,,,,,,,,,,Become weaker than they were in previous years,Become weaker than they were in previous years,Become stronger than they were in previous years,Become stronger than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,,,,,,,,,Somewhat negative,Somewhat negative,Somewhat negative,Strongly increases,Somewhat good,Increase a lot,Don't know,Don't know,Very positive,Very positive,Very positive,Very positive,I did not visit any Western countries,To open up to the outside world to a greater extent,Acceptable with conditions,Both are equally important (Do not read),I strongly agree,Don't know,,,The Arab world should not accept the existence of Israel as a Jewish state in the Middle East.,I agree to a great extent,I agree to a great extent,I agree to a great extent,The US shouldn’t interfere,"Yes, I did",Because everyone was participating in these demonstrations,,No,No,No,No,No,No,No,,,Difficult to define,Betterment of the economic situation,Increased social justice,Rule of law,No,No,No,Very important,Very important,Not that important,Very important,Very important,Very important,Very important,Very important,Don't know,,31.0,Female,,Secondary,,Yes,,Full time (30 hours or more a week),Private,,Craftsperson,Pension at the conclusion of service,Bachelor,,No,No,Muslim,,Owned,No income,150.0,Our household income does not cover our expenses and we face some difficulties in meeting our needs,We do not receive anything,Arabic,Does not speak second language,,,,,
5.0,1.0,Tunisia,2013-02-19,0.5355726412148077,Form A,Main sample,,Tunis,Urban,,Male,Very bad,Somewhat worse,No,Better,Most people are not trustworthy,No,"Yes, for other reasons",No,Ensured,No,Worse than last year,To a great extent,I absolutely do not trust it,I absolutely do not trust it,I trust it to a great extent,I trust it to a great extent,I trust it to a great extent,I absolutely do not trust it,I absolutely do not trust it,,,,,,,No,No,Very bad,Very bad,Very bad,Good,,,Very bad,Very bad,Bad,Bad,,,,,Difficult,Very difficult,"The economic situation (poverty, unemployment, and price increases)",Achieving stability and internal security,Yes,More than what it was two years ago,Not at all,Yes,Obtaining an employment through connections is extremely widespread,Yes,I strongly agree,Yes,I agree,Don't know,Yes,No,"They were free and fair, with some minor breaches",,,The government blocks media coverage,More than you did in 2010,Yes,Very interested,To a great extent,Daily,Daily,I do not follow political news at all,A few times a week,I do not follow political news at all,The television,I do not use the internet,,,,,,,,,No,No,Yes,No,No,,No,No,No,I have never participated,I have never participated,No party represents my aspirations,Very bad,4,Completely appropriate,Absolutely unsatisfied,I somewhat agree,"Providing basic items (such as food, housing, and clothing) to every individual",Equality of political rights between citizens,I strongly disagree,I strongly agree,I somewhat agree,I strongly agree,I strongly disagree,I strongly agree,Very good,Very bad,Very appropriate,Absolutely inappropriate,,Absolutely inappropriate,Absolutely inappropriate,Very appropriate,Most important,4,5,2,3,7,6,Guaranteed to a great extent,Guaranteed to a great extent,Don't know,Not guaranteed,Guaranteed to a great extent,Not guaranteed,Guaranteed to a great extent,Correct answer,,Not justified at all,Labor strikes and demonstrations are sectarian demands that harm the economy needlessly,I strongly agree,I strongly agree,I strongly disagree,"No, I would not participate on principle",Does not constitute an obstacle whatsoever,Constitutes an obstacle to a limited extent,Constitutes an obstacle to a great extent,I somewhat disagree,I strongly disagree,I somewhat agree,I strongly disagree,I strongly disagree,I strongly agree,I do not agree with either sentence (Do not read),I somewhat support,I strongly do not support,I strongly agree,I strongly disagree,I strongly disagree,I strongly agree,I strongly agree,I strongly agree,I somewhat agree,I strongly disagree,I strongly disagree,I somewhat agree,I strongly agree,Don't know,I strongly agree,Laws regulating marriage and divorce shall be based on civil law without any mention of the Islamic Sharia.,,Somewhat religious,Always,Always,Always,They do not match at all,Sharia is the word of God.,A little,Don't know,Become stronger than they were in previous years,Remain the same as they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Remain the same as they were in previous years,,,,,,,,,Somewhat negative,Neither positive nor negative,Neither positive nor negative,Strongly increases,Very good,Increase a lot,Very positive,Very negative,Very negative,Very negative,Very negative,Somewhat positive,I did not visit any Western countries,To open up to the outside world to a greater extent,Unacceptable on principle,External factors,I strongly agree,I agree,,,The Arab world should not accept the existence of Israel as a Jewish state in the Middle East.,I agree to a great extent,Don't know,I agree to a great extent,The US shouldn’t interfere,"No, I did not",,I did not care to participate / It was not important,Yes,Yes,No,No,No,No,No,,,More of personal victory,Betterment of the economic situation,Dignity,Social and economic justice,Yes,Yes,Yes,Very important,Very important,Not important at all,Very important,Very important,Somewhat important,Very important,Very important,"A relationship of brotherhood, citizenship and cooperation",,60.0,Male,,Secondary,,No,Retired,,,,,Pension at the conclusion of service,Married,Retired,No,Yes,Muslim,,Rented,Not specified,600.0,Our household income does not cover our expenses and we face some difficulties in meeting our needs,We do not receive anything,Arabic,French,,,,,
6.0,1.0,Tunisia,2013-02-19,0.5580234006008865,Form A,Main sample,,Tunis,Urban,,Female,Very bad,Somewhat worse,No,Better,Most people are not trustworthy,No,"No, I do not think about emigrating",No,Not ensured,No,Worse than last year,To a limited extent,I trust it to a great extent,I trust it to a medium extent,I trust it to a limited extent,I trust it to a limited extent,I absolutely do not trust it,I absolutely do not trust it,I absolutely do not trust it,,,,,,,Yes,No,Good,Neither good nor bad,Neither good nor bad,Neither good nor bad,,,Good,Bad,Very bad,Very bad,,,,,Easy,Easy,Financial and administrative corruption,Achieving stability and internal security,Yes,More than what it was two years ago,To a medium extent,No,Employment is obtained without connections,Don't know,I strongly disagree,No,I strongly agree,3,Yes,No,"They were free and fair, with some major breaches",,,The government blocks media coverage,As much as you did in 2010,No,Interested,To a limited extent,Daily,I do not follow political news at all,I do not follow political news at all,A few times a week,I do not follow political news at all,The television,I do not use the internet,,,,,,,,,No,No,No,No,No,,No,No,No,I have never participated,I have never participated,Nidaa Tounes / Beji Caid Essebsi,Good,4,Absolutely inappropriate,Absolutely unsatisfied,I somewhat agree,The opportunity to change the government through elections,"Providing basic items (such as food, housing, and clothing) to every individual",I strongly agree,I somewhat agree,I somewhat disagree,I somewhat disagree,I strongly disagree,Don't know,Good,Good,Appropriate,Somewhat appropriate,,Absolutely inappropriate,Absolutely inappropriate,Don't know,5,4,Most important,3,2,6,7,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Don't know,,Justified to a medium extent,2,I somewhat agree,I somewhat agree,I somewhat disagree,"No, I would not participate on principle",Constitutes an obstacle to a medium extent,Constitutes an obstacle to a medium extent,Constitutes an obstacle to a great extent,I strongly agree,I somewhat agree,I somewhat disagree,I strongly disagree,I somewhat disagree,I strongly disagree,I Strongly agree with the 1st sentence,I somewhat support,I do not support,I somewhat agree,I somewhat disagree,I somewhat disagree,I somewhat disagree,I strongly disagree,I strongly disagree,I strongly agree,I somewhat agree,I somewhat agree,I somewhat disagree,I somewhat disagree,I strongly agree,I somewhat agree,Laws regulating marriage and divorce shall confer the current debates on the best understanding of Islamic Sharia.,,Somewhat religious,Most of the time,Most of the time,Sometimes,They do not match at all,Sharia is the human interpretation of the word of God.,Not much,Not much,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,,,,,,,,,,,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,,,,,,,,,Very negative,Very negative,Very negative,Somewhat increase,Somewhat bad,Decrease a little,Very positive,Somewhat positive,Has no impact,Has no impact,Negative,Very negative,Between one and three months,To open up to the outside world to a greater extent,Unacceptable on principle,External factors,I disagree,I disagree,,,The Arab world should accept the existence of Israel as a Jewish state in the Middle East when Palestinians accept it.,I agree to a great extent,I agree to some extent,I agree to some extent,Solve the Arab-Israeli Conflict,"No, I did not",,Other,No,No,No,No,No,No,No,,,Don't know,"Civil and political freedoms, and emancipation from oppression",Weakning the political and economic relations of your country with the West,Social and economic justice,No,No,No,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not that important,Not that important,Not that important,Not that important,"A relationship of brotherhood, citizenship and cooperation",,72.0,Female,,Elementary,,No,A housewife,,,,,,Married,Retired,No,No,Muslim,,Owned,300.0,300.0,Our household income does not cover our expenses and we face significant difficulties in meeting our needs,We do not receive anything,Arabic,French,,,,,
7.0,1.0,Tunisia,2013-02-19,0.8926211179730529,Form B,Main sample,,Tunis,Urban,,Male,Bad,Somewhat worse,No,Similar,Most people are not trustworthy,No,"No, I do not think about emigrating",No,Ensured,No,Worse than last year,To a limited extent,I absolutely do not trust it,I absolutely do not trust it,I trust it to a medium extent,I trust it to a medium extent,I absolutely do not trust it,I absolutely do not trust it,I absolutely do not trust it,,,,,,,No,No,Neither good nor bad,Neither good nor bad,Good,Bad,,,Very bad,Very bad,Very bad,Very bad,,,,,Easy,Easy,"The economic situation (poverty, unemployment, and price increases)",Financial and administrative corruption,Yes,More than what it was two years ago,Not at all,No,Obtaining an employment through connections is extremely widespread,No,I strongly agree,Yes,I strongly agree,5,Yes,Yes,They were completely free and fair,,,The government does not block media coverage,Less than you did in 2010,No,Very interested,To a great extent,Daily,I do not follow political news at all,I do not follow political news at all,A few times a week,I do not follow political news at all,The television,I do not use the internet,,,,,,,,,No,No,No,No,No,,No,No,No,Once,I have never participated,Nidaa Tounes / Beji Caid Essebsi,Neither good nor bad,1,9,Absolutely unsatisfied,I strongly agree,Eliminating financial and administrative corruption,Narrowing the gap between rich and poor,I strongly agree,I somewhat agree,I strongly disagree,I somewhat agree,I somewhat agree,I somewhat agree,Very good,Very good,Appropriate,,Very appropriate,Very appropriate,Appropriate,Appropriate,Most important,5,6,7,2,3,4,Guaranteed to a limited extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Correct answer,,Not justified at all,6,I strongly agree,I strongly agree,I strongly agree,"No, I would not participate on principle",Constitutes an obstacle to a medium extent,Constitutes an obstacle to a medium extent,Constitutes an obstacle to a medium extent,I strongly agree,I strongly agree,I somewhat disagree,I somewhat disagree,I somewhat agree,I somewhat agree,I Strongly agree with the 1st sentence,I strongly support,I strongly support,I somewhat agree,I somewhat disagree,I strongly disagree,I somewhat disagree,I somewhat agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I somewhat agree,,Laws regulating marriage and divorce shall be based on an accurate explanation of the Islamic Sharia.,Somewhat religious,Always,Always,Always,They match to some extent,Sharia is the word of God.,A lot,A little,Remain the same as they were in previous years,Become weaker than they were in previous years,Become weaker than they were in previous years,Remain the same as they were in previous years,Become weaker than they were in previous years,,,,,,,,,,,Remain the same as they were in previous years,Remain the same as they were in previous years,Remain the same as they were in previous years,Remain the same as they were in previous years,Remain the same as they were in previous years,Remain the same as they were in previous years,Remain the same as they were in previous years,,,,,,,,,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Somewhat decrease,Somewhat good,Increase a little,Very positive,Very positive,Very positive,Very positive,Very positive,Very positive,Less than a month,To open up to the outside world to a greater extent,Acceptable with conditions,External factors,I disagree,Don't know,,,The Arab world should not accept the existence of Israel as a Jewish state in the Middle East.,I absolutely disagree,I absolutely disagree,I absolutely disagree,Promote democracy,"No, I did not",,Other,No,No,No,No,No,No,No,,,Don't know,Betterment of the economic situation,Fighting corruption,Dignity,Don't know,Don't know,Don't know,Somewhat important,Not that important,Not important at all,Missing,Not that important,Somewhat important,Very important,Very important,Don't know,,82.0,Male,,Secondary,,No,Retired,,,,,Pension at the conclusion of service,Married,Refuse,No,No,Muslim,,Owned,No income,Don't know,Refuse,We do not receive anything,Arabic,Does not speak second language,,,,,
