position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,observed_values,sentinel_codes,min,max
1,V2,Country/region,int64,1205,0,1,,,,788.0,788.0
2,C_COW_ALPHA,Country code CoW alpha,int64,1205,0,1,,,[-4],-4.0,-4.0
3,B_COUNTRY_ALPHA,Country code ISO 3166 alpha,int64,1205,0,1,,,[-4],-4.0,-4.0
4,V3,Original respondent number,int64,1205,0,1205,,,,1.0,1210.0
5,V4,Important in life: Family,int64,1205,0,6,,,"[-2, -1]",-2.0,4.0
6,V5,Important in life: Friends,int64,1205,0,6,,,"[-2, -1]",-2.0,4.0
7,V6,Important in life: Leisure time,int64,1205,0,6,,,"[-2, -1]",-2.0,4.0
8,V7,Important in life: Politics,int64,1205,0,6,,,"[-2, -1]",-2.0,4.0
9,V8,Important in life: Work,int64,1205,0,6,,,"[-2, -1]",-2.0,4.0
10,V9,Important in life: Religion,int64,1205,0,6,,,"[-2, -1]",-2.0,4.0
11,V10,Feeling of happiness,int64,1205,0,5,,,[-1],-1.0,4.0
12,V11,State of health (subjective),int64,1205,0,5,,,[-1],-1.0,4.0
13,V12,Important child qualities: independence,int64,1205,0,2,,,,1.0,2.0
14,V13,Important child qualities: Hard work,int64,1205,0,2,,,,1.0,2.0
15,V14,Important child qualities: feeling of responsibility,int64,1205,0,2,,,,1.0,2.0
16,V15,Important child qualities: imagination,int64,1205,0,2,,,,1.0,2.0
17,V16,Important child qualities: tolerance and respect for other people,int64,1205,0,2,,,,1.0,2.0
18,V17,Important child qualities: thrift saving money and things,int64,1205,0,2,,,,1.0,2.0
19,V18,Important child qualities: determination perseverance,int64,1205,0,2,,,,1.0,2.0
20,V19,Important child qualities: religious faith,int64,1205,0,2,,,,1.0,2.0
21,V20,Important child qualities: unselfishness,int64,1205,0,2,,,,1.0,2.0
22,V21,Important child qualities: obedience,int64,1205,0,2,,,,1.0,2.0
23,V22,Important child qualities: Self-expression,int64,1205,0,2,,,,1.0,2.0
24,V23,Satisfaction with your life,int64,1205,0,12,,,"[-2, -1]",-2.0,10.0
25,V24,Most people can be trusted,int64,1205,0,3,,,[-1],-1.0,2.0
26,V25,Active/Inactive membership of church or religious organization,int64,1205,0,3,,,,0.0,2.0
27,V26,Active/Inactive membership of sport or recreation,int64,1205,0,3,,,,0.0,2.0
28,V27,"Active/Inactive membership of art, music, educational",int64,1205,0,3,,,,0.0,2.0
29,V28,Active/Inactive membership of labour unions,int64,1205,0,3,,,,0.0,2.0
30,V29,Active/Inactive membership of political party,int64,1205,0,3,,,,0.0,2.0
31,V30,Active/Inactive membership of environmental organization,int64,1205,0,3,,,,0.0,2.0
32,V31,Active/Inactive membership of professional organization,int64,1205,0,3,,,,0.0,2.0
33,V32,Active/Inactive membership of charitable/humanitarian organization,int64,1205,0,3,,,,0.0,2.0
34,V33,Active/Inactive membership: Consumer organization,int64,1205,0,3,,,,0.0,2.0
35,V34,"Active/Inactive membership: Self-help group, mutual aid group",int64,1205,0,3,,,,0.0,2.0
36,V35,Active/Inactive membership of any other organization,int64,1205,0,2,,,,0.0,2.0
37,V36,Neighbours: Drug addicts,int64,1205,0,2,,,,1.0,2.0
38,V37,Neighbours: People of a different race,int64,1205,0,2,,,,1.0,2.0
39,V38,Neighbours: People who have AIDS,int64,1205,0,2,,,,1.0,2.0
40,V39,Neighbours: Immigrants/foreign workers,int64,1205,0,2,,,,1.0,2.0
41,V40,Neighbours: Homosexuals,int64,1205,0,2,,,,1.0,2.0
42,V41,Neighbours: People of a different religion,int64,1205,0,2,,,,1.0,2.0
43,V42,Neighbours: Heavy drinkers,int64,1205,0,2,,,,1.0,2.0
44,V43,Neighbours: Unmarried couples living together,int64,1205,0,2,,,,1.0,2.0
45,V44,Neighbours: People who speak a different language,int64,1205,0,2,,,,1.0,2.0
46,V45,Jobs scarce: Men should have more right to a job than women,int64,1205,0,4,,,[-1],-1.0,3.0
47,V47,Problem if women have more income than husband (B),int64,1205,0,4,,,[-1],-1.0,3.0
48,V48,Job best way for women to be independent (b),int64,1205,0,4,,,[-1],-1.0,3.0
49,V49,One of main goals in life has been to make my parents proud,int64,1205,0,5,,,[-1],-1.0,4.0
50,V50,Pre-school child suffers with working mother,int64,1205,0,5,,,[-1],-1.0,4.0
51,V51,Men make better political leaders than women do,int64,1205,0,5,,,[-1],-1.0,4.0
52,V52,University is more important for a boy than for a girl,int64,1205,0,5,,,[-1],-1.0,4.0
53,V53,Men make better business executives than women do,int64,1205,0,5,,,[-1],-1.0,4.0
54,V54,Being a housewife just as fulfilling,int64,1205,0,5,,,[-1],-1.0,4.0
55,V55,How much freedom of choice and control,int64,1205,0,12,,,"[-2, -1]",-2.0,10.0
56,V56,Do you think most people try to take advantage of you (10 point scale),int64,1205,0,12,,,"[-2, -1]",-2.0,10.0
57,V57,Marital status,int64,1205,0,6,,,,1.0,6.0
58,V58,How many children do you have,int64,1205,0,9,,,,0.0,8.0
59,V59,Satisfaction with financial situation of household,int64,1205,0,12,,,"[-2, -1]",-2.0,10.0
60,V60,Aims of country: first choice,int64,1205,0,5,,,[-1],-1.0,4.0
61,V61,Aims of country: second choice,int64,1205,0,7,,,"[-3, -2, -1]",-3.0,4.0
62,V62,Aims of respondent: first choice,int64,1205,0,5,,,[-1],-1.0,4.0
63,V63,Aims of respondent: second choice,int64,1205,0,7,,,"[-3, -2, -1]",-3.0,4.0
64,V64,Most important: first choice,int64,1205,0,5,,,[-1],-1.0,4.0
65,V65,Most important: second choice,int64,1205,0,7,,,"[-3, -2, -1]",-3.0,4.0
66,V66,Willingness to fight for country,int64,1205,0,3,,,[-2],-2.0,2.0
67,V67,Future changes: Less importance placed on work,int64,1205,0,4,,,[-1],-1.0,3.0
68,V68,Future changes: More emphasis on technology,int64,1205,0,4,,,[-1],-1.0,3.0
69,V69,Future changes: Greater respect for authority,int64,1205,0,4,,,[-1],-1.0,3.0
70,V70,Schwartz: It is important to this person to think up new ideas and be creative,int64,1205,0,7,,,[-1],-1.0,6.0
