cluster,tier,scale,n_options,n_surveys,n_series,series,survey,variable,question_text
Q0078,identical,identical,4,8,1,arab-opinion-index,aoi-2024-2025,Q329_1,Q329_1.How often did you take part in this Charitable Organization/ Civil society organizations activities during the past 12 months?
Q0079,identical,identical,3,8,1,arab-opinion-index,aoi-2012-2013,Q335_2,"Q335_2.Over the last 12 months, did you take part in Taking part in a peaceful public protest/ march/ sit-in"
Q0079,identical,identical,3,8,1,arab-opinion-index,aoi-2014,Q335_2,"Q335_2.Over the last 12 months, did you take part in Taking part in a peaceful public protest/ march/ sit-in"
Q0079,identical,identical,3,8,1,arab-opinion-index,aoi-2015,Q335_2,"Q335_2.Over the last 12 months, did you take part in Taking part in a peaceful public protest/ march/ sit-in"
Q0079,identical,identical,3,8,1,arab-opinion-index,aoi-2016,Q335_2,"Q335_2.Over the last 12 months, did you take part in Taking part in a peaceful public protest/ march/ sit-in"
Q0079,identical,identical,3,8,1,arab-opinion-index,aoi-2017-2018,Q335_2,"Q335_2.Over the last 12 months, did you take part in Taking part in a peaceful public protest/ march/ sit-in"
Q0079,identical,identical,3,8,1,arab-opinion-index,aoi-2019-2020,Q335_2,"Q335_2.Over the last 12 months, did you take part in Taking part in a peaceful public protest/ march/ sit-in"
Q0079,identical,identical,3,8,1,arab-opinion-index,aoi-2022,Q335_2,"Q335_2.Over the last 12 months, did you take part in Taking part in a peaceful public protest/ march/ sit-in"
Q0079,identical,identical,3,8,1,arab-opinion-index,aoi-2024-2025,Q335_2,"Q335_2.Over the last 12 months, did you take part in Taking part in a peaceful public protest/ march/ sit-in"
Q0080,identical,identical,3,8,1,arab-opinion-index,aoi-2012-2013,Q335_3,"Q335_3.Over the last 12 months, did you take part in Joining an activist group working towards pressuring/building support for a specific cause (a public or societal cause)"
Q0080,identical,identical,3,8,1,arab-opinion-index,aoi-2014,Q335_3,"Q335_3.Over the last 12 months, did you take part in Joining an activist group working towards pressuring/building support for a specific cause (a public or societal cause)"
Q0080,identical,identical,3,8,1,arab-opinion-index,aoi-2015,Q335_3,"Q335_3.Over the last 12 months, did you take part in Joining an activist group working towards pressuring/building support for a specific cause (a public or societal cause)"
Q0080,identical,identical,3,8,1,arab-opinion-index,aoi-2016,Q335_3,"Q335_3.Over the last 12 months, did you take part in Joining an activist group working towards pressuring/building support for a specific cause (a public or societal cause)"
Q0080,identical,identical,3,8,1,arab-opinion-index,aoi-2017-2018,Q335_3,"Q335_3.Over the last 12 months, did you take part in Joining an activist group working towards pressuring/building support for a specific cause (a public or societal cause)"
Q0080,identical,identical,3,8,1,arab-opinion-index,aoi-2019-2020,Q335_3,"Q335_3.Over the last 12 months, did you take part in Joining an activist group working towards pressuring/building support for a specific cause (a public or societal cause)"
Q0080,identical,identical,3,8,1,arab-opinion-index,aoi-2022,Q335_3,"Q335_3.Over the last 12 months, did you take part in Joining an activist group working towards pressuring/building support for a specific cause (a public or societal cause)"
Q0080,identical,identical,3,8,1,arab-opinion-index,aoi-2024-2025,Q335_3,"Q335_3.Over the last 12 months, did you take part in Joining an activist group working towards pressuring/building support for a specific cause (a public or societal cause)"
Q0081,identical,partly-labelled,2,8,1,arab-opinion-index,aoi-2011,Q402,Q402.where would you put your home country on this scale?
Q0081,identical,partly-labelled,2,8,1,arab-opinion-index,aoi-2012-2013,Q402,Q402.where would you put your home country on this scale?
Q0081,identical,partly-labelled,2,8,1,arab-opinion-index,aoi-2014,Q402,Q402.where would you put your home country on this scale?
Q0081,identical,partly-labelled,2,8,1,arab-opinion-index,aoi-2015,Q402,Q402.where would you put your home country on this scale?
Q0081,identical,partly-labelled,2,8,1,arab-opinion-index,aoi-2016,Q402,Q402.where would you put your home country on this scale?
Q0081,identical,partly-labelled,2,8,1,arab-opinion-index,aoi-2017-2018,Q402,Q402.where would you put your home country on this scale?
Q0081,identical,partly-labelled,2,8,1,arab-opinion-index,aoi-2019-2020,Q402,Q402.where would you put your home country on this scale?
Q0081,identical,partly-labelled,2,8,1,arab-opinion-index,aoi-2022,Q402,Q402.where would you put your home country on this scale?
Q0082,identical,differs,9,8,1,arab-opinion-index,aoi-2011,Q404,"Q404.In your personal opinion, which single factor is most important for a country to possess in order for it to be democratic?"
Q0082,identical,differs,9,8,1,arab-opinion-index,aoi-2012-2013,Q404,"Q404.In your personal opinion, which single factor is most important for a country to possess in order for it to be democratic?"
Q0082,identical,differs,9,8,1,arab-opinion-index,aoi-2014,Q404,"Q404.In your personal opinion, which single factor is most important for a country to possess in order for it to be democratic?"
Q0082,identical,differs,9,8,1,arab-opinion-index,aoi-2015,Q404,"Q404.In your personal opinion, which single factor is most important for a country to possess in order for it to be democratic?"
Q0082,identical,differs,9,8,1,arab-opinion-index,aoi-2016,Q404,"Q404.In your personal opinion, which single factor is most important for a country to possess in order for it to be democratic?"
Q0082,identical,differs,9,8,1,arab-opinion-index,aoi-2017-2018,Q404,"Q404.In your personal opinion, which single factor is most important for a country to possess in order for it to be democratic?"
Q0082,identical,differs,9,8,1,arab-opinion-index,aoi-2019-2020,Q404,"Q404.In your personal opinion, which single factor is most important for a country to possess in order for it to be democratic?"
Q0082,identical,differs,10,8,1,arab-opinion-index,aoi-2022,Q404,"Q404.In your personal opinion, which single factor is most important for a country to possess in order for it to be democratic?"
Q0083,identical,identical,4,8,1,arab-opinion-index,aoi-2012-2013,Q405_4,Q405_4.Please express your level of agreement or disagreement with each of these. Democratic systems and Islam are incompatible
Q0083,identical,identical,4,8,1,arab-opinion-index,aoi-2014,Q405_4,Q405_4.Please express your level of agreement or disagreement with each of these. Democratic systems and Islam are incompatible
Q0083,identical,identical,4,8,1,arab-opinion-index,aoi-2015,Q405_4,Q405_4.Please express your level of agreement or disagreement with each of these. Democratic systems and Islam are incompatible
Q0083,identical,identical,4,8,1,arab-opinion-index,aoi-2016,Q405_4,Q405_4.Please express your level of agreement or disagreement with each of these. Democratic systems and Islam are incompatible
Q0083,identical,identical,4,8,1,arab-opinion-index,aoi-2017-2018,Q405_4,Q405_4.Please express your level of agreement or disagreement with each of these. Democratic systems and Islam are incompatible
Q0083,identical,identical,4,8,1,arab-opinion-index,aoi-2019-2020,Q405_4,Q405_4.Please express your level of agreement or disagreement with each of these. Democratic systems and Islam are incompatible
Q0083,identical,identical,4,8,1,arab-opinion-index,aoi-2022,Q405_4,Q405_4.Please express your level of agreement or disagreement with each of these. Democratic systems and Islam are incompatible
Q0083,identical,identical,4,8,1,arab-opinion-index,aoi-2024-2025,Q405_4,Q405_4.Please express your level of agreement or disagreement with each of these. Democratic systems and Islam are incompatible
Q0084,identical,identical,4,8,1,arab-opinion-index,aoi-2012-2013,Q405_5,Q405_5.Please express your level of agreement or disagreement with each of these. Our society is unprepared for democracy
Q0084,identical,identical,4,8,1,arab-opinion-index,aoi-2014,Q405_5,Q405_5.Please express your level of agreement or disagreement with each of these. Our society is unprepared for democracy
Q0084,identical,identical,4,8,1,arab-opinion-index,aoi-2015,Q405_5,Q405_5.Please express your level of agreement or disagreement with each of these. Our society is unprepared for democracy
Q0084,identical,identical,4,8,1,arab-opinion-index,aoi-2016,Q405_5,Q405_5.Please express your level of agreement or disagreement with each of these. Our society is unprepared for democracy
Q0084,identical,identical,4,8,1,arab-opinion-index,aoi-2017-2018,Q405_5,Q405_5.Please express your level of agreement or disagreement with each of these. Our society is unprepared for democracy
Q0084,identical,identical,4,8,1,arab-opinion-index,aoi-2019-2020,Q405_5,Q405_5.Please express your level of agreement or disagreement with each of these. Our society is unprepared for democracy
Q0084,identical,identical,4,8,1,arab-opinion-index,aoi-2022,Q405_5,Q405_5.Please express your level of agreement or disagreement with each of these. Our society is unprepared for democracy
Q0084,identical,identical,4,8,1,arab-opinion-index,aoi-2024-2025,Q405_5,Q405_5.Please express your level of agreement or disagreement with each of these. Our society is unprepared for democracy
Q0085,identical,identical,4,8,1,arab-opinion-index,aoi-2012-2013,Q408_1,"Q408_1.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which governments are formed based on the outcomes of elections in which all political parties are free to join"
Q0085,identical,identical,4,8,1,arab-opinion-index,aoi-2014,Q408_1,"Q408_1.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which governments are formed based on the outcomes of elections in which all political parties are free to join"
Q0085,identical,identical,4,8,1,arab-opinion-index,aoi-2015,Q408_1,"Q408_1.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which governments are formed based on the outcomes of elections in which all political parties are free to join"
Q0085,identical,identical,4,8,1,arab-opinion-index,aoi-2016,Q408_1,"Q408_1.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which governments are formed based on the outcomes of elections in which all political parties are free to join"
Q0085,identical,identical,4,8,1,arab-opinion-index,aoi-2017-2018,Q408_1,"Q408_1.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which governments are formed based on the outcomes of elections in which all political parties are free to join"
Q0085,identical,identical,4,8,1,arab-opinion-index,aoi-2019-2020,Q408_1,"Q408_1.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which governments are formed based on the outcomes of elections in which all political parties are free to join"
Q0085,identical,identical,4,8,1,arab-opinion-index,aoi-2022,Q408_1,"Q408_1.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which governments are formed based on the outcomes of elections in which all political parties are free to join"
Q0085,identical,identical,4,8,1,arab-opinion-index,aoi-2024-2025,Q408_1,"Q408_1.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which governments are formed based on the outcomes of elections in which all political parties are free to join"
Q0086,identical,identical,4,8,1,arab-opinion-index,aoi-2012-2013,Q408_2,"Q408_2.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which electoral competition is restricted to Islamist political parties"
Q0086,identical,identical,4,8,1,arab-opinion-index,aoi-2014,Q408_2,"Q408_2.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which electoral competition is restricted to Islamist political parties"
Q0086,identical,identical,4,8,1,arab-opinion-index,aoi-2015,Q408_2,"Q408_2.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which electoral competition is restricted to Islamist political parties"
Q0086,identical,identical,4,8,1,arab-opinion-index,aoi-2016,Q408_2,"Q408_2.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which electoral competition is restricted to Islamist political parties"
Q0086,identical,identical,4,8,1,arab-opinion-index,aoi-2017-2018,Q408_2,"Q408_2.I would like to know how appropriate each of these would be for your country, in your opinion: A political system in which electoral competition is restricted to Islamist political parties"
