studyno,version,doi,country,c_sample,c_alphan,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,TN_v34,v35,TN_v36,v37,TN_v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,SEX,BIRTH,AGE,EDUCYRS,TN_DEGR,DEGREE,WORK,WRKHRS,EMPREL,WRKSUP,NSUP,TYPORG1,TYPORG2,ISCO08,MAINSTAT,PARTLIV,SPWORK,SPWRKHRS,SPEMPREL,SPWRKSUP,SPISCO08,SPMAINST,UNION,TN_RELIG,RELIGGRP,ATTEND,ATTD_EXT,TOPBOT,VOTE_LE,TN_PRTY,PARTY_LR,TN_ETHN1,TN_ETHN2,HOMPOP,HHADULT,HHCHILDR,HHTODD,TN_RINC,TN_INC,MARITAL,F_BORN,M_BORN,URBRURAL,TN_REG,CASEID,SUBSCASE,DATEYR,DATEMO,DATEDY,WEIGHT,MODE,PARTIALS
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Fairly satisfied,Always wrong,Always wrong,Almost always wrong,Agree,Some confidence,A great deal of confidence,A great deal of confidence,A great deal of confidence,Some confidence,Strongly agree,Disagree,Strongly disagree,Disagree,About the right amount of power,Probably accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","No, definitely not",Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a day,Never,Yes,No,Never,Somewhat religious,"I follow a religion, I am not a spiritual person",Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Agree,Somewhat positive,Somewhat positive,Very negative,Can't choose,Very negative,Very negative,Fair,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1975.0,43.0,17.0,Tertiary,"Lower level tertiary, first stage (also technical schools at a tertiary level)",I am currently not in paid work but I had paid work in the past,NAP (Code 2 or 3 in WORK),Employee,No,"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Public employer,NAP (Code 3 in WORK; NAV (TN),Unemployed and looking for a job,"Yes, have partner; live in same household",Currently in paid work,42.0,Employee,Yes,"NAP (Code 0,3 in SPWORK; NAV (TN)",In paid work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),05,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Six persons,Two adults,Three children [school entry age] to 17,One child below [age of school entry],No income,1000.0,Married,Tunisia,Tunisia,A town or a small city,Nouvelle Matmata,2018007880001131.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Very satisfied,Always wrong,Always wrong,Always wrong,Disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,About the right amount of power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","No, probably not",Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a year,Never,Yes,No,Never,Neither religious nor non-religious,"I follow a religion, I am not a spiritual person",Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat negative,Somewhat negative,Fair,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1966.0,52.0,"No formal schooling, no years at school",No formal education,No formal education,"I am currently in paid work,",49.0,Employee,No,"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Public employer,NAP (Code 3 in WORK; NAV (TN),In paid work,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Domestic work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),05,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Three persons,Two adults,One child [school entry age] to 17,No children below [age of school entry],800.0,800.0,Married,Tunisia,Tunisia,A town or a small city,Nouvelle Matmata,2018007880001132.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Very happy,Completely satisfied,Always wrong,Always wrong,Always wrong,Strongly disagree,No confidence at all,Some confidence,A great deal of confidence,Some confidence,No confidence at all,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,About the right amount of power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","No, definitely not",Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a day,Never,Yes,No,Never,Neither religious nor non-religious,"I follow a religion, I am not a spiritual person",Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat negative,Somewhat positive,Somewhat negative,Somewhat negative,Very negative,Somewhat negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1975.0,43.0,4.0,Basic education (primary and lowar secondary),Lower secondary (secondary completed that does not allow entry to university: end of obligatory school),"I am currently in paid work,",48.0,Employee,No,"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),In paid work,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),05,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),480.0,480.0,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A town or a small city,Nouvelle Matmata,2018007880001133.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Very satisfied,Always wrong,Always wrong,Always wrong,Neither agree nor disagree,Very little confidence,Very little confidence,Some confidence,Some confidence,Very little confidence,Strongly agree,Disagree,Disagree,Agree,About the right amount of power,Probably not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","No, probably not",Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,2-3 times a month,Never,Several times a day,Never,Yes,No,Never,Somewhat religious,"I follow a religion, I am not a spiritual person",Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Agree,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1980.0,38.0,17.0,Tertiary,"Lower level tertiary, first stage (also technical schools at a tertiary level)",I am currently not in paid work but I had paid work in the past,NAP (Code 2 or 3 in WORK),Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),Unemployed and looking for a job,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),05,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),No income,No income,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A town or a small city,Zrig Eddakhlania Gabes Sud,2018007880001134.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not at all happy,Fairly satisfied,Not wrong at all,Always wrong,Always wrong,Strongly agree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,About the right amount of power,Definitely accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Several times a year,Never,Never,Never,Yes,No,Never,Neither religious nor non-religious,"I follow a religion, I am not a spiritual person",Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Very negative,Very negative,Very negative,Neither positive nor negative,Very negative,Very negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1997.0,21.0,16.0,Tertiary,"Lower level tertiary, first stage (also technical schools at a tertiary level)",I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),Apprentice or trainee,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),05,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),No income,No income,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A town or a small city,Zrig Eddakhlania Gabes Sud,2018007880001135.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Very happy,Completely satisfied,Always wrong,Always wrong,Always wrong,Disagree,No confidence at all,Very little confidence,A great deal of confidence,Some confidence,No confidence at all,Strongly agree,Strongly disagree,Agree,Strongly agree,About the right amount of power,Probably accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"No, probably not","Yes, definitely","Yes, definitely","Yes, definitely","No, probably not",Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a day,Never,Yes,No,Never,Somewhat religious,"I follow a religion, I am not a spiritual person",Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Neither positive nor negative,Very negative,Very negative,Neither positive nor negative,Very negative,Very good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1958.0,60.0,6.0,Basic education (primary and lowar secondary),Lower secondary (secondary completed that does not allow entry to university: end of obligatory school),I am currently not in paid work but I had paid work in the past,NAP (Code 2 or 3 in WORK),Employee,No,"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),Retired,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Domestic work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),09,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Six persons,Six adults,No children [school entry age] to 17,No children below [age of school entry],Refused,Refused,Married,Tunisia,Tunisia,A town or a small city,Zrig Eddakhlania Gabes Sud,2018007880001136.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Completely satisfied,Always wrong,Always wrong,Always wrong,Strongly agree,No confidence at all,Some confidence,A great deal of confidence,Very little confidence,Very little confidence,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,About the right amount of power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","No, definitely not",Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,2-3 times a month,Never,Several times a day,Never,Yes,No,Never,Somewhat religious,"I follow a religion, I am not a spiritual person",Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neither positive nor negative,Somewhat positive,Very negative,Very negative,Very negative,Very negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1974.0,44.0,6.0,Basic education (primary and lowar secondary),Lower secondary (secondary completed that does not allow entry to university: end of obligatory school),"I am currently in paid work,",49.0,Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),In paid work,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Domestic work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),05,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Two persons,Two adults,No children [school entry age] to 17,No children below [age of school entry],500.0,500.0,Married,Tunisia,Tunisia,A town or a small city,Zrig Eddakhlania Gabes Sud,2018007880001137.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Fairly satisfied,Almost always wrong,Always wrong,Not wrong at all,Strongly agree,No confidence at all,Some confidence,No confidence at all,Some confidence,Some confidence,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,About the right amount of power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Treats men better than women,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a day,Never,Yes,No,Never,Somewhat non-religious,"I follow a religion, I am not a spiritual person",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither positive nor negative,Somewhat negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Somewhat negative,Fair,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1990.0,28.0,18.0,Tertiary,"Lower level tertiary, first stage (also technical schools at a tertiary level)","I am currently in paid work,",48.0,Employee,No,"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),In paid work,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),03,Yes,The democratic trend,"NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),200.0,200.0,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A town or a small city,Zrig Eddakhlania Gabes Sud,2018007880001138.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Very satisfied,Wrong only sometimes,Always wrong,Always wrong,Disagree,No confidence at all,No confidence at all,Some confidence,Some confidence,Some confidence,Strongly disagree,Disagree,Strongly agree,Strongly agree,About the right amount of power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,Can't choose,"Yes, definitely","Yes, definitely","Yes, definitely","No, definitely not",Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Treats men and women equally,A Shiite Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Several times a year,Never,Several times a day,Never,Yes,No,Never,Neither religious nor non-religious,"I follow a religion, I am not a spiritual person",Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Fair,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1989.0,29.0,11.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)",I am currently not in paid work but I had paid work in the past,NAP (Code 2 or 3 in WORK),Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),Unemployed and looking for a job,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),06,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),No income,No income,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A town or a small city,Arram Mareth,2018007880001139.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Completely satisfied,Always wrong,Always wrong,Always wrong,Strongly agree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,About the right amount of power,Definitely accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"No, definitely not","Yes, definitely","Yes, definitely","Yes, definitely","No, definitely not",Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Several times a year,Never,Several times a day,Never,Yes,No,Never,Somewhat non-religious,"I follow a religion, I am not a spiritual person",Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Very negative,Very negative,Very negative,Poor,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1983.0,35.0,10.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)",I am currently not in paid work but I had paid work in the past,NAP (Code 2 or 3 in WORK),Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),Permanently sick or disabled,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Domestic work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),"Lowest, Bottom, 01",No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Three persons,Two adults,One child [school entry age] to 17,No children below [age of school entry],No income,Refused,Married,Tunisia,Tunisia,A town or a small city,Arram Mareth,2018007880001140.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Fairly satisfied,Always wrong,Always wrong,Always wrong,Strongly agree,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,About the right amount of power,Probably accept,Probably not,Probably not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,2-3 times a month,Never,Several times a day,About once a month,Yes,No,Several times a year,Neither religious nor non-religious,"I follow a religion, I am not a spiritual person",Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1994.0,24.0,15.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)",I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),Domestic work,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),05,Yes,Nahdha,"NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),NAP (Not a private household),No income,No income,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A town or a small city,Arram Mareth,2018007880001141.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
