position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,observed_values,sentinel_codes,min,max
49,aa6b_15,important country issues: educational system,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 22 or 23 in AA6a)""}",,,,
50,aa6b_16,important country issues: pensions,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 22 or 23 in AA6a)""}",,,,
51,aa6b_17,important country issues: environment,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 22 or 23 in AA6a)""}",,,,
52,aa6b_18,important country issues: energy,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 22 or 23 in AA6a)""}",,,,
53,aa6b_19,important country issues: mountainous garabagh,object,1041,0,1,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 22 or 23 in AA6a)"", ""a"": ""Inap. (not AM AZ in isocntry)""}",,,,
54,aa6b_20,important country issues: transnistrian conflict,object,1041,0,1,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 22 or 23 in AA6a)"", ""a"": ""Inap. (not MD in isocntry)""}",,,,
55,aa6b_21,important country issues: other,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 22 or 23 in AA6a)""}",,,,
56,aa6b_22,important country issues: none,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 22 or 23 in AA6a)""}",,,,
57,aa6b_23,important country issues: dont know,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 22 or 23 in AA6a)""}",,,,
58,aa6t_1,important country issues: crime (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
59,aa6t_2,important country issues: freedom of speech (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
60,aa6t_3,important country issues: economic situation (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
61,aa6t_4,important country issues: rising prices/inflation (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
62,aa6t_5,important country issues: taxation (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
63,aa6t_6,important country issues: unemployment (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
64,aa6t_7,important country issues: terrorism (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
65,aa6t_8,important country issues: corruption (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
66,aa6t_9,important country issues: defence/foreign affairs (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
67,aa6t_10,"important country issues: rule of law, transparency (tot)",int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
68,aa6t_11,important country issues: housing (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
69,aa6t_12,important country issues: migration (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
70,aa6t_13,important country issues: refugees/internal displaced (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
71,aa6t_14,important country issues: healthcare system (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
72,aa6t_15,important country issues: educational system (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
73,aa6t_16,important country issues: pensions (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
74,aa6t_17,important country issues: environment (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
75,aa6t_18,important country issues: energy (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
76,aa6t_19,important country issues: mountainous garabagh (tot),object,1041,0,1,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (not AM AZ in isocntry)""}",,,,
77,aa6t_20,important country issues: transnistrian conflict (tot),object,1041,0,1,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (not MD in isocntry)""}",,,,
78,aa6t_21,important country issues: other (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
79,aa6t_22,important country issues: none (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
80,aa6t_23,important country issues: dont know (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
81,aa7_1,assessment - things going in the right or wrong direction,int64,1041,0,4,"{""1"": ""Things are going in the right direction"", ""2"": ""Things are going in the wrong direction"", ""3"": ""Neither the one nor the other (SPONTANEOUS)"", ""4"": ""Don’t know (SPONTANEOUS)""}",,,1.0,4.0
82,ab1,eu image - positive or negative,int64,1041,0,6,"{""1"": ""Very positive"", ""2"": ""Fairly positive"", ""3"": ""Neutral"", ""4"": ""Fairly negative"", ""5"": ""Very negative"", ""6"": ""Don’t know (SPONTANEOUS)""}",,,1.0,6.0
83,ab3a,eu characteristics - best representing firstly,int64,1041,0,20,"{""1"": ""Solidarity"", ""2"": ""Freedom of speech"", ""3"": ""Honesty"", ""4"": ""Freedom of religion"", ""5"": ""Rule of Law, transparency"", ""6"": ""Human Rights"", ""7"": ""Individual Freedom"", ""8"": ""Tolerance"", ""9"": ""Democracy"", ""10"": ""Peace and security"", ""11"": ""Absence of corruption"", ""12"": ""Respect for other cultures"", ""13"": ""Self-fulfilment"", ""14"": ""Equality"", ""15"": ""Freedom of the media"", ""16"": ""Equality between men and women"", ""17"": ""Economic prosperity"", ""18"": ""Other (SPONTANEOUS)"", ""19"": ""None (SPONTANEOUS)"", ""20"": ""Don’t know (SPONTANEOUS)""}",,,1.0,20.0
84,ab3b_1,eu characteristics: solidarity,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
85,ab3b_2,eu characteristics: freedom of speech,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
86,ab3b_3,eu characteristics: honesty,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
87,ab3b_4,eu characteristics: freedom of religion,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
88,ab3b_5,"eu characteristics: rule of law, transparency",object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
89,ab3b_6,eu characteristics: human rights,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
90,ab3b_7,eu characteristics: individual freedom,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
91,ab3b_8,eu characteristics: tolerance,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
92,ab3b_9,eu characteristics: democracy,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
93,ab3b_10,eu characteristics: peace and security,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
94,ab3b_11,eu characteristics: absence of corruption,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
95,ab3b_12,eu characteristics: respect for other cultures,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
96,ab3b_13,eu characteristics: self-fulfilment,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
97,ab3b_14,eu characteristics: equality,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
98,ab3b_15,eu characteristics: freedom of the media,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
99,ab3b_16,eu characteristics: gender equality,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
100,ab3b_17,eu characteristics: economic prosperity,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
101,ab3b_18,eu characteristics: other,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
102,ab3b_19,eu characteristics: none,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
103,ab3b_20,eu characteristics: dont know,object,1041,0,3,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (coded 19 or 20 in AB3a)""}",,,,
104,ab3t_1,eu characteristics: solidarity (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
105,ab3t_2,eu characteristics: freedom of speech (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
106,ab3t_3,eu characteristics: honesty (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
107,ab3t_4,eu characteristics: freedom of religion (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
108,ab3t_5,"eu characteristics: rule of law, transparency (tot)",int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
109,ab3t_6,eu characteristics: human rights (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
110,ab3t_7,eu characteristics: individual freedom (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
111,ab3t_8,eu characteristics: tolerance (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
112,ab3t_9,eu characteristics: democracy (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
113,ab3t_10,eu characteristics: peace and security (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
114,ab3t_11,eu characteristics: absence of corruption (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
115,ab3t_12,eu characteristics: respect for other cultures (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
116,ab3t_13,eu characteristics: self-fulfilment (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
117,ab3t_14,eu characteristics: equality (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
118,ab3t_15,eu characteristics: freedom of the media (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
119,ab3t_16,eu characteristics: gender equality (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
120,ab3t_17,eu characteristics: economic prosperity (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
121,ab3t_18,eu characteristics: other (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
122,ab3t_19,eu characteristics: none (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
123,ab3t_20,eu characteristics: dont know (tot),int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
124,ab4,eu relations with our country - assessment,int64,1041,0,6,"{""1"": ""Very good"", ""2"": ""Fairly good"", ""3"": ""Fairly bad"", ""4"": ""Very bad"", ""5"": ""The EU does not have any relationship with (OUR COUNTRY) (SPONTANEOUS)"", ""6"": ""Don’t know (SPONTANEOUS)""}",,,1.0,6.0
125,ab5,eu cooperation programmes - providing financial support,int64,1041,0,3,"{""1"": ""Yes"", ""2"": ""No"", ""3"": ""Don’t know (SPONTANEOUS)""}",,,1.0,3.0
126,ab6,eu cooperation programmes - know specific programmes,object,1041,0,3,"{""1"": ""Yes"", ""2"": ""No"", ""i"": ""Inap. (not coded 1 in AB5)""}",,,,
127,ab7_1,eu policies cntry benefits: democracy,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
128,ab7_2,eu policies cntry benefits: economic development,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
129,ab7_3,eu policies cntry benefits: access to products/services,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
130,ab7_4,eu policies cntry benefits: tourism,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
131,ab7_5,eu policies cntry benefits: fight against climate change,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
132,ab7_6,eu policies cntry benefits: trade,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
133,ab7_7,eu policies cntry benefits: development of infrastructure,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
134,ab7_8,eu policies cntry benefits: development aid,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
135,ab7_9,eu policies cntry benefits: education,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
136,ab7_10,eu policies cntry benefits: employment,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
137,ab7_11,eu policies cntry benefits: support to agriculture,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
138,ab7_12,eu policies cntry benefits: promotion of palestinian state,object,1041,0,1,"{""0"": ""Not mentioned"", ""1"": ""Mentioned"", ""i"": ""Inap. (not PS in isocntry)""}",,,,
139,ab7_13,eu policies cntry benefits: other,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
140,ab7_14,eu policies cntry benefits: not benefitted,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
141,ab7_15,eu policies cntry benefits: dont know,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
142,ab7_16,eu policies cntry benefits: refusal,int64,1041,0,2,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,,0.0,1.0
143,ab8_1,eu statements: has appropriate level of involvement,int64,1041,0,5,"{""1"": ""Totally agree"", ""2"": ""Tend to agree"", ""3"": ""Tend to disagree"", ""4"": ""Totally disagree"", ""5"": ""Don’t know (SPONTANEOUS)""}",,,1.0,5.0
144,ab8_2,eu statements: brings peace and stability in the region,int64,1041,0,5,"{""1"": ""Totally agree"", ""2"": ""Tend to agree"", ""3"": ""Tend to disagree"", ""4"": ""Totally disagree"", ""5"": ""Don’t know (SPONTANEOUS)""}",,,1.0,5.0
145,ab8_3,eu statements: is an important partner,int64,1041,0,5,"{""1"": ""Totally agree"", ""2"": ""Tend to agree"", ""3"": ""Tend to disagree"", ""4"": ""Totally disagree"", ""5"": ""Don’t know (SPONTANEOUS)""}",,,1.0,5.0
146,ab8_4,eu statements: sufficient common values to cooperate,int64,1041,0,5,"{""1"": ""Totally agree"", ""2"": ""Tend to agree"", ""3"": ""Tend to disagree"", ""4"": ""Totally disagree"", ""5"": ""Don’t know (SPONTANEOUS)""}",,,1.0,5.0
147,ab8_5,eu statements: support contributes a lot to development,int64,1041,0,5,"{""1"": ""Totally agree"", ""2"": ""Tend to agree"", ""3"": ""Tend to disagree"", ""4"": ""Totally disagree"", ""5"": ""Don’t know (SPONTANEOUS)""}",,,1.0,5.0
148,ab8_6,eu statements: arab spring position was supportive,int64,1041,0,5,"{""1"": ""Totally agree"", ""2"": ""Tend to agree"", ""3"": ""Tend to disagree"", ""4"": ""Totally disagree"", ""5"": ""Don’t know (SPONTANEOUS)""}",,,1.0,5.0
149,ab9_1,eu should have greater role: economic development,int64,1041,0,3,"{""1"": ""Yes"", ""2"": ""No"", ""3"": ""Don’t know (SPONTANEOUS)""}",,,1.0,3.0
