position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,min,max
152,Q423_1,MEDIA USAGE: WATCHING TV,float64,2400,0,6,"{""1"": ""0 hrs"", ""2"": ""2 hrs"", ""3"": ""5 hrs"", ""4"": ""10 hrs"", ""5"": ""10 hrs+"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,98.0
153,Q423_2,MEDIA USAGE: LISTINGING TO RADIO,float64,2400,0,6,"{""1"": ""0 hrs"", ""2"": ""2 hrs"", ""3"": ""5 hrs"", ""4"": ""10 hrs"", ""5"": ""10 hrs+"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,98.0
154,Q423_3,MEDIA USAGE: READING PRINT EDITION OF NEWSPAPER,float64,2400,0,5,"{""1"": ""0 hrs"", ""2"": ""2 hrs"", ""3"": ""5 hrs"", ""4"": ""10 hrs"", ""5"": ""10 hrs+"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,98.0
155,Q409,MEDIA USAGE: INTERNET,float64,2400,0,7,"{""1"": ""throughout day"", ""2"": ""once daily"", ""3"": ""a few days a week"", ""4"": ""weekly"", ""5"": ""less than weekly"", ""6"": ""never"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,98.0
156,Q424,MEDIA USAGE: SOCIAL MEDIA,float64,1362,1038,6,"{""1"": ""0 hrs"", ""2"": ""2 hrs"", ""3"": ""5 hrs"", ""4"": ""10 hrs"", ""5"": ""10 hrs+"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know"", ""97"": ""97. I DON’T USE SOCIAL MEDIA [INTERVIEWER: DO NOT READ]""}",1.0,98.0
157,Q412A3,MEDIA USAGE: SOCIAL MEDIA: FACEBOOK,float64,1362,1038,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
158,Q412A4,MEDIA USAGE: SOCIAL MEDIA: TWITTER,float64,1362,1038,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
159,Q412A6,MEDIA USAGE: SOCIAL MEDIA: INSTAGRAM,float64,1362,1038,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
160,Q412A7,MEDIA USAGE: SOCIAL MEDIA: YOUTUBE,float64,1362,1038,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
161,Q412A8,MEDIA USAGE: SOCIAL MEDIA: WHATSAPP,float64,1362,1038,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
162,Q412A9,MEDIA USAGE: SOCIAL MEDIA: TELEGRAM,float64,1362,1038,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
163,Q412A10,MEDIA USAGE: SOCIAL MEDIA: SNAPCHAT,float64,1362,1038,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
164,Q412A14,MEDIA USAGE: SOCIAL MEDIA: OTHER,float64,1362,1038,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
165,Q412A98,MEDIA USAGE: SOCIAL MEDIA: DON'T KNOW,float64,1362,1038,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
166,Q412A99,MEDIA USAGE: SOCIAL MEDIA: REFUSED,float64,1362,1038,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
167,Q421,MEDIA USAGE: BREAKING NEWS: MAIN SOURCE OF INFORMATION,float64,2400,0,9,"{""1"": ""face-to-face"", ""2"": ""telephone"", ""3"": ""newspapers"", ""4"": ""radio"", ""5"": ""television"", ""6"": ""social media"", ""7"": ""other"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
168,Q521_1,GUARANTEED FREEDOMS: OPINION EXPRESSION,float64,2400,0,6,"{""1"": ""great extent"", ""2"": ""medium extent"", ""3"": ""limited extent"", ""4"": ""not at all"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
169,Q521_4,GUARANTEED FREEDOMS: PROTEST/DEMONSTRATE,float64,2400,0,6,"{""1"": ""great extent"", ""2"": ""medium extent"", ""3"": ""limited extent"", ""4"": ""not at all"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
170,Q521_5,GUARANTEED FREEDOMS: CIVIL ASSOCIATIONS,float64,2400,0,6,"{""1"": ""great extent"", ""2"": ""medium extent"", ""3"": ""limited extent"", ""4"": ""not at all"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
171,Q521A_3,DIS/AGREEMENT: MORE TRUST INFORMATION ON SOCIAL MEDIA THAN TRADITIONAL MEDIA,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
172,Q521A_4,DIS/AGREEMENT: WELL INFORMED ABOUT POLITICS,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
173,Q852,WELLBEING: BODY IMAGE,float64,1208,1192,7,"{""1"": ""very positive"", ""2"": ""positive"", ""3"": ""negative"", ""4"": ""very negative"", ""97"": ""not applicable"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
174,Q853A,WELLBEING: BODY IMAGE:IMPORTANCE LIVING UP TO BODY IMAGE (MALES),float64,605,1795,8,"{""1"": ""very important"", ""2"": ""important"", ""3"": ""unimportant"", ""4"": ""very unimportant"", ""96"": ""no serious answer"", ""97"": ""not applicable"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
175,Q853B,WELLBEING: BODY IMAGE:IMPORTANCE LIVING UP TO BODY IMAGE (FEMALES),float64,603,1797,7,"{""1"": ""very important"", ""2"": ""important"", ""3"": ""unimportant"", ""4"": ""very unimportant"", ""96"": ""no serious answer"", ""97"": ""not applicable"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,98.0
176,Q854,WELLBEING: DIS/AGREEMENT: FREE TO MAKE DECISION FOR MYSELF,float64,1208,1192,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
177,Q855A,WELLBEING: STRESS,float64,1208,1192,6,"{""1"": ""never"", ""2"": ""sometimes"", ""3"": ""often"", ""4"": ""most of the time"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
178,Q855B,WELLBEING: DEPRESSSION,float64,1208,1192,6,"{""1"": ""never"", ""2"": ""sometimes"", ""3"": ""often"", ""4"": ""most of the time"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
179,Q851_E1,VERBAL SEXUAL HARASSMENT: FREQUENCY,float64,2400,0,5,"{""1"": ""never"", ""2"": ""rarely"", ""3"": ""sometimes"", ""4"": ""often"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,98.0
180,Q851_E2,PHYSICAL SEXUAL HARASSMENT: FREQUENCY,float64,2400,0,6,"{""1"": ""never"", ""2"": ""rarely"", ""3"": ""sometimes"", ""4"": ""often"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
181,Q851A,DOMESTIC VIOLENCE: PREVALENCE,float64,2400,0,3,"{""1"": ""yes"", ""2"": ""no"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,98.0
182,Q851B,DOMESTIC VIOLENCE: PREVALENCE PAST 12 MONTHS,float64,134,2266,3,"{""1"": ""yes"", ""2"": ""no"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,98.0
183,Q851C,DOMESTIC VIOLENCE: GENDER VICTIM,float64,70,2330,3,"{""1"": ""male"", ""2"": ""female"", ""3"": ""both"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,3.0
184,Q851D_1,DOMESTIC VIOLENCE: SUPPORT: ACTORS: FEMALE RELATIVE,float64,70,2330,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
185,Q851D_2,DOMESTIC VIOLENCE: SUPPORT: ACTORS: MALE RELATIVE,float64,70,2330,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
186,Q851D_3,DOMESTIC VIOLENCE: SUPPORT: ACTORS: LOCAL POLICE,float64,70,2330,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
187,Q851D_4,DOMESTIC VIOLENCE: SUPPORT: ACTORS: HOSPITAL,float64,70,2330,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
188,Q851D_5,DOMESTIC VIOLENCE: SUPPORT: ACTORS: LOCAL ORGANIZATION,float64,70,2330,1,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,0.0
189,Q851D_6,DOMESTIC VIOLENCE: SUPPORT: ACTORS: NONE OF THESE,float64,70,2330,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
190,Q851D_7,DOMESTIC VIOLENCE: SUPPORT: ACTORS: OTHER,float64,70,2330,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
191,Q851D_98,DOMESTIC VIOLENCE: SUPPORT: ACTORS: DON'T KNOW,float64,70,2330,2,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,1.0
192,Q851D_99,DOMESTIC VIOLENCE: SUPPORT: ACTORS: REFUSED,float64,70,2330,1,"{""0"": ""not mentioned"", ""1"": ""mentioned""}",0.0,0.0
193,Q860A,,float64,775,1625,6,,0.0,98.0
194,Q860B,,float64,841,1559,8,,0.0,99.0
195,Q860C,,float64,0,2400,0,,,
196,Q860D,,float64,784,1616,8,,0.0,99.0
197,Q1012,RELIGION,float64,2400,0,4,"{""1"": ""Muslim"", ""2"": ""Christian"", ""3"": ""Jewish"", ""4"": ""Atheist"", ""5"": ""other"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
198,Q1012A,RELIGIOUS SECT,float64,2400,0,9,"{""1"": ""Maronite"", ""2"": ""Orthodox"", ""3"": ""Catholic"", ""4"": ""Armenian"", ""5"": ""Sunni"", ""6"": ""Shia"", ""7"": ""Hanbali"", ""8"": ""Shafi’i"", ""9"": ""Ja’fari"", ""10"": ""Druze"", ""11"": ""Ahmadiyya"", ""12"": ""Mozabite"", ""13"": ""Just a Muslim"", ""14"": ""Alawi"", ""15"": ""other"", ""98"": ""don't know"", ""99"": ""refused""}",5.0,99.0
199,Q609,LEVEL OF RELIGIOSITY,float64,2400,0,5,"{""1"": ""religious"", ""2"": ""somewhat religious"", ""3"": ""not religious"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
200,Q609A,RELIGION: FREQUENCY: PRAY,float64,2400,0,8,"{""1"": ""never"", ""2"": ""once a month"", ""3"": ""once a week"", ""4"": ""several times a week"", ""5"": ""once a day"", ""6"": ""five times a day"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
201,Q610_8,RELIGION: FREQUENCY: PRAY FAJR ON TIME,float64,1758,642,7,"{""1"": ""always"", ""2"": ""most of the time"", ""3"": ""sometimes"", ""4"": ""rarely"", ""5"": ""never"", ""96"": ""not applicable"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
202,Q610_5A,RELIGION: FREQUENCY: ATTEND FRIDAY PRAYER,float64,2381,19,7,"{""1"": ""always"", ""2"": ""most of the time"", ""3"": ""sometimes"", ""4"": ""rarely"", ""5"": ""never"", ""96"": ""not applicable"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
203,Q610_5B,RELIGION: FREQUENCY: ATTEND SUNDAY SERVICE,float64,0,2400,0,"{""1"": ""always"", ""2"": ""most of the time"", ""3"": ""sometimes"", ""4"": ""rarely"", ""5"": ""never"", ""96"": ""not applicable"", ""98"": ""don't know"", ""99"": ""refused""}",,
204,Q610_6A,RELIGION: FREQUENCY: READING QURAN,float64,2381,19,7,"{""1"": ""always"", ""2"": ""most of the time"", ""3"": ""sometimes"", ""4"": ""rarely"", ""5"": ""never"", ""96"": ""not applicable"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
205,Q610_6B,RELIGION: FREQUENCY: READING BIBLE,float64,0,2400,0,"{""1"": ""always"", ""2"": ""most of the time"", ""3"": ""sometimes"", ""4"": ""rarely"", ""5"": ""never"", ""96"": ""not applicable"", ""98"": ""don't know"", ""99"": ""refused""}",,
206,Q610_9,RELIGION: FREQUENCY: PRAY ISTIKHARA,float64,1758,642,7,"{""1"": ""always"", ""2"": ""most of the time"", ""3"": ""sometimes"", ""4"": ""rarely"", ""5"": ""never"", ""96"": ""not applicable"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
207,Q601_1,WOMEN'S RIGHTS: WOMAN CAN BE PRIME MINISTER/PRESIDENT,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
208,Q601_3,WOMEN'S RIGHTS: MEN BETTER AT POLITICAL LEADERSHIP,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
209,Q601_4,WOMEN'S RIGHTS: UNIVERSITY EDUCATION MORE IMPORTANT FOR MALES,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
210,Q601_7,WOMEN'S RIGHTS: PERMISSIBLE FOR A WOMAN TO TRAVEL ALONE,float64,0,2400,0,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",,
211,Q601_9,WOMEN'S RIGHTS: EQUAL SHARE OF INHERITANCE,float64,1192,1208,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
212,Q601_9A,WOMEN'S RIGHTS: EQUAL INHERITANCE,float64,1208,1192,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
213,Q601_14,WOMEN'S RIGHTS: EQUAL RIGHTS TO MAKE THE DECISION TO DIVORCE,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
214,Q601_18,WOMEN'S RIGHTS: HUSBANDS SHOULD HAVE FINAL SAY IN FAMILY DECISIONS,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
215,Q601_20,Women should have the right to pass on citizenship to their children,float64,0,2400,0,"{""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know"", ""1"": ""1. I strongly agree"", ""2"": ""2. I agree"", ""3"": ""3. I disagree"", ""4"": ""4. I strongly disagree""}",,
216,Q602_1,PREFERENCE: NEIGHBORS: DIFFERENT RELIGION,float64,2400,0,7,"{""1"": ""strongly dislike"", ""2"": ""dislike"", ""3"": ""neither nor"", ""4"": ""like"", ""5"": ""strongly like"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
217,Q602_2,PREFERENCE: NEIGHBORS: DIFFERENT RACE/COLOR,float64,2400,0,7,"{""1"": ""strongly dislike"", ""2"": ""dislike"", ""3"": ""neither nor"", ""4"": ""like"", ""5"": ""strongly like"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
218,Q602_3,PREFERENCE: NEIGHBORS: IMMIGRANTS,float64,2400,0,7,"{""1"": ""strongly dislike"", ""2"": ""dislike"", ""3"": ""neither nor"", ""4"": ""like"", ""5"": ""strongly like"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
219,Q602_4A,PREFERENCE: NEIGHBORS: DIFFERENT SECT OF ISLAM,float64,2381,19,7,"{""1"": ""strongly dislike"", ""2"": ""dislike"", ""3"": ""neither nor"", ""4"": ""like"", ""5"": ""strongly like"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
220,Q602_4B,PREFERENCE: NEIGHBORS: DIFFERENT CHRISTIAN DENOMINATION,float64,0,2400,0,"{""1"": ""strongly dislike"", ""2"": ""dislike"", ""3"": ""neither nor"", ""4"": ""like"", ""5"": ""strongly like"", ""98"": ""don't know"", ""99"": ""refused""}",,
221,Q604A_1,MARRIAGE FEMALE RELATIVE: ONE WHO DOES NOT PRAY,float64,1192,1208,6,"{""1"": ""large degree"", ""2"": ""moderate degree"", ""3"": ""small degree"", ""4"": ""no degree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
222,Q604A_3,MARRIAGE FEMALE RELATIVE: ONE OF A LOWER SOCIAL STATUS,float64,1192,1208,6,"{""1"": ""large degree"", ""2"": ""moderate degree"", ""3"": ""small degree"", ""4"": ""no degree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
223,Q604B_1,MARRIAGE MALE RELATIVE: ONE WHO DOES NOT PRAY,float64,1208,1192,6,"{""1"": ""large degree"", ""2"": ""moderate degree"", ""3"": ""small degree"", ""4"": ""no degree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
224,Q604B_3,MARRIAGE MALE RELATIVE: ONE OF A LOWER SOCIAL STATUS,float64,1208,1192,6,"{""1"": ""large degree"", ""2"": ""moderate degree"", ""3"": ""small degree"", ""4"": ""no degree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
225,Q604_1,One who does not pray,float64,0,2400,0,"{""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know"", ""1"": ""1. Constitute an obstacle to a large degree"", ""2"": ""2. Constitute an obstacle to a moderate degree"", ""3"": ""3. Constitute an obstacle to a small degree"", ""4"": ""4. Constitute no obstacle at all""}",,
226,Q604_3,One who comes from a family with a lower social status,float64,0,2400,0,"{""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know"", ""1"": ""1. Constitute an obstacle to a large degree"", ""2"": ""2. Constitute an obstacle to a moderate degree"", ""3"": ""3. Constitute an obstacle to a small degree"", ""4"": ""4. Constitute no obstacle at all""}",,
227,Q604_6,Big age difference,float64,0,2400,0,"{""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know"", ""1"": ""1. Constitute an obstacle to a large degree"", ""2"": ""2. Constitute an obstacle to a moderate degree"", ""3"": ""3. Constitute an obstacle to a small degree"", ""4"": ""4. Constitute no obstacle at all""}",,
228,Q604_7,He is poor,float64,0,2400,0,"{""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know"", ""1"": ""1. Constitute an obstacle to a large degree"", ""2"": ""2. Constitute an obstacle to a moderate degree"", ""3"": ""3. Constitute an obstacle to a small degree"", ""4"": ""4. Constitute no obstacle at all""}",,
229,Q606_1,POLITICAL ISLAM: DIS/AGREEMENT: RELIGIOUS LEADERS SHOULD NOT INTERFERE IN ELECTO,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
230,Q606_2,POLITICAL ISLAM: DIS/AGREEMENT: COUNTRY BETTER OFF WITH RELIGIOUS LEADERS IN OFF,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
231,Q606_3,POLITICAL ISLAM: DIS/AGREEMENT: RELGIOUS LEADERS SHOULD INFLUENCE GOVERNMENT DEC,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
232,Q606_4,POLITICAL ISLAM: DIS/AGREEMENT: RELIGIOUS PRACTICE IS PRIVATE MATTER,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
233,Q606_8,POLITICAL ISLAM: DIS/AGREEMENT: RELIGIOUS LEADERS AS CORRUPT AS NONRELIGIOUS LEA,float64,2400,0,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
234,Q607_2,INTERPRETATION ISLAM: DIS/AGREEMENT: NONMUSLIMS' RIGHTS SHOULD BE INFERIOR,float64,2381,19,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
235,Q607_6,INTERPRETATION ISLAM: DIS/AGREEMENT: ISLAM DOES NOT REQUIRE HIJAB,float64,2381,19,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
236,Q607_7,INTERPRETATION ISLAM: DIS/AGREEMENT: BANKS SHOULD BE ALLOWED TO CHARGE INTEREST,float64,2381,19,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
237,Q605,PREFERENCE: SHARIA VS WILL OF PEOPLE,float64,2381,19,7,"{""1"": ""statement 1"", ""2"": ""statement 2"", ""3"": ""statement 3"", ""4"": ""statement 4"", ""5"": ""statement 5"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
238,Q605A_1,SHARIA: GOVERNMENT PROVIDING BASIC SERVICES,float64,1201,1199,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
239,Q605A_2,SHARIA: GOVERNMENT WITHOUT CORRUPTION,float64,1201,1199,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
240,Q605A_3,SHARIA: GOVERNMENT USING PHYSICAL PUNISHMENT,float64,1201,1199,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
241,Q605A_4,SHARIA: GOVERNMENT RESTRICTING WOMEN'S ROLE,float64,1201,1199,6,"{""1"": ""strongly agree"", ""2"": ""agree"", ""3"": ""disagree"", ""4"": ""strongly disagree"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
242,Q605B,SHARIA: ESSENTIAL CHARACTERISTIC,float64,1201,1199,6,"{""1"": ""statement 1"", ""2"": ""statement 2"", ""3"": ""statement 3"", ""4"": ""statement 4"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
243,Q700A_1,ECONOMIC RELATIONS: PREFERENCE: USA,float64,2400,0,5,"{""1"": ""become stronger"", ""2"": ""remain the same"", ""3"": ""become weaker"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
244,Q700A_2,ECONOMIC RELATIONS: PREFERENCE: SAUDI,float64,2400,0,5,"{""1"": ""become stronger"", ""2"": ""remain the same"", ""3"": ""become weaker"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
245,Q700A_8,ECONOMIC RELATIONS: PREFERENCE: RUSSIA,float64,2400,0,5,"{""1"": ""become stronger"", ""2"": ""remain the same"", ""3"": ""become weaker"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
246,Q700A_9,ECONOMIC RELATIONS: PREFERENCE: QATAR,float64,2400,0,5,"{""1"": ""become stronger"", ""2"": ""remain the same"", ""3"": ""become weaker"", ""98"": ""don't know"", ""99"": ""refused""}",1.0,99.0
247,Q700A_4,ECONOMIC RELATIONS: PREFERENCE: TURKEY,float64,2400,0,5,"{""1"": ""become stronger"", ""2"": ""remain the same"", ""3"": ""become weaker"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
248,Q700A_3,ECONOMIC RELATIONS: PREFERENCE: IRAN,float64,2400,0,5,"{""1"": ""become stronger"", ""2"": ""remain the same"", ""3"": ""become weaker"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
249,Q700A_13,ECONOMIC RELATIONS: PREFERENCE: CHINA,float64,2400,0,5,"{""1"": ""become stronger"", ""2"": ""remain the same"", ""3"": ""become weaker"", ""98"": ""don't know"", ""99"": ""refused"", ""-9"": ""-9. Refusal"", ""-8"": ""-8. Don't Know""}",1.0,99.0
