id,psu,country,splita,splitb,wave,q1,a1,q13,wt,stratum,sample,mode,Q1001,Q1001GCC,Q1002,Q100,Q2061A,Q2061B,Q101,Q101A,Q102,Q108_1,Q108_2,Q108_3,Q108_4,Q109AGCC_1,Q109AGCC_2,Q104,Q104A,Q104A_1,Q104A_2,Q104A_3,Q104A_4,Q104A_5,Q104A_6,Q104A_7,Q104A_8,Q104A_98,Q104A_99,Q104B_KSA,Q104B_UAE,Q104B_QA,Q104B_BA,Q104B_KU,Q104B_OM,Q104B_EG,Q104B_JO,Q104B_LEB,Q104B_MO,Q104B_AL,Q104B_TUN,Q104B_TUR,Q104B_US,Q104B_CAN,Q104B_UK,Q104B_EEU,Q104B_FR,Q104B_GER,Q104B_ESP,Q104B_IT,Q104B_WEUOTHER,Q104B_SSA,Q104B_OTHER,Q104B_DK,Q104B_REF,Q104B_WEU,Q104C,Q105,Q103,Q201A_1,Q201A_2,Q201A_3,Q201A_5,Q201A_41,Q201A_42,Q201A_7,Q201B_6,Q201B_13,Q201B_20,Q201B_31,Q201B_12,Q201C_37,Q201C_38,Q201C_39,Q201C_32,Q201C_32GCC,Q201C_40,Q513,Q204A_1,Q204A_2,Q204_2,Q204_3,Q204_11,Q204_20,Q204_22,Q204B_13,Q204B_15,Q204C_13,Q204C_15,Q205_1,Q205_4,Q205_4LEB,Q205_6,Q205_7,Q214,Q211D,Q209B,Q210,Q211,Q211A,Q211B,Q211C,Q213B,Q213A_1,Q213A_2,Q213A_3,Q209,Q216,Q218_2,Q218_5,Q218_6,Q501,Q501A,Q266,Q502_1,Q502_2,Q502_4,Q265,Q263,Q404,Q301A,Q301B,Q301BGCC,Q303A,Q302,Q503A,Q505A,Q301C,Q601A,Q516A,Q515A2,Q511,Q512,Q514,Q514A,Q523GCC,Q516_1,Q516_2,Q516_3,Q516_4,Q423_1,Q423_2,Q423_3,Q409,Q424,Q412A3,Q412A4,Q412A6,Q412A7,Q412A8,Q412A9,Q412A10,Q412A14,Q412A98,Q412A99,Q421,Q521_1,Q521_4,Q521_5,Q521A_3,Q521A_4,Q852,Q853A,Q853B,Q854,Q855A,Q855B,Q851_E1,Q851_E2,Q851A,Q851B,Q851C,Q851D_1,Q851D_2,Q851D_3,Q851D_4,Q851D_5,Q851D_6,Q851D_7,Q851D_98,Q851D_99,Q860A,Q860B,Q860C,Q860D,Q1012,Q1012A,Q609,Q609A,Q610_8,Q610_5A,Q610_5B,Q610_6A,Q610_6B,Q610_9,Q601_1,Q601_3,Q601_4,Q601_7,Q601_9,Q601_9A,Q601_14,Q601_18,Q601_20,Q602_1,Q602_2,Q602_3,Q602_4A,Q602_4B,Q604A_1,Q604A_3,Q604B_1,Q604B_3,Q604_1,Q604_3,Q604_6,Q604_7,Q606_1,Q606_2,Q606_3,Q606_4,Q606_8,Q607_2,Q607_6,Q607_7,Q605,Q605A_1,Q605A_2,Q605A_3,Q605A_4,Q605B,Q700A_1,Q700A_2,Q700A_8,Q700A_9,Q700A_4,Q700A_3,Q700A_13,Q700A_12,Q701C_1,Q701C_2,Q701C_3,Q701C_4,Q701C_5,Q701C_6,Q701F_1,Q701F_2,Q701F_3,Q701G_1,Q701G_2,Q701G_3,Q701G_4,Q701G_5,Q701H,Q703,Q705,Q706A,Q706B,Q707,Q707_1,Q707_2,Q707_3,Q707_4,Q707_5,Q707_6,Q707_7,Q707_8,Q725_1,Q725_2,Q725_3,Q725_4,Q709B,Q7141A,Q7141B,Q833,Q841,Q1003GCCA,Q1003,Q1020JO,Q1001A,Q1001B,Q1001C,Q1001D,Q1005,Q1006,Q1006A,Q1006A_GCC,Q1006C,Q1006C_GCC,Q1006C_GCC1,Q1006D,Q1006E,Q1006F_1,Q1006F,Q1006G,Q1010,Q1010C,Q1010B1,Q1010B2,Q1018,Q1018A,Q1018B,Q1018C,Q1018D,Q1018E,Q1018F,Q1014A,Q1015A_LEB,Q1015B_LEB,Q1015C_LEB,Q1015A_JO,Q1015B_JO,Q1015C_JO,Q1015A_PAL,Q1015B_PAL,Q1015C_PAL,Q1015A_MO,Q1015B_MO,Q1015C_MO,Q1015A_TUN,Q1015B_TUN,Q1015C_TUN,Q1015A_EG,Q1015B_EG,Q1015C_EG,Q1015A_SUD,Q1015B_SUD,Q1015C_SUD,Q1015_YEM,Q1015A_YEM,Q1015A_IR,Q1015B_IR,Q1015C_IR,Q1015A_AL,Q1015B_AL,Q1015C_AL,Q1015A_LI,Q1015B_LI,Q1015C_LI,Q1015A_KU,Q1015B_KU,Q1015C_KU,Q1015A_QA,Q1015B_QA,Q1015C_QA,Q1016,Q1017,E2001B
511.0,64.0,Tunisia,1.0,2.0,5.0,Ben Arous,North,rural,0.6972300104717737,5.0,main sample,CAPI,30.0,,male,between,economic situation,political/party issues,bad,much worse,don't know,very serious,very serious,very serious,very serious,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ensured,not trusted,no trust,no trust,no trust,no trust,no trust,no trust,no trust,great trust,don't know,no trust,no trust,no trust,,,,,,,dissatisfied,very dissatisfied,satisfied,very bad,very bad,good,very bad,,good,bad,,,easy,easy,,difficult,difficult,yes,yes,agree,large extent,small extent,most,highly unnecessary,,often,yes,yes,yes,agree,agree,agree,agree,strongly disagree,no,no,no,never,more than once,never,statement 2,statement 2,interested,yes,,,statement 3,no,other,strongly agree (S2),no,strongly disagree,statement 2,statement 3,dictatorship,suitable,strongly agree,,,strongly agree,agree,agree,agree,2 hrs,2 hrs,0 hrs,throughout day,2 hrs,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,television,not at all,medium extent,limited extent,agree,agree,,,,,,,never,never,no,,,,,,,,,,,,,0.0,,,Muslim,don't know,not religious,never,,never,,rarely,,,disagree,agree,disagree,,agree,,strongly agree,strongly agree,,neither nor,neither nor,neither nor,neither nor,,no degree,no degree,,,,,,,strongly agree,strongly disagree,strongly disagree,strongly disagree,don't know,disagree,agree,strongly disagree,statement 3,,,,,,become weaker,become weaker,become stronger,become stronger,become stronger,become stronger,become stronger,become stronger, decrease,increase,increase,increase,,,no extent,no extent,large extent,no,no,no,no,no,,open up,,agree,statement 1,strongly disagree,,,,,,,,,very bad,very bad,good,,strongly disagree,US,,great extent,political divide,,elementary education,,Ben Arous,31.0,both,stay,employed,part-time,other,,executive,,,no,,,yes,temporary,married,no,yes,2.0,0.0,,,,,,,1,,,,,,,,,,,,,below median,351-400,,,,,,,,,,,,,,,,,,,,,,,,,significant difficulties,,
483.0,61.0,Tunisia,2.0,2.0,5.0,Ben Arous,North,urban,0.7566408341519195,4.0,main sample,CAPI,55.0,,male,right,economic situation,political/party issues,bad,much better,better,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not ensured,not trusted,no trust,little trust,little trust,little trust,little trust,no trust,no trust,,,,,,great trust,some trust,some trust,no trust,,no trust,dissatisfied,very dissatisfied,satisfied,very bad,very bad,good,bad,,,,bad,very bad,difficult,very easy,,difficult,difficult,no,no,agree,large extent,no extent,most,,unnecessary,often,yes,yes,yes,agree,agree,disagree,agree,agree,no,no,no,never,never,never,statement 1,statement 1,interested,,statement 4,,statement 2,no,don't know,strongly agree (S2),no,agree,statement 3,statement 4,5.0,5.,,little by little,,strongly disagree,strongly agree,strongly disagree,strongly agree,5 hrs,5 hrs,0 hrs,once daily,0 hrs,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,television,medium extent,medium extent,medium extent,strongly disagree,agree,very negative,unimportant,,strongly agree,most of the time,most of the time,never,never,no,,,,,,,,,,,,,0.0,,,Muslim,Just a Muslim,religious,never,,rarely,,rarely,,,agree,strongly disagree,disagree,,,strongly agree,agree,disagree,,neither nor,neither nor,dislike,neither nor,,,,no degree,no degree,,,,,strongly agree,disagree,disagree,strongly agree,strongly agree,strongly disagree,agree,agree,statement 5,disagree,disagree,strongly disagree,strongly disagree,statement 2,become weaker,become weaker,become weaker,become weaker,become weaker,become weaker,become stronger,become stronger,remain the same,,remain the same,,increase,increase,large extent,medium extent,no extent,yes,yes,yes,yes,yes,internal stability,,external factors,strongly agree,statement 2,agree,,,,,,,,,very bad,good,very bad,,strongly disagree,,No country,medium extent,political divide,,elementary education,,Ben Arous,17.0,poor,move,self-employed,part-time,private,,professional,,,,,no,,,married,no,yes,2.0,1.0,ambulatory,,with some difficulty,,with some difficulty,,1,,,,,,,,,,,,,below median,301-350,,,,,,,,,,,,,,,,,,,,,,,,,doesn't cover cost,none,
502.0,63.0,Tunisia,1.0,2.0,5.0,Ben Arous,North,rural,2.07575161013475,5.0,main sample,CAPI,32.0,,female,between,fighting terrorism,economic situation,very bad,much better,much worse,serious,not serious,very serious,very serious,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not ensured,not trusted,little trust,some trust,no trust,some trust,some trust,some trust,some trust,some trust,great trust,no trust,some trust,some trust,,,,,,,7.,very dissatisfied,very dissatisfied,very bad,very bad,good,very bad,,very bad,bad,,,difficult,very difficult,,very difficult,difficult,no,no,agree,no extent,,,highly necessary,,often,yes,yes,yes,disagree,disagree,disagree,strongly disagree,strongly disagree,no,no,yes,never,never,never,statement 2,statement 1,very uninterested,yes,,,statement 1,no,Ennahda,strongly agree (S1),no,strongly agree,statement 3,statement 3,democracy,7.,strongly disagree,,,agree,disagree,disagree,disagree,2 hrs,0 hrs,0 hrs,throughout day,2 hrs,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,social media,great extent,medium extent,not at all,agree,agree,,,,,,,never,never,no,,,,,,,,,,,,,0.0,,,Muslim,don't know,somewhat religious,five times a day,never,never,,sometimes,,never,strongly agree,strongly agree,disagree,,strongly agree,,disagree,disagree,,strongly like,strongly dislike,neither nor,neither nor,,no degree,no degree,,,,,,,strongly disagree,agree,strongly agree,agree,agree,agree,agree,agree,statement 2,,,,,,become weaker,become weaker,become weaker,become weaker,become stronger,become stronger,become weaker,become weaker, decrease,increase,increase,increase,,,medium extent,medium extent,small extent,yes,yes,yes,yes,yes,gaining influence,limit,,agree,statement 2,disagree,,,,,,,,,very bad,very bad,very bad,,strongly disagree,US,,great extent,religious divide,,Bachelor,,Ben Arous,4.0,both,move,employed,full-time,private,,executive,,,yes,permanent,,,,married,,yes,1.0,0.0,,,,,,,2,,,,,,,,,,,,,above median,,450-500,,,,,,,,,,,,,,,,,,,,,,,,doesn't cover cost,,
383.0,48.0,Tunisia,1.0,3.0,5.0,Ben Arous,North,urban,1.3944600209435474,4.0,main sample,CAPI,27.0,,male,between,economic situation,internal stability and security,very bad,the same,the same,not serious,not serious,serious,serious,,,yes,security reasons,,,,,,,,,,,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,0.  not selected,yes,not at all ensured,not trusted,no trust,no trust,no trust,no trust,little trust,no trust,don't know,no trust,no trust,don't know,don't know,no trust,,,,,,,dissatisfied,satisfied,satisfied,very bad,very bad,very bad,very bad,,very bad,very bad,,,difficult,very difficult,,difficult,difficult,no,yes,agree,large extent,no extent,everyone,necessary,,often,no,no,yes,strongly disagree,disagree,strongly disagree,strongly agree,strongly disagree,no,no,no,never,never,never,neither statement,statement 4,very uninterested,no,,,statement 3,no,don't know,strongly agree (S2),no,agree,statement 3,statement 3,2.0,8.,disagree,,,agree,disagree,agree,agree,2 hrs,0 hrs,0 hrs,once daily,2 hrs,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,social media,not at all,medium extent,medium extent,agree,agree,,,,,,,never,never,no,,,,,,,,,,,,,,,0.0,Muslim,don't know,not religious,never,,never,,sometimes,,,strongly agree,strongly disagree,strongly disagree,,strongly disagree,,strongly disagree,strongly agree,,neither nor,strongly like,strongly like,dislike,,no degree,no degree,,,,,,,strongly agree,strongly disagree,disagree,strongly agree,agree,strongly agree,disagree,disagree,statement 5,,,,,,become stronger,become weaker,become stronger,become weaker,become weaker,become weaker,become weaker,become weaker,increase,increase,increase, decrease,,,small extent,no extent,large extent,no,no,no,yes,no,improving citizens' lives,open up,,agree,statement 1,strongly agree,,,,,,,,,very good,very good,very good,,strongly disagree,Saudi Arabia,,not extent,political divide,,secondary education,,Ben Arous,27.0,both,move,employed,full-time,public,,manual labor,,,yes,temporary,,,,single,,,,0.0,,,,,,,3,,,,,,,,,,,,,above median,,551-650,,,,,,,,,,,,,,,,,,,,,,,,covers costs,,
411.0,52.0,Tunisia,2.0,3.0,5.0,Ben Arous,North,urban,0.7045745208402241,4.0,main sample,CAPI,42.0,,male,right,public services,economic situation,good,much worse,worse,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ensured,not trusted,some trust,great trust,no trust,little trust,don't know,some trust,no trust,,,,,,little trust,little trust,don't know,little trust,,some trust,8.,very dissatisfied,very dissatisfied,don't know,very bad,very good,good,,,,good,very bad,easy,easy,,easy,easy,yes,yes,agree,small extent,large extent,don't know,,unnecessary,don't know,yes,yes,don't know,disagree,agree,agree,agree,agree,no,no,no,never,never,never,statement 2,statement 2,uninterested,,statement 4,,statement 2,no,no party,agree (S2),no,agree,don't know,statement 1,8.0,don't know,,little by little,,disagree,disagree,disagree,agree,5 hrs,5 hrs,0 hrs,once daily,2 hrs,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,television,great extent,don't know,not at all,disagree,agree,positive,unimportant,,strongly agree,sometimes,never,never,never,no,,,,,,,,,,,,,,,2.0,Muslim,Sunni,not religious,never,,never,,sometimes,,,agree,agree,disagree,,,disagree,agree,disagree,,neither nor,neither nor,neither nor,neither nor,,,,no degree,small degree,,,,,agree,disagree,disagree,agree,agree,disagree,agree,agree,statement 3,disagree,strongly disagree,disagree,disagree,statement 2,become stronger,become stronger,become stronger,become stronger,become stronger,become stronger,become stronger,become stronger,remain the same,,remain the same,,remain the same,remain the same,large extent,large extent,large extent,yes,yes,yes,yes,no,internal stability,,external factors,disagree,statement 2,don't know,,,,,,,,,don't know,don't know,don't know,,don't know,,No country,not extent,political divide,,secondary education,,Ben Arous,37.0,both,move,self-employed,full-time,private,,professional,,,,,yes,no,,married,yes,yes,2.0,0.0,,,,,,,1,,,,,,,,,,,,,below median,301-350,,,,,,,,,,,,,,,,,,,,,,,,,significant difficulties,none,
373.0,47.0,Tunisia,2.0,3.0,5.0,Ben Arous,North,urban,0.6972300104717737,4.0,main sample,CAPI,32.0,,male,between,internal stability and security,financial and administrative corruption,bad,much better,worse,,,,,,,yes,ecocnomic reasons,,,,,,,,,,,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,0.  not selected,no,ensured,not trusted,some trust,some trust,no trust,some trust,some trust,some trust,little trust,,,,,,some trust,great trust,some trust,great trust,,no trust,3.,satisfied,satisfied,bad,bad,good,very bad,,,,bad,very bad,very easy,easy,,difficult,easy,yes,no,agree,large extent,no extent,don't know,,necessary,often,yes,yes,yes,agree,disagree,strongly disagree,strongly agree,strongly disagree,no,no,yes,never,never,never,statement 2,statement 2,very uninterested,,statement 4,,statement 2,no,refused,agree (S2),no,agree,statement 3,statement 3,6.0,4.,,little by little,,agree,strongly agree,agree,agree,2 hrs,5 hrs,0 hrs,throughout day,5 hrs,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,social media,medium extent,medium extent,great extent,strongly disagree,agree,very positive,very important,,strongly agree,sometimes,often,never,never,no,,,,,,,,,,,,,,,0.0,Muslim,other,not religious,never,,never,,most of the time,,,agree,strongly agree,strongly disagree,,,disagree,agree,disagree,,neither nor,like,like,like,,,,no degree,no degree,,,,,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,agree,statement 3,agree,agree,strongly disagree,strongly disagree,statement 2,become weaker,become weaker,become weaker,become weaker,become stronger,become weaker,become stronger,become weaker, decrease,, decrease,, decrease, decrease,medium extent,no extent,large extent,no,no,no,no,yes,gaining influence,,external factors,disagree,statement 2,disagree,,,,,,,,,very bad,neither nor,very good,,strongly disagree,,refused,great extent,political divide,,Masters+,,Ben Arous,32.0,both,stay,employed,full-time,private,,executive,,,yes,permanent,,,,married,no,no,,0.0,,,,,,,2,,,,,,,,,,,,,above median,,751-850,,,,,,,,,,,,,,,,,,,,,,,,able to save,none,
448.0,56.0,Tunisia,2.0,2.0,5.0,Ben Arous,North,urban,0.7508753009871959,4.0,main sample,CAPI,72.0,,female,between,financial and administrative corruption,fighting terrorism,bad,much better,the same,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ensured,not trusted,no trust,no trust,no trust,don't know,don't know,great trust,no trust,,,,,,some trust,some trust,some trust,don't know,,don't know,6.,very dissatisfied,don't know,bad,bad,bad,bad,,,,bad,bad,easy,never tried,,never tried,easy,no,no,agree,large extent,medium extent,don't know,,highly unnecessary,often,yes,yes,yes,disagree,agree,disagree,agree,disagree,no,no,yes,never,never,never,statement 2,statement 2,very interested,,statement 4,,statement 1,no,other,refused,no,agree,statement 3,statement 4,5.0,5.,,little by little,,disagree,disagree,disagree,agree,10 hrs+,0 hrs,2 hrs,once daily,0 hrs,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,television,medium extent,not at all,medium extent,agree,don't know,very positive,,important,agree,never,never,never,never,no,,,,,,,,,,,,,0.0,,,Muslim,Just a Muslim,religious,five times a day,sometimes,never,,always,,never,agree,agree,agree,,,agree,disagree,strongly agree,,neither nor,neither nor,neither nor,neither nor,,,,no degree,no degree,,,,,agree,disagree,disagree,agree,agree,agree,agree,disagree,statement 5,disagree,disagree,agree,disagree,statement 4,remain the same,become stronger,become stronger,become stronger,become stronger,become stronger,become stronger,become stronger,increase,,increase,,increase,increase,don't know,no extent,medium extent,no,yes,yes,yes,yes,improving citizens' lives,,internal factors,agree,statement 2,agree,,,,,,,,,bad,good,bad,,disagree,,Israel,medium extent,religious divide,,elementary education,,Ben Arous,30.0,rich,stay,housewife,,,,,,,,,no,,,married,,yes,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,below median,301-350,,,,,,,,,,,,,,,,,,,,,,,,,doesn't cover cost,none,
458.0,58.0,Tunisia,2.0,3.0,5.0,Ben Arous,North,urban,1.5017506019743918,4.0,main sample,CAPI,69.0,,female,between,financial and administrative corruption,public services,very bad,much worse,the same,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ensured,trusted,no trust,little trust,no trust,no trust,no trust,no trust,little trust,,,,,,no trust,don't know,little trust,no trust,,no trust,3.,satisfied,don't know,bad,bad,good,bad,,,,bad,bad,easy,very difficult,,don't know,easy,no,yes,refused,large extent,medium extent,most,,necessary,sometimes,yes,yes,yes,disagree,don't know,strongly agree,disagree,disagree,no,no,yes,once,never,never,statement 2,statement 2,very interested,,statement 4,,statement 3,no,other,agree (S2),yes,agree,statement 3,statement 1,5.0,6.,,little by little,,disagree,disagree,strongly disagree,agree,5 hrs,0 hrs,0 hrs,never,,,,,,,,,,,,telephone,not at all,medium extent,not at all,disagree,agree,very positive,,unimportant,agree,sometimes,sometimes,never,never,no,,,,,,,,,,,,,,,0.0,Muslim,other,religious,once a day,always,sometimes,,always,,never,strongly agree,strongly agree,agree,,,disagree,disagree,disagree,,neither nor,neither nor,neither nor,neither nor,,,,no degree,no degree,,,,,disagree,strongly disagree,disagree,strongly agree,disagree,disagree,strongly agree,disagree,statement 4,strongly agree,agree,disagree,disagree,statement 2,become weaker,become weaker,become stronger,become weaker,become weaker,become weaker,become stronger,become weaker,increase,,increase,,remain the same, decrease,no extent,no extent,no extent,yes,yes,yes,yes,yes,economic development,,external factors,agree,statement 1,agree,,,,,,,,,bad,good,bad,,disagree,,Turkey,medium extent,political divide,,Bachelor,,Ben Arous,25.0,rich,stay,retired,,,,,,,,,yes,yes,permanent,married,,yes,1.0,0.0,,,,,,,1,,,,,,,,,,,,,above median,,751-850,,,,,,,,,,,,,,,,,,,,,,,,able to save,a few times a year,
480.0,60.0,Tunisia,2.0,2.0,5.0,Ben Arous,North,urban,0.6919171822878157,4.0,main sample,CAPI,32.0,,female,between,security,economic situation,very bad,much worse,much worse,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ensured,not trusted,no trust,little trust,no trust,no trust,little trust,great trust,no trust,,,,,,little trust,little trust,some trust,no trust,,no trust,4.,dissatisfied,satisfied,bad,very bad,good,very bad,,,,bad,very bad,easy,easy,,very difficult,difficult,no,yes,agree,large extent,medium extent,everyone,,highly necessary,sometimes,yes,yes,yes,strongly disagree,disagree,strongly disagree,agree,disagree,no,no,yes,never,never,never,statement 2,statement 3,uninterested,,statement 1,,statement 2,no,other,agree (S1),no,strongly agree,statement 3,statement 3,5.0,6.,,little by little,,disagree,strongly agree,strongly disagree,strongly agree,5 hrs,2 hrs,2 hrs,throughout day,5 hrs,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,television,medium extent,not at all,limited extent,disagree,agree,positive,,unimportant,strongly agree,sometimes,often,never,never,no,,,,,,,,,,,,,1.0,,,Muslim,Sunni,somewhat religious,once a day,sometimes,never,,always,,rarely,strongly disagree,strongly agree,strongly agree,,,disagree,agree,disagree,,like,neither nor,neither nor,neither nor,,,,no degree,no degree,,,,,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,statement 2,strongly agree,disagree,strongly disagree,strongly disagree,statement 2,become weaker,become weaker,become weaker,become stronger,become stronger,become weaker,become stronger,become weaker, decrease,,remain the same,,remain the same, decrease,large extent,no extent,large extent,yes,no,yes,yes,yes,gaining influence,,internal factors,strongly agree,statement 2,disagree,,,,,,,,,very bad,good,very good,,strongly agree,,US,medium extent,political divide,,Bachelor,,Ben Arous,30.0,both,move,employed,full-time,public,,skilled worker,,,yes,permanent,,,,married,,no,,0.0,,,,,,,2,,,,,,,,,,,,,above median,,450-500,,,,,,,,,,,,,,,,,,,,,,,,covers costs,a few times a year,
485.0,61.0,Tunisia,1.0,3.0,5.0,Ben Arous,North,urban,0.7566408341519195,4.0,main sample,CAPI,56.0,,male,between,financial and administrative corruption,foreign interference,bad,better,better,very serious,serious,serious,very serious,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fully ensured,not trusted,some trust,great trust,no trust,some trust,some trust,some trust,great trust,great trust,no trust,no trust,some trust,no trust,,,,,,,6.,very dissatisfied,very dissatisfied,good,bad,good,bad,,good,bad,,,very difficult,difficult,,difficult,difficult,yes,yes,agree,large extent,medium extent,a few,necessary,,sometimes,yes,yes,yes,agree,agree,agree,disagree,disagree,no,no,no,once,more than once,never,statement 2,statement 3,uninterested,yes,,,statement 1,no,no party,agree (S2),yes,strongly agree,statement 3,statement 1,8.0,8.,agree,,,disagree,disagree,disagree,agree,2 hrs,10 hrs,0 hrs,throughout day,0 hrs,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,social media,great extent,limited extent,medium extent,agree,agree,,,,,,,never,never,no,,,,,,,,,,,,,,,3.0,Muslim,other,religious,five times a day,always,always,,always,,never,agree,agree,disagree,,disagree,,agree,agree,,dislike,dislike,dislike,dislike,,moderate degree,moderate degree,,,,,,,disagree,disagree,disagree,agree,agree,agree,agree,disagree,statement 3,,,,,,become weaker,become weaker,become stronger,become weaker,become weaker,become stronger,become stronger,become weaker,increase,increase,increase,increase,,,large extent,no extent,medium extent,yes,yes,yes,yes,no,improving citizens' lives,the same,,disagree,statement 1,agree,,,,,,,,,bad,good,bad,,disagree,US,,great extent,religious divide,,basic education,,Siliana,10.0,poor,move,employed,full-time,public,,clerical,,,yes,permanent,,,,married,yes,yes,1.0,0.0,,,,,,,1,,,,,,,,,,,,,below median,351-400,,,,,,,,,,,,,,,,,,,,,,,,,covers costs,,
490.0,62.0,Tunisia,2.0,2.0,5.0,Ben Arous,North,urban,0.6919171822878157,4.0,main sample,CAPI,27.0,,female,between,financial and administrative corruption,public services,very bad,much better,better,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not ensured,not trusted,no trust,some trust,no trust,little trust,some trust,some trust,no trust,,,,,,don't know,don't know,don't know,don't know,,don't know,5.,dissatisfied,very dissatisfied,good,bad,good,very bad,,,,don't know,don't know,don't know,easy,,don't know,difficult,no,don't know,agree,large extent,medium extent,a few,,necessary,often,yes,don't know,don't know,disagree,disagree,strongly disagree,agree,don't know,no,no,no,never,never,never,neither statement,statement 1,very uninterested,,statement 4,,statement 3,no,no party,refused,no,agree,don't know,statement 3,3.0,2.,,don't know,,don't know,agree,don't know,don't know,0 hrs,2 hrs,0 hrs,throughout day,2 hrs,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,social media,medium extent,medium extent,limited extent,agree,strongly disagree,very positive,,important,strongly agree,most of the time,most of the time,often,rarely,no,,,,,,,,,,,,,1.0,,,Muslim,don't know,somewhat religious,once a week,most of the time,sometimes,,always,,always,agree,don't know,disagree,,,disagree,agree,agree,,neither nor,neither nor,neither nor,neither nor,,,,don't know,no degree,,,,,agree,agree,agree,agree,don't know,disagree,agree,disagree,don't know,don't know,disagree,disagree,disagree,statement 1,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,increase,,increase,,increase,increase,no extent,no extent,medium extent,don't know,no,don't know,yes,no,don't know,,internal factors,don't know,don't know,don't know,,,,,,,,,don't know,don't know,don't know,,don't know,,don't know,don't know,political divide,,basic education,,Tunis,11.0,rich,move,housewife,,,,,,,,,yes,no,,married,,yes,3.0,0.0,,,,,,,1,,,,,,,,,,,,,below median,201-300,,,,,,,,,,,,,,,,,,,,,,,,,significant difficulties,none,
