RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_1OTHER,NOCALL_2,NOCALL_2OTHER,NOCALL_3,NOCALL_3OTHER,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,NOCALL_7OTHER,NOCALL_8,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2A,Q2AOTHER,Q2B,Q2BOTHER,Q3,Q4A,Q4B,Q5,Q6,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q9,Q10A,Q10B,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q13,Q14,Q15,Q16,Q17,Q18A,Q18B,Q18C,Q18D,Q19A,Q19B,Q19C,Q19D,Q19E,Q20A,Q20B,Q21A,Q21B,Q22,Q23,Q24A,Q24B,Q25A,Q25B,Q25C,Q25D,Q25E,Q25F,Q26A,Q26B,Q26C,Q26D,Q26E,Q27A,Q27B,Q27C,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38A,Q38B,Q38C,Q38D,Q38E,Q38F,Q38G,Q39A,Q39B,Q39C,Q40,Q41,Q42A,Q42B,Q42C,Q42D,Q42E,Q42F,Q43A,Q43B,Q43C,Q43D,Q43E,Q43F,Q43G,Q43H,Q43I,Q43J,Q43K,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G,Q44H,Q44I,Q44J,Q45,Q46,Q47,Q48A,Q48B,Q48C,Q48D,Q48E,Q48F,Q49A,Q49B,Q49C,Q49D,Q49E,Q49F,Q49G,Q49H,Q49I,Q49J,Q49K,Q49L,Q49M,Q49N,Q49O,Q49P,Q49Q,Q49R,Q49S,Q49T,Q50,Q51,Q52,Q53A,Q53B,Q53C,Q54A,Q54B,Q55PT1,Q55PT1Other,Q55PT2,Q55PT2Other,Q55PT3,Q55PT3Other,Q56A,Q56B,Q56C,Q56D,Q56E,Q56F,Q56G,Q56H,Q56I,Q56J,Q56K,Q56L,Q56M,Q56N,Q56O,Q56P,Q56Q,Q56R,Q56S,Q57A,Q57B,Q57C,Q57D,Q57E,Q57F,Q57G,Q58A,Q58B,Q58C_TUN,Q58D,Q58E_TUN,Q59A,Q59B,Q59C,Q60A,Q60B,Q60C,Q60D,Q61A,Q61B,Q61C,Q62,Q63,Q64,Q65,Q66,Q67,Q68A,Q68B,Q69,Q70,Q70OTHER,Q71,Q72A,Q72B,Q73A,Q73B,Q74,Q75,Q76,Q77A,Q77B,Q77C,Q77D,Q78A,Q78B,Q79A_TUN,Q79B_TUN,Q80_TUN,Q81_TUN,Q82A_TUN,Q82B_TUN,Q82C_TUN,Q82D_TUN,Q83_TUN,Q86A,Q86B,Q86C,Q86D,Q87A,Q87B,Q87C,Q87D,Q88A,Q88B,Q88BOTHER,Q89A,Q89B,Q89C,Q89D,Q89E,Q89F,Q90,Q91A,Q91B,Q92A,Q92B,Q93,Q94,Q95A,Q95B,Q95C,Q96A,Q96B,Q97,Q98,Q98OTHER,Q99,Q99OTHER,Q100,ENDTIME,LENGTH,Q101,Q102,Q103,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q118,Q119_1,Q119_2,Q119_3,Q119_1_TUN,Q119_2_TUN,Q119_3_TUN,Q119_4_TUN,Q119OTHER_TUN,withinwt
TUN0001,1.0,1580.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,,1.0,,3.0,,1.0,9997.0,9997.0,9997.0,,9997.0,1.0,3.0,2.0,2018-03-31,14:36:01.171000,53.0,1582.0,,1582.0,,2.0,3.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,5.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,4.0,5.0,0.0,2.0,2.0,0.0,3.0,3.0,2.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,3.0,2.0,1.0,9.0,9.0,1.0,0.0,3.0,23.0,,1.0,,9996.0,,3.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,7.0,0.0,0.0,7.0,97.0,9997.0,,3.0,3.0,3.0,0.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,5.0,1.0,9995.0,ABIR MOUSSI,2.0,2.0,0.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,97.0,4.0,18.0,,9995.0,EL HOR,99.0,15:40:45.019000,64.73079999999997,1.0,4.0,1580.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,TUN15,23.0,1.0,2.0,1580.0,4.0,1581.0,9996.0,9996.0,1581.0,9996.0,9996.0,9996.0,,1.0415484933022499
TUN0002,1.0,1580.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,,9997.0,,9997.0,,9997.0,9997.0,9997.0,9997.0,,9997.0,1.0,2.0,1.0,2018-03-31,14:47:05.605000,70.0,1582.0,,1582.0,,1.0,2.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,,3.0,,1.0,HIGH COST OF LIVING,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,7.0,97.0,9997.0,,3.0,1.0,3.0,0.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,3.0,0.0,9997.0,,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,5.0,0.0,6.0,2.0,3.0,1.0,97.0,0.0,18.0,,9999.0,,9.0,15:46:14.673000,59.15113333333332,1.0,4.0,1580.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,TUN10,25.0,1.0,2.0,1580.0,7.0,1581.0,9996.0,9996.0,1581.0,9995.0,9996.0,9996.0,ITALIAN,1.0082503927702384
TUN0003,1.0,1580.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,,1.0,,6.0,,9997.0,9997.0,9997.0,9997.0,,9997.0,2.0,2.0,2.0,2018-03-31,14:30:40.097000,37.0,1582.0,,1582.0,,1.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,9.0,2.0,2.0,3.0,9.0,1.0,9.0,9.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,7.0,7.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,INCREASE OF COSTS,23.0,SECURITY,9996.0,,9.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,9.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,0.0,3.0,0.0,4.0,8.0,THEY HAVE MORE FREEDOM THAN IN TUNISIA,9.0,9.0,1.0,0.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,9997.0,,2.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,2.0,6.0,4.0,3.0,2.0,6.0,7.0,18.0,,9997.0,,7.0,15:18:01.026000,47.34881666666661,2.0,4.0,1580.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,TUN12,28.0,2.0,1.0,1580.0,9.0,1581.0,2.0,9996.0,1581.0,2.0,1.0,9996.0,,1.0415484933022499
TUN0004,1.0,1580.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,,6.0,,6.0,,7.0,2.0,1.0,1.0,,9997.0,1.0,3.0,1.0,2018-03-31,15:57:48.827000,18.0,1582.0,,1582.0,,2.0,2.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,13.0,,20.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,0.0,2.0,1.0,4.0,9995.0,TOO MUCH PRESSURE IN THE COUNTRY,3.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,9997.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,0.0,1.0,7.0,4.0,3.0,95.0,4.0,18.0,,9999.0,,1.0,16:44:27.560000,46.64555,1.0,4.0,1580.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,TUN12,28.0,2.0,1.0,1580.0,9.0,1581.0,2.0,9996.0,1581.0,2.0,1.0,9996.0,,1.0415484933022499
TUN0005,1.0,1580.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,,1.0,,1.0,,9997.0,9997.0,9997.0,9997.0,,9997.0,2.0,2.0,2.0,2018-03-31,14:26:04.846000,34.0,1580.0,,1580.0,,1.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,4.0,0.0,4.0,4.0,3.0,4.0,0.0,1.0,3.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,9.0,9.0,3.0,9.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,5.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,0.0,2.0,9.0,2.0,0.0,2.0,9.0,1.0,24.0,,14.0,,20.0,,2.0,1.0,2.0,1.0,2.0,9.0,1.0,1.0,3.0,3.0,9.0,1.0,3.0,9.0,9.0,9.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,3.0,1.0,9.0,9.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,7.0,0.0,3.0,0.0,4.0,1.0,THE ECONOMICAL SITUATION OF OUR COUNTRY IS BAD,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,3.0,0.0,9997.0,,2.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,3.0,7.0,2.0,2.0,2.0,9.0,6.0,18.0,,9999.0,,8.0,15:26:46.579000,60.695550000000004,2.0,4.0,1580.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,TUN14,35.0,2.0,1.0,1580.0,6.0,1581.0,9996.0,9996.0,1581.0,9996.0,9996.0,9996.0,,1.0415484933022499
TUN0006,1.0,1580.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,9997.0,,9997.0,,9997.0,,9997.0,9997.0,9997.0,9997.0,,9997.0,1.0,2.0,1.0,2018-03-31,15:41:03.619000,38.0,1580.0,,1582.0,,1.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,7.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,,14.0,,20.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,9.0,9.0,9.0,9.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,7.0,0.0,1.0,0.0,4.0,2.0,,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,5.0,3.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,3.0,0.0,9997.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,3.0,7.0,1.0,3.0,1.0,97.0,4.0,18.0,,9997.0,,5.0,16:42:30.153000,61.44223333333333,1.0,4.0,1580.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,TUN14,35.0,2.0,1.0,1580.0,6.0,1581.0,9996.0,9996.0,1581.0,9996.0,9996.0,9996.0,,1.0415484933022499
TUN0007,1.0,1580.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,9997.0,,9997.0,,9997.0,,9997.0,9997.0,9997.0,9997.0,,9997.0,1.0,2.0,1.0,2018-03-31,16:14:25.345000,46.0,1580.0,,1580.0,,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,5.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,9995.0,SOCIAL CIRCUMSTANCES OF PEOPLE,9996.0,,9996.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0,4.0,9995.0,THE LIVING CONDITION,2.0,2.0,2.0,0.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,9997.0,,0.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,11.0,4.0,3.0,1.0,97.0,8.0,18.0,,9999.0,,1.0,17:03:03.296000,48.63251666666668,1.0,4.0,1580.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,TUN13,25.0,1.0,2.0,1580.0,7.0,1581.0,9996.0,9996.0,1581.0,9996.0,9996.0,9996.0,,1.0415484933022499
TUN0008,1.0,1580.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,9997.0,,9997.0,,9997.0,,9997.0,9997.0,9997.0,9997.0,,9997.0,2.0,2.0,1.0,2018-03-31,16:06:16.069000,29.0,1582.0,,1582.0,,1.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,9.0,9.0,3.0,3.0,0.0,2.0,0.0,0.0,5.0,2.0,2.0,9.0,9.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,9.0,2.0,5.0,1.0,4.0,2.0,4.0,9.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,9.0,2.0,9.0,9.0,0.0,9.0,9.0,9.0,3.0,3.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,9.0,1.0,,3.0,,9996.0,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,9.0,9.0,9.0,3.0,2.0,3.0,2.0,9.0,4.0,4.0,2.0,9.0,2.0,9.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,5.0,9.0,5.0,4.0,9.0,9.0,9.0,9.0,0.0,0.0,7.0,97.0,9997.0,,1.0,3.0,2.0,1.0,1.0,9.0,2.0,9.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,9.0,9.0,9.0,9.0,9.0,3.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,3.0,0.0,9997.0,,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,5.0,1.0,2.0,7.0,3.0,2.0,95.0,2.0,18.0,,9997.0,,99.0,17:10:06.001000,63.832199999999894,2.0,4.0,1580.0,1.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,TUN10,25.0,1.0,2.0,1580.0,7.0,1581.0,9996.0,9996.0,1581.0,9995.0,9996.0,9996.0,ITALIAN,1.0082503927702384
