COUNTRY,ID,DATE,Q1,Q13A,WT,Q1001,Q1002,Q2061A,Q1COVID19,Q2ACOVID19,Q2BCOVID19,Q101,Q118,Q123,Q110_1,Q110_2,Q201A_1,Q201A_6A_LIB,Q201A_6B_LIB,Q201A_2,Q201B_6,Q201B_13,Q204A_1,Q204A_2,Q204_3,Q204_20,Q204_26,Q204_25,Q210,Q211A,Q271_1,Q271_3,Q521_1,Q521_4,Q521_2,Q512A3_1,Q512A3_2,Q512A3_5,Q531,Q532,Q533_4,Q533_5,Q700B_1,Q700B_8,Q700B_4,Q700B_13,Q725_1,Q725_4,Q725_3,Q725_2,Q729_3A,Q729_3B,Q731,Q732,Q733_1,Q733_2,Q733_3,Q733_4,Q733_5,Q734,Q735,Q1003,Q1010,Q1010B1,Q1014C,Q1005,Q1005B,Q1006A,Q1016,Q1012,Q1012A,Q609,Q605,Q1011D,Q1011E,Q1011F,QLIBGOV,Q409,Q409_NEW,Q534_2,Q534_1
Tunisia,4405.0,2020-10-14,Sfax,Village or town,1.4890511630683034,25.0,Male,Internal instability and security,Somewhat concerned,Inability of the healthcare system to handle COVID-19 cases,,Very bad,Encouraging foreign investment,Don't know,Never (0 days),Never (0 days),Quite a lot of trust,,,Quite a lot of trust,Quite a lot of trust,Refused to answer,Completely dissatisfied,Dissatisfied,Refused to answer,Good,Very good,Good,To a large extent,لا أعرف,It’s usually not ok,It’s usually not ok,Guaranteed to a medium extent,Guaranteed to a limited extent,Guaranteed to a limited extent,Refused to answer,Not very essential,Somewhat essential,None at all,Not very important,Refused to answer,Refused to answer,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Refused to answer,Refused to answer,Refused to answer,Refused to answer,Refused to answer,Refused to answer,Decline to answer,Not at all,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Refused to answer,Refused to answer,Preparatory/Basic,Single/ Bachelor,,3.0,Self-Employed,,public sector,Our net household income covers our expenses and we are able to save,Refused to answer,,Don’t know,,Shared with another person,1.0,No,,At least once daily,Sometimes,Not at all secure,Refused to answer
Tunisia,1135.0,2020-10-10,Nabeul,Village or town,1.3727349182178514,44.0,Male,Other,Not at all concerned,,The health threat posed by the coronavirus is exaggerated,Very bad,Other,Education system,Every day (7 days),Some days (1-3 days),No trust at all,,,Quite a lot of trust,A great deal of trust,A great deal of trust,Satisfied,Completely dissatisfied,Good,Bad,Good,Good,To a medium extent,تطبيق  القانون,It’s never ok,It’s never ok,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a great extent,Absolutely essential,Absolutely essential,Absolutely essential,Quite a lot,Very important,Somewhat agree,Strongly disagree,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Bad,Very bad,Very bad,Bad,To a small extent,To a limited extent,Lebanon,To a medium extent,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Refused to answer,Favor,Secondary,Married,Yes,4.0,Employed,,private sector,Our net household income does not cover our expenses; we face some difficulties,Muslim,,Religious,mostly be based on the will of the people,Personal phone number,1.0,No,,Several times a week,Sometimes,Very secure,Very secure
Tunisia,360.0,2020-10-07,Ben Arous,Big city,1.6080153726101485,58.0,Male,Internal instability and security,Not at all concerned,,Other citizens have done a good job following government recommendations,Very bad,Other,National security,Never (0 days),Most days (4-6 days),No trust at all,,,No trust at all,A great deal of trust,No trust at all,Completely dissatisfied,Satisfied,Very bad,Very bad,Very bad,Very bad,To a large extent,تنفيذ حكم الاعدام/قطع اليد,It’s never ok,It’s usually not ok,Guaranteed to a limited extent,Guaranteed to a limited extent,Not guaranteed at all,Not at all essential,Somewhat essential,Not at all essential,Quite a lot,Somewhat important,Somewhat disagree,Strongly agree,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Bad,Bad,Very bad,Neither good nor bad,Not at all,Not at all,Yemen,To a medium extent,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Oppose,Strongly oppose,Secondary,Divorced,Yes,6.0,Self-Employed,,private sector,Our net household income covers our expenses without notable difficulties,Muslim,,Not religious,equally be based on sharia and the will of the people,Personal phone number,1.0,No,,Throughout the day,Never,Not at all secure,Respondent hung up the phone
Tunisia,1307.0,2020-10-10,Bizerte,Village or town,1.3074258878256533,24.0,Male,The spread of the coronavirus,Very concerned,Having a member of your family get very ill or die,,Very bad,Reform the education system,National security,Some days (1-3 days),Never (0 days),Not a lot of trust,,,A great deal of trust,A great deal of trust,No trust at all,Completely satisfied,Completely dissatisfied,Very bad,Good,Very bad,Very good,To a large extent,اجابات اخرى,It’s never ok,It’s sometimes ok,Guaranteed to a great extent,Not guaranteed at all,Guaranteed to a medium extent,Somewhat essential,Not very essential,Absolutely essential,Quite a lot,Very important,Somewhat agree,Somewhat agree,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Very bad,Bad,Very bad,Very bad,Not at all,To a limited extent,Palestine,Not at all,Donald Trump,Donald Trump,Donald Trump,Donald Trump,Donald Trump,Strongly oppose,Favor,Preparatory/Basic,Single/ Bachelor,,7.0,A student,,,Our net household income covers our expenses without notable difficulties,Muslim,,Somewhat religious,equally be based on sharia and the will of the people,Personal phone number,1.0,No,,Once a week,Sometimes,Somewhat secure,Not at all secure
Tunisia,1484.0,2020-10-11,Ariana,Big city,1.7754502117679543,76.0,Female,The spread of the coronavirus,Very concerned,Having a member of your family get very ill or die,,Bad,Create more job opportunities,Healthcare system,Most days (4-6 days),Every day (7 days),Quite a lot of trust,,,Not a lot of trust,A great deal of trust,Quite a lot of trust,Dissatisfied,Dissatisfied,Bad,Very bad,Bad,Bad,To a large extent,الرقابة / فرض المراقبة,It’s never ok,It’s usually not ok,Guaranteed to a limited extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Absolutely essential,Not very essential,Somewhat essential,Quite a lot,Very important,Somewhat agree,Strongly disagree,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Bad,Bad,Bad,Bad,To a small extent,To a limited extent,Our country,Not at all,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Strongly oppose,Oppose,Secondary,Married,Yes,6.0,Retired,Yes,,Our net household income covers our expenses without notable difficulties,Muslim,,Religious,equally be based on sharia and the will of the people,Shared with another person,2.0,No,,I do not use the Internet,,Somewhat secure,Not very secure
Tunisia,549.0,2020-10-07,Gabes,Big city,1.4304417825786322,54.0,Male,Financial and administrative corruption,Not at all concerned,,The health threat posed by the coronavirus is exaggerated,Very bad,Encouraging foreign investment,National security,Never (0 days),Never (0 days),No trust at all,,,A great deal of trust,A great deal of trust,Not a lot of trust,Completely dissatisfied,Completely dissatisfied,Very bad,Very bad,Very bad,Very bad,To a large extent,المحاسبة / العقاب,It’s never ok,It’s never ok,Not guaranteed at all,Guaranteed to a medium extent,Not guaranteed at all,Not at all essential,Absolutely essential,Somewhat essential,None at all,Not very important,Strongly agree,Strongly agree,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very bad,Good,Very good,Bad,Not at all,To a limited extent,Palestine,Not at all,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Strongly oppose,Favor,Secondary,Married,Yes,9.0,Unemployed or looking for work,,,Our net household income does not cover our expenses; we face significant difficulties,Muslim,,Religious,entirely be based on the sharia,Personal phone number,1.0,No,,Once a week,Never,Not at all secure,Not at all secure
Tunisia,732.0,2020-10-08,Ben Arous,Village or town,1.4294834974990103,39.0,Male,The spread of the coronavirus,Somewhat concerned,Inability of the healthcare system to handle COVID-19 cases,,Very bad,Lower the cost of living (limiting inflation),Healthcare system,Never (0 days),Some days (1-3 days),Not a lot of trust,,,Don’t know,A great deal of trust,Don’t know,Dissatisfied,Completely dissatisfied,Very bad,Don’t know,Very bad,Very bad,Don’t know,تطبيق  القانون,It’s never ok,It’s never ok,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Absolutely essential,Absolutely essential,Absolutely essential,Quite a lot,Not very important,Somewhat agree,Somewhat agree,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very bad,Good,Very good,Bad,Not at all,To a limited extent,Palestine,To a medium extent,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Strongly oppose,Strongly favor,Preparatory/Basic,Married,Yes,3.0,Self-Employed,,private sector,Our net household income does not cover our expenses; we face some difficulties,Muslim,,Not religious,equally be based on sharia and the will of the people,Personal phone number,2.0,No,,Several times a week,Respondent did not know what a proxy or IP address is,Somewhat secure,Very secure
Tunisia,1327.0,2020-10-10,Tunis,Big city,1.3879554382501866,19.0,Female,Internal instability and security,Somewhat concerned,Inability of the healthcare system to handle COVID-19 cases,,Bad,Reform the education system,Education system,Never (0 days),Every day (7 days),No trust at all,,,Not a lot of trust,Not a lot of trust,Not a lot of trust,Completely dissatisfied,Satisfied,Bad,Bad,Don’t know,Good,To a medium extent,توفير الامن و الجيش,It’s never ok,It’s never ok,Guaranteed to a great extent,Guaranteed to a great extent,Guaranteed to a medium extent,Absolutely essential,Somewhat essential,Absolutely essential,Quite a lot,Not important at all,Strongly agree,Somewhat agree,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very bad,Don’t know,Good,Don’t know,To a limited extent,To a limited extent,Palestine,To a great extent,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Oppose,Favor,Secondary,Single/ Bachelor,,6.0,A student,,,Our net household income does not cover our expenses; we face some difficulties,Muslim,,Somewhat religious,equally be based on sharia and the will of the people,Personal phone number,1.0,No,,Throughout the day,Respondent did not know what a proxy or IP address is,Not very secure,Don’t know
Tunisia,1284.0,2020-10-10,Jendouba,Village or town,1.3660629636272363,67.0,Male,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Very concerned,Inability of the healthcare system to handle COVID-19 cases,,Very bad,Encouraging foreign investment,National security,Every day (7 days),Never (0 days),Not a lot of trust,,,No trust at all,A great deal of trust,No trust at all,Satisfied,Satisfied,Good,Very bad,Very bad,Good,To a medium extent,الرقابة / فرض المراقبة,It’s never ok,It’s never ok,Not guaranteed at all,Not guaranteed at all,Not guaranteed at all,Not very essential,Absolutely essential,Not very essential,Quite a lot,Very important,Somewhat disagree,Strongly agree,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very bad,Good,Very bad,Good,To a small extent,Not at all,Palestine,To a medium extent,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Strongly oppose,Favor,Secondary,Married,Yes,2.0,Retired,Yes,,Our net household income does not cover our expenses; we face significant difficulties,Muslim,,Religious,equally be based on sharia and the will of the people,Personal phone number,2.0,No,,I do not use the Internet,,Not at all secure,Somewhat secure
Tunisia,2829.0,2020-10-13,Gabes,Village or town,1.488982085854512,20.0,Female,Financial and administrative corruption,Very concerned,Having a member of your family get very ill or die,,Very bad,Reform the education system,Education system,Every day (7 days),Every day (7 days),No trust at all,,,Not a lot of trust,Not a lot of trust,No trust at all,Completely dissatisfied,Satisfied,Very good,Good,Very good,Very bad,To a large extent,تطبيق  القانون,It’s never ok,It’s never ok,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Absolutely essential,Absolutely essential,Not at all essential,Not a lot,Not very important,Somewhat agree,Strongly disagree,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very bad,Bad,Very good,Good,To a limited extent,To a limited extent,Palestine,To a great extent,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Strongly oppose,Oppose,Secondary,Single/ Bachelor,,7.0,A student,,,Our net household income covers our expenses without notable difficulties,Muslim,,Somewhat religious,mostly be based on the sharia,Personal phone number,2.0,No,,Throughout the day,Sometimes,Somewhat secure,Don’t know
Tunisia,3467.0,2020-10-14,Monastir,Big city,1.732976122594322,25.0,Female,"Public services [INTERVIEWER: IF ASKED, HEALTH, EDUCATION, ETC.]",Not at all concerned,,Other citizens have done a good job following government recommendations,Bad,Create more job opportunities,Improve roads and transportation,Never (0 days),Never (0 days),No trust at all,,,Not a lot of trust,Quite a lot of trust,Quite a lot of trust,Satisfied,Satisfied,Very bad,Bad,Very bad,Very bad,To a large extent,لا أعرف,It’s sometimes ok,It’s sometimes ok,Guaranteed to a great extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Absolutely essential,Not very essential,Absolutely essential,None at all,Somewhat important,Somewhat agree,Somewhat disagree,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very bad,Good,Very good,Good,To a limited extent,To a small extent,Palestine,To a small extent,Don’t know,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Don’t know,Don’t know,Strongly oppose,Strongly oppose,Secondary,Single/ Bachelor,,5.0,A housewife,,,Our net household income covers our expenses without notable difficulties,Muslim,,Religious,equally be based on sharia and the will of the people,Personal phone number,1.0,No,,Throughout the day,Always,Very secure,Very secure
Tunisia,1647.0,2020-10-11,Ben Arous,Big city,1.6080153726101485,55.0,Male,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Not at all concerned,,Other,Very bad,Reform the education system,Healthcare system,Most days (4-6 days),Most days (4-6 days),No trust at all,,,A great deal of trust,Quite a lot of trust,Refused to answer,Satisfied,Dissatisfied,Bad,Very bad,Bad,Bad,To a large extent,الرقابة / فرض المراقبة,It’s never ok,It’s never ok,Not guaranteed at all,Not guaranteed at all,Not guaranteed at all,Absolutely essential,Absolutely essential,Somewhat essential,Quite a lot,Not important at all,Strongly disagree,Strongly disagree,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very bad,Very bad,Very bad,Very bad,To a great extent,To a great extent,Syria,To a small extent,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Joseph Biden,Joseph Biden,Strongly oppose,Strongly favor,Secondary,Married,Yes,6.0,Employed,,private sector,Our net household income does not cover our expenses; we face significant difficulties,Muslim,,Religious,entirely be based on the will of the people,Personal phone number,1.0,No,,I do not use the Internet,,Not at all secure,Don’t know
Tunisia,1752.0,2020-10-11,Gabes,Big city,1.450037694840346,21.0,Male,The spread of the coronavirus,Somewhat concerned,Other citizens have not done a good job of following government recommendations,,Bad,Lower the cost of living (limiting inflation),Healthcare system,Never (0 days),Never (0 days),No trust at all,,,A great deal of trust,A great deal of trust,Quite a lot of trust,Completely dissatisfied,Dissatisfied,Very good,Very good,Very good,Very bad,To a medium extent,ادماج جميع المواطنين و سماع ارائهم,It’s never ok,It’s sometimes ok,Guaranteed to a great extent,Guaranteed to a great extent,Guaranteed to a great extent,Absolutely essential,Absolutely essential,Absolutely essential,Quite a lot,Somewhat important,Somewhat agree,Somewhat disagree,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very bad,Good,Good,Very bad,To a great extent,To a limited extent,Palestine,To a medium extent,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Strongly oppose,Strongly favor,Secondary,Single/ Bachelor,,5.0,A student,,,Our net household income does not cover our expenses; we face some difficulties,Muslim,,Somewhat religious,equally be based on sharia and the will of the people,Personal phone number,Refused,No,,Throughout the day,Sometimes,Somewhat secure,Somewhat secure
Tunisia,4716.0,2020-10-15,Beja,Rural area,1.437740360143339,65.0,Male,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Somewhat concerned,Other citizens have not done a good job of following government recommendations,,Good,Raise wages for existing jobs,Healthcare system,Never (0 days),Refused to answer,No trust at all,,,No trust at all,No trust at all,No trust at all,Completely dissatisfied,Completely dissatisfied,Very bad,Very bad,Very bad,Very bad,To a medium extent,لا أعرف,It’s usually not ok,It’s never ok,Not guaranteed at all,Not guaranteed at all,Not guaranteed at all,Not at all essential,Not at all essential,Not at all essential,None at all,Not very important,Strongly disagree,Strongly disagree,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very bad,Bad,Bad,Bad,Not at all,Not at all,Our country,Not at all,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Strongly oppose,Favor,Preparatory/Basic,Married,Yes,7.0,Retired,Yes,,Our net household income covers our expenses without notable difficulties,Muslim,,Not religious,equally be based on sharia and the will of the people,Personal phone number,1.0,No,,Less than once a week,Never,Not at all secure,Not at all secure
Tunisia,516.0,2020-10-07,Tozeur,Big city,1.4755189953838717,39.0,Male,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Somewhat concerned,Having a member of your family get very ill or die,,Good,Create more job opportunities,Reduce environmental pollution,Every day (7 days),Never (0 days),Not a lot of trust,,,No trust at all,A great deal of trust,No trust at all,Satisfied,Dissatisfied,Very bad,Very bad,Very bad,Good,To a large extent,الاهتمام بالمواطن مثلا مواطن شغل/غلا الأسعار,It’s never ok,It’s never ok,Guaranteed to a great extent,Not guaranteed at all,Not guaranteed at all,Not very essential,Absolutely essential,Not at all essential,None at all,Don’t know,Strongly agree,Somewhat agree,Very unfavorable,Don’t know,Very favorable,Very favorable,Don’t know,Don’t know,Good,Don’t know,To a great extent,Don’t know,Palestine,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Secondary,Married,Yes,5.0,Unemployed or looking for work,,,Our net household income does not cover our expenses; we face some difficulties,Muslim,,Religious,Don’t know,Personal phone number,1.0,No,,Throughout the day,Always,Not very secure,Don’t know
Tunisia,1188.0,2020-10-10,Kairouan,Big city,1.8448700230627897,67.0,Male,Foreign interference,Very concerned,The government’s response has not been adequate,,Very bad,Encouraging foreign investment,Education system,Never (0 days),Some days (1-3 days),No trust at all,,,Quite a lot of trust,A great deal of trust,No trust at all,Completely dissatisfied,Completely dissatisfied,Very bad,Very bad,Very bad,Very bad,To a large extent,الجكم بصرامة,It’s sometimes ok,It’s never ok,Guaranteed to a great extent,Not guaranteed at all,Guaranteed to a medium extent,Not at all essential,Not at all essential,Absolutely essential,None at all,Not important at all,Somewhat agree,Strongly agree,Very unfavorable,Very favorable,Very unfavorable,Somewhat favorable,Very bad,Very bad,Very bad,Very good,Not at all,To a limited extent,Palestine,Not at all,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Strongly oppose,Strongly oppose,Secondary,Married,Yes,6.0,Retired,Yes,,Our net household income does not cover our expenses; we face some difficulties,Muslim,,Religious,mostly be based on the will of the people,Personal phone number,6.0,Yes,,I do not use the Internet,,Not at all secure,Somewhat secure
Tunisia,2765.0,2020-10-13,Tunis,Village or town,1.3879554382501866,19.0,Female,"Public services [INTERVIEWER: IF ASKED, HEALTH, EDUCATION, ETC.]",Not at all concerned,,Other citizens have done a good job following government recommendations,Very bad,Lower the cost of living (limiting inflation),Healthcare system,Never (0 days),Never (0 days),Not a lot of trust,,,A great deal of trust,A great deal of trust,Not a lot of trust,Satisfied,Dissatisfied,Good,Bad,Very bad,Bad,To a large extent,رفض الإجابة,It’s never ok,It’s sometimes ok,Guaranteed to a limited extent,Guaranteed to a medium extent,Not guaranteed at all,Not very essential,Not at all essential,Not at all essential,Not a lot,Very important,Strongly agree,Strongly disagree,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Neither good nor bad,Very good,Don’t know,Very good,Not at all,To a small extent,Our country,To a small extent,Joseph Biden,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally good,Both candidates’ policies would be equally bad,Joseph Biden,Strongly oppose,Strongly oppose,Secondary,Single/ Bachelor,,6.0,A student,,,Our net household income does not cover our expenses; we face some difficulties,Muslim,,Somewhat religious,entirely be based on the will of the people,Personal phone number,2.0,Yes,,Throughout the day,Never,Very secure,Somewhat secure
Tunisia,1651.0,2020-10-11,Kebili,Village or town,1.258408086376652,51.0,Male,Foreign interference,Somewhat concerned,Other citizens have not done a good job of following government recommendations,,Bad,Reform the education system,Subsidies on energy products,Never (0 days),Never (0 days),No trust at all,,,No trust at all,Quite a lot of trust,Not a lot of trust,Completely dissatisfied,Dissatisfied,Bad,Bad,Good,Bad,To a large extent,الردع / استعمال القوة/الديكتاتورية,It’s never ok,It’s sometimes ok,Guaranteed to a medium extent,Guaranteed to a medium extent,Not guaranteed at all,Absolutely essential,Somewhat essential,Absolutely essential,Quite a lot,Not important at all,Strongly agree,Strongly disagree,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very bad,Good,Good,Very bad,Not at all,Not at all,Our country,Not at all,Both candidates’ policies would be equally bad,Joseph Biden,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Strongly oppose,Strongly oppose,Secondary,Married,Yes,7.0,Unemployed or looking for work,,,Our net household income does not cover our expenses; we face some difficulties,Muslim,,Somewhat religious,mostly be based on the sharia,Personal phone number,2.0,No,,I do not use the Internet,,Somewhat secure,Somewhat secure
Tunisia,891.0,2020-10-08,Sfax,Big city,1.529043358402933,29.0,Female,The spread of the coronavirus,Very concerned,Having a member of your family get very ill or die,,Very bad,Create more job opportunities,Healthcare system,Most days (4-6 days),Every day (7 days),No trust at all,,,Not a lot of trust,A great deal of trust,Not a lot of trust,Completely dissatisfied,Completely dissatisfied,Very bad,Very bad,Bad,Very bad,To a large extent,الجكم بصرامة,It’s never ok,It’s never ok,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Absolutely essential,Absolutely essential,Absolutely essential,A great deal,Not important at all,Strongly disagree,Somewhat agree,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very bad,Don’t know,Bad,Bad,Not at all,To a small extent,Palestine,Not at all,Joseph Biden,Joseph Biden,Don’t know,Joseph Biden,Don’t know,Strongly oppose,Favor,Mid-level diploma/professional or technical,Married,Yes,3.0,Unemployed or looking for work,,,Our net household income does not cover our expenses; we face significant difficulties,Muslim,,Somewhat religious,equally be based on sharia and the will of the people,Shared with another person,1.0,No,,At least once daily,Never,Somewhat secure,Not at all secure
Tunisia,159.0,2020-10-07,Ariana,Village or town,1.5276586962595127,54.0,Male,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Very concerned,Having a member of your family get very ill or die,,Very bad,Encouraging foreign investment,Education system,Some days (1-3 days),Some days (1-3 days),No trust at all,,,Not a lot of trust,Not a lot of trust,Quite a lot of trust,Completely dissatisfied,Dissatisfied,Bad,Very bad,Bad,Bad,To a large extent,الردع / استعمال القوة/الديكتاتورية,It’s never ok,It’s usually not ok,Guaranteed to a limited extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Absolutely essential,Absolutely essential,Absolutely essential,Quite a lot,Very important,Strongly agree,Strongly agree,Very unfavorable,Very favorable,Very favorable,Very favorable,Very bad,Good,Very good,Good,To a limited extent,To a limited extent,Yemen,To a medium extent,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Joseph Biden,Strongly oppose,Strongly oppose,Secondary,Married,Yes,6.0,Employed,,public sector,Our net household income does not cover our expenses; we face significant difficulties,Muslim,,Religious,entirely be based on the sharia,Personal phone number,3.0,No,,Once a week,Sometimes,Somewhat secure,Somewhat secure
Tunisia,3739.0,2020-10-14,Gabes,Village or town,1.6719637196746506,28.0,Female,The spread of the coronavirus,Very concerned,Having a member of your family get very ill or die,,Very bad,Lower the cost of living (limiting inflation),Healthcare system,Some days (1-3 days),Every day (7 days),No trust at all,,,A great deal of trust,A great deal of trust,No trust at all,Dissatisfied,Satisfied,Bad,Bad,Good,Good,To a large extent,غير محدد,It’s never ok,It’s usually not ok,Guaranteed to a great extent,Guaranteed to a medium extent,Guaranteed to a great extent,Not very essential,Absolutely essential,Absolutely essential,Quite a lot,Not very important,Strongly agree,Strongly disagree,Very favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Bad,Bad,Very good,Good,To a limited extent,To a limited extent,Syria,To a great extent,Donald Trump,Donald Trump,Joseph Biden,Donald Trump,Donald Trump,Favor,Strongly oppose,Secondary,Married,Yes,5.0,A housewife,,,Our net household income does not cover our expenses; we face significant difficulties,Muslim,,Religious,equally be based on sharia and the will of the people,Personal phone number,2.0,No,,Throughout the day,Never,Not very secure,Not at all secure
Tunisia,400.0,2020-10-07,Tunis,Big city,1.3333870636132648,45.0,Male,The spread of the coronavirus,Somewhat concerned,Other citizens have not done a good job of following government recommendations,,Bad,Create more job opportunities,Healthcare system,Some days (1-3 days),Some days (1-3 days),Not a lot of trust,,,Not a lot of trust,A great deal of trust,Not a lot of trust,Dissatisfied,Satisfied,Very bad,Very bad,Bad,Bad,To a large extent,الجكم بصرامة,It’s usually not ok,It’s never ok,Not guaranteed at all,Not guaranteed at all,Not guaranteed at all,Absolutely essential,Absolutely essential,Absolutely essential,Not a lot,Somewhat important,Strongly disagree,Somewhat agree,Somewhat favorable,Very favorable,Very favorable,Very favorable,Very bad,Good,Very good,Good,To a great extent,To a great extent,Syria,To a great extent,Donald Trump,Donald Trump,Joseph Biden,Joseph Biden,Donald Trump,Strongly oppose,Strongly favor,Secondary,Married,Yes,3.0,Other,,,Our net household income covers our expenses without notable difficulties,Muslim,,Somewhat religious,entirely be based on the sharia,Personal phone number,2.0,No,,Several times a week,Never,Very secure,Very secure
Tunisia,4503.0,2020-10-15,Jendouba,Rural area,1.408776611399249,62.0,Male,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Very concerned,Having a member of your family get very ill or die,,Very bad,Create more job opportunities,Healthcare system,Never (0 days),Every day (7 days),No trust at all,,,Not a lot of trust,A great deal of trust,Not a lot of trust,Satisfied,Satisfied,Bad,Very bad,Bad,Good,To a medium extent,الرقابة / فرض المراقبة,It’s never ok,It’s never ok,Guaranteed to a limited extent,Guaranteed to a medium extent,Not guaranteed at all,Not very essential,Somewhat essential,Somewhat essential,Quite a lot,Somewhat important,Strongly disagree,Somewhat agree,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very bad,Bad,Neither good nor bad,Neither good nor bad,To a limited extent,To a small extent,Our country,To a great extent,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Both candidates’ policies would be equally bad,Strongly oppose,Strongly oppose,Secondary,Married,Yes,6.0,Retired,No,,Our net household income does not cover our expenses; we face some difficulties,Muslim,,Somewhat religious,Don’t know,Personal phone number,1.0,No,,I do not use the Internet,,Somewhat secure,Don’t know
Tunisia,806.0,2020-10-08,Gabes,Big city,1.4304417825786322,48.0,Male,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Very concerned,Having a member of your family get very ill or die,,Very bad,Encouraging foreign investment,Education system,Most days (4-6 days),Most days (4-6 days),Quite a lot of trust,,,A great deal of trust,A great deal of trust,Quite a lot of trust,Completely satisfied,Completely satisfied,Very bad,Very bad,Very bad,Very bad,To a large extent,اجابات اخرى,It’s always ok,It’s always ok,Guaranteed to a great extent,Not guaranteed at all,Guaranteed to a great extent,Absolutely essential,Absolutely essential,Absolutely essential,Quite a lot,Not important at all,Strongly agree,Strongly disagree,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Bad,Good,Very good,Good,To a great extent,To a great extent,Palestine,To a medium extent,Joseph Biden,Joseph Biden,Joseph Biden,Donald Trump,Joseph Biden,Strongly oppose,Strongly oppose,Secondary,Married,Yes,7.0,Self-Employed,,private sector,Our net household income does not cover our expenses; we face significant difficulties,Muslim,,Somewhat religious,mostly be based on the sharia,Personal phone number,1.0,No,,I do not use the Internet,,Very secure,Respondent hung up the phone
