series,survey,variable,question_text,facets,concordance_group
arab-barometer,ab-w08,Q884B_99,"And thinking about discrimination you faced because of , have you… ?",discrimination,
arab-barometer,ab-w08,Q885,"Q885 Do you think our national government should do more, less, or about the same amount as it is doing right now to deal with discrimination in?",discrimination,
arab-barometer,ab-w08,Q886,"Q886 When citizens from [your country] travel outside the Middle East and North Africa, on what basis, if any, do you think they are likely to face discrimination?",discrimination,
arab-barometer,ab-w08,Q905,Q905. To what extent do you think migrants from Sub Saharan Africa are discriminated against in?,discrimination,
arab-barometer,ab-w08,Q906,Q906. To what extent do you think migrants from South Asia and Southeast Asia are discriminated against in your country?,discrimination,
arab-barometer,ab-w08,Q907,Q907. To what extent do you think migrants from other Arab countries are discriminated against in?,discrimination,
arab-opinion-index,aoi-2012-2013,Q822_8,"Q822_8. In general, do you believe that the Arab revolutions have succeeded in achieving: Ending discrimination between citizens",discrimination,
arab-opinion-index,aoi-2014,Q908_1_4,Q908_1_4.to what extent do you think that Racial discrimination is prevalent/spread in (Russia)?,discrimination,
arab-opinion-index,aoi-2014,Q908_2_4,Q908_2_4.to what extent do you think that Racial discrimination is prevalent/spread in (USA)?,discrimination,Q1195
arab-opinion-index,aoi-2014,Q908_3_4,Q908_3_4.to what extent do you think that Racial discrimination is prevalent/spread in (Home country)?,discrimination,Q1202
arab-opinion-index,aoi-2024-2025,LEB_2025_27,Do you believe there is discrimination against the Shia due to the war?,discrimination,
arab-opinion-index,aoi-2024-2025,Q908_2_4,Q908_2_4.to what extent do you think that Racial discrimination is prevalent/spread in (USA)?,discrimination,Q1195
arab-opinion-index,aoi-2024-2025,Q908_3_4,Q908_3_4.to what extent do you think that Racial discrimination is prevalent/spread in (Home country)?,discrimination,Q1202
arab-opinion-index,aoi-2024-2025,SY_2025_5_5,How would you rate the Syrian government’s performance in Ending discrimination between citizens these days?,discrimination,
arab-opinion-index,aoi-2024-2025,SY_2025_79_2,How prevalent do you believe that Sect- or religion-based discrimination is in Syria today?,discrimination,
arab-opinion-index,aoi-2024-2025,SY_2025_79_3,How prevalent do you believe that Regional discrimination is in Syria today?,discrimination,
arab-opinion-index,aoi-2024-2025,SY_2025_79_4,How prevalent do you believe that Rural/urban discrimination is in Syria today?,discrimination,
arab-opinion-index,aoi-2024-2025,q908_4_4,Q908_4_4.to what extent do you think that Racial discrimination is prevalent/spread in (French )?,discrimination,
arab-opinion-index,aoi-2024-2025,q908_5_4,Q908_5_4.to what extent do you think that Racial discrimination is prevalent/spread in (Spanish )?,discrimination,
afrobarometer,afro-w05,Q56C,Q56c. How often women treated unequally by traditional leaders,discrimination;gender,
afrobarometer,afro-w05,Q56D,Q56d. How often women treated unequally by police and courts,discrimination;gender,
afrobarometer,afro-w05,Q56E,Q56e. How often women treated unequally by employers,discrimination;gender,
afrobarometer,afro-w07,Q86A,Q86a. Experienced discrimination based on gender,discrimination;gender,
afrobarometer,afro-w10,Q52B,"Q52b. Girl students face discrimination, harassment",discrimination;gender,
arab-barometer,ab-w07,Q870A_2,"Q870A_2. In your opinion, which group of people faces difficulty working their way out of the lower class because they are discriminated against in your country?",discrimination;opportunity,
arab-barometer,ab-w07,Q870A_KUW_2,"Q870A_KUW_2. In your opinion, which group of people faces difficulty working their way out of the lower class because they are discriminated against in your country?",discrimination;opportunity,
arab-barometer,ab-w07,Q870B_2,"Q870B_2. In your opinion, which group of people faces difficulty accessing public healthcare services because they are discriminated against in your country?",discrimination;opportunity,
arab-barometer,ab-w07,Q870B_KUW_2,"Q870B_KUW_2. In your opinion, which group of people faces difficulty accessing public healthcare services because they are discriminated against in your country?",discrimination;opportunity,
afrobarometer,afro-w05,Q4,Q4. Your living conditions vs. others,economic-gap,Q0507
afrobarometer,afro-w05,Q65B,Q65b. Handling improving living standards of the poor,economic-gap,Q0225
afrobarometer,afro-w05,Q65E,Q65e. Handling narrowing income gaps,economic-gap,Q0262
afrobarometer,afro-w06,Q5,Q5. Your living conditions vs. others,economic-gap,Q0507
afrobarometer,afro-w06,Q66B,Q66b. Handling improving living standards of the poor,economic-gap,Q0225
afrobarometer,afro-w06,Q66E,Q66e. Handling narrowing income gaps,economic-gap,Q0262
afrobarometer,afro-w06,Q83_TUN_E,Q83_TUN_e. The income gap between the rich and the poor,economic-gap,
afrobarometer,afro-w06,Q83_TUN_F,Q83_TUN_f. Regional inequality,economic-gap,
afrobarometer,afro-w07,Q5,Q5. Your living conditions vs. others,economic-gap,Q0507
afrobarometer,afro-w07,Q56B,Q56b. Handling improving living standards of the poor,economic-gap,Q0225
afrobarometer,afro-w07,Q56E,Q56e. Handling narrowing income gaps,economic-gap,Q0262
afrobarometer,afro-w08,Q47B,Q47b. Fair for rich to pay higher taxes,economic-gap,
afrobarometer,afro-w08,Q50B,Q50b. Handling improving living standards of the poor,economic-gap,Q0225
afrobarometer,afro-w08,Q50E,Q50e. Handling narrowing income gaps,economic-gap,Q0262
afrobarometer,afro-w10,Q42B,Q42b. Government should ensure healthcare for all even if more taxes,economic-gap,
afrobarometer,afro-w10,Q47B,Q47b. Handling improving living standards of the poor,economic-gap,Q0225
afrobarometer,afro-w10,Q47E,Q47e. Handling narrowing income gaps,economic-gap,Q0262
arab-barometer,ab-w02,q2043,q2043 I am going to ask a number of questions related to the current government’s performance. How would you evaluate the performance of the current government’s 3. Narrowing the gap between rich and poor?,economic-gap,Q0808
arab-barometer,ab-w03,q2043,q204.3 I am going to ask a number of questions related to the current government’s performance. How would you evaluate the current government's performance on narrowing the gap between rich and poor?,economic-gap,Q0808
arab-barometer,ab-w05,Q204_3,EVALUATION: GOVERNMENT PERFORMANCE: NARROWING GAP BETWEEN RICH AND POOR,economic-gap,
arab-barometer,ab-w06p2,Q204_3,Q204_3.Narrowing the gap between rich and poor,economic-gap,Q0536
arab-barometer,ab-w07,Q113,Q113. To what extent do you believe that the gap between the rich and the poor is a problem in your country?,economic-gap,
arab-barometer,ab-w07,Q114,"Q114. Do you think the gap between the rich and the poor a year ago was wider, the same, or narrower than it is now?",economic-gap,Q0860
arab-barometer,ab-w07,Q204_3,Q204_3. Narrowing the gap between rich and poor,economic-gap,Q0536
arab-barometer,ab-w08,Q114,"Q114. Do you think the gap between the rich and the poor a year ago was wider, the same, or narrower than it is now?",economic-gap,Q0860
arab-barometer,ab-w08,Q204_3,Q204_3 Narrowing the gap between rich and poor,economic-gap,Q0536
arab-barometer,ab-w08,Q873_1,Socioeconomic class,economic-gap,
arab-opinion-index,aoi-2012-2013,Q210_5,Q210_5.How would you evaluate the government’s performance in Improving the standard of living for the poor,economic-gap,Q0065
arab-opinion-index,aoi-2012-2013,Q822_5,"Q822_5. In general, do you believe that the Arab revolutions have succeeded in achieving: Bridging the gap between rich and poor",economic-gap,
arab-opinion-index,aoi-2014,Q210_5,Q210_5.How would you evaluate the government’s performance in Improving the standard of living for the poor,economic-gap,Q0065
arab-opinion-index,aoi-2015,Q210_5,Q210_5.How would you evaluate the government’s performance in Improving the standard of living for the poor,economic-gap,Q0065
arab-opinion-index,aoi-2016,Q210_5,Q210_5.How would you evaluate the government’s performance in Improving the standard of living for the poor,economic-gap,Q0065
arab-opinion-index,aoi-2017-2018,Q210_5,Q210_5.How would you evaluate the government’s performance in Improving the standard of living for the poor,economic-gap,Q0065
arab-opinion-index,aoi-2019-2020,Q210_5,Q210_5.How would you evaluate the government’s performance in Improving the standard of living for the poor,economic-gap,Q0065
arab-opinion-index,aoi-2019-2020,q2020_51_5,To what extent do you think that the current government will succeed in Fairly distributing money and services among the different regions (regional justice),economic-gap,
arab-opinion-index,aoi-2022,Q210_5,Q210_5.How would you evaluate the government’s performance in Improving the standard of living for the poor,economic-gap,Q0065
arab-opinion-index,aoi-2024-2025,Q210_5,Q210_5.How would you evaluate the government’s performance in Improving the standard of living for the poor,economic-gap,Q0065
world-values-survey,wvs-w06,V238,Social class (subjective),economic-gap,Q1419
world-values-survey,wvs-w07,Q287,Social class (subjective),economic-gap,Q1419
world-values-survey,wvs-w07,Q56,Standard of living comparing with your parents,economic-gap,
afrobarometer,afro-w05,Q44,"Q44. Essential characteristics of democracy: equality, fair election, etc",equality-principle,
arab-barometer,ab-w06p2,Q512A3_5,Q512A3_5.All people have the same rights regardless of religion or ethnicity,equality-principle,
arab-barometer,ab-w08,Q550A_1,Q550A_1 Equality under the law,equality-principle,
arab-barometer,ab-w08,Q550B_1,Q550B_1 Equality under the law,equality-principle,
arab-opinion-index,aoi-2012-2013,Q421_1,Q421_1.Do you think the availability of Equality of all citizens regardless of wealth in your country is important?,equality-principle,Q1108
arab-opinion-index,aoi-2012-2013,Q421_10,Q421_10.Do you think the availability of Equality of all citizens in (the West Bank/Gaza Strip) regardless of their status as Palestinian refugees or otherwise in your country is important?,equality-principle,
arab-opinion-index,aoi-2012-2013,Q421_11,Q421_11.Do you think the availability of Equality of all citizens regardless of being Northerners or Southerners in your country is important?,equality-principle,
arab-opinion-index,aoi-2012-2013,Q421_12,Q421_12.Do you think the availability of Equality of all citizens regardless of level/class of citizenship in your country is important?,equality-principle,
arab-opinion-index,aoi-2012-2013,Q421_13,"Q421_13.Do you think the availability of Equality for all citizens, regardless of social (ethnic) background in your country is important?",equality-principle,
arab-opinion-index,aoi-2012-2013,Q421_14,"Q421_14.Do you think the availability of Equality for all citizens, regardless of skin colour in your country is important?",equality-principle,
arab-opinion-index,aoi-2012-2013,Q421_16,"Q421_16.Do you think the availability of Equality for all citizens, regardless of national origin in your country is important?",equality-principle,
arab-opinion-index,aoi-2012-2013,Q421_2,Q421_2.Do you think the availability of Equality of all citizens regardless of gender/sex in your country is important?,equality-principle,Q1109
arab-opinion-index,aoi-2012-2013,Q421_3,Q421_3.Do you think the availability of Equality of all citizens regardless of religion in your country is important?,equality-principle,Q1110
arab-opinion-index,aoi-2012-2013,Q421_4,Q421_4.Do you think the availability of Equality of all citizens regardless of social status in your country is important?,equality-principle,Q1111
arab-opinion-index,aoi-2012-2013,Q421_5,Q421_5.Do you think the availability of Equality of all citizens regardless of cultural/ethnic/linguistic backgrounds in your country is important?,equality-principle,Q1112
arab-opinion-index,aoi-2012-2013,Q421_6,Q421_6.Do you think the availability of Equality of all citizens regardless of their political influence in your country is important?,equality-principle,Q1113
arab-opinion-index,aoi-2012-2013,Q421_7,Q421_7.Do you think the availability of Equality of all citizens regardless of their geographic area in your country is important?,equality-principle,Q1114
arab-opinion-index,aoi-2012-2013,Q421_8,Q421_8.Do you think the availability of Equality of citizens regardless of their religious sects (mathhab) in your country is important?,equality-principle,Q1115
arab-opinion-index,aoi-2012-2013,Q421_9,Q421_9.Do you think the availability of Equality of all citizens regardless of their tribe? in your country is important?,equality-principle,Q1116
arab-opinion-index,aoi-2012-2013,Q422_1,Q422_1.to what extent do you believe that the Equality of all citizens regardless of wealth Is applied in your country?,equality-principle,Q0090
arab-opinion-index,aoi-2012-2013,Q422_10,Q422_10.to what extent do you believe that the Equality of all citizens in (the West Bank/Gaza Strip) regardless of their status as Palestinian refugees or otherwise Is applied in your country?,equality-principle,Q0587
arab-opinion-index,aoi-2012-2013,Q422_11,Q422_11.to what extent do you believe that the Equality of all citizens regardless of being Northerners or Southerners Is applied in your country?,equality-principle,Q1117
arab-opinion-index,aoi-2012-2013,Q422_12,Q422_12.to what extent do you believe that the Equality of all citizens regardless of level/class of citizenship Is applied in your country?,equality-principle,Q0432
arab-opinion-index,aoi-2012-2013,Q422_13,"Q422_13.to what extent do you believe that the Equality for all citizens, regardless of social (ethnic) background Is applied in your country?",equality-principle,Q0588
arab-opinion-index,aoi-2012-2013,Q422_14,"Q422_14.to what extent do you believe that the Equality for all citizens, regardless of skin colour Is applied in your country?",equality-principle,Q0589
arab-opinion-index,aoi-2012-2013,Q422_16,"Q422_16.to what extent do you believe that the Equality for all citizens, regardless of national origin Is applied in your country?",equality-principle,
arab-opinion-index,aoi-2012-2013,Q422_2,Q422_2.to what extent do you believe that the Equality of all citizens regardless of gender/sex Is applied in your country?,equality-principle,Q0091
arab-opinion-index,aoi-2012-2013,Q422_3,Q422_3.to what extent do you believe that the Equality of all citizens regardless of religion Is applied in your country?,equality-principle,Q0092
arab-opinion-index,aoi-2012-2013,Q422_4,Q422_4.to what extent do you believe that the Equality of all citizens regardless of social status Is applied in your country?,equality-principle,Q0093
arab-opinion-index,aoi-2012-2013,Q422_5,Q422_5.to what extent do you believe that the Equality of all citizens regardless of cultural/ethnic/linguistic backgrounds Is applied in your country?,equality-principle,Q0094
arab-opinion-index,aoi-2012-2013,Q422_6,Q422_6.to what extent do you believe that the Equality of all citizens regardless of their political influence Is applied in your country?,equality-principle,Q0121
arab-opinion-index,aoi-2012-2013,Q422_7,Q422_7.to what extent do you believe that the Equality of all citizens regardless of their geographic area Is applied in your country?,equality-principle,Q0122
arab-opinion-index,aoi-2012-2013,Q422_8,Q422_8.to what extent do you believe that the Equality of citizens regardless of their religious sects (mathhab) Is applied in your country?,equality-principle,Q0123
arab-opinion-index,aoi-2012-2013,Q422_9,Q422_9.to what extent do you believe that the Equality of all citizens regardless of their tribe? Is applied in your country?,equality-principle,Q0124
arab-opinion-index,aoi-2014,Q422_1,Q422_1.to what extent do you believe that the Equality of all citizens regardless of wealth Is applied in your country?,equality-principle,Q0090
arab-opinion-index,aoi-2014,Q422_10,Q422_10.to what extent do you believe that the Equality of all citizens in (the West Bank/Gaza Strip) regardless of their status as Palestinian refugees or otherwise Is applied in your country?,equality-principle,Q0587
arab-opinion-index,aoi-2014,Q422_11,Q422_11.to what extent do you believe that the Equality of all citizens regardless of being Northerners or Southerners Is applied in your country?,equality-principle,Q1117
arab-opinion-index,aoi-2014,Q422_12,Q422_12.to what extent do you believe that the Equality of all citizens regardless of level/class of citizenship Is applied in your country?,equality-principle,Q0432
arab-opinion-index,aoi-2014,Q422_2,Q422_2.to what extent do you believe that the Equality of all citizens regardless of gender/sex Is applied in your country?,equality-principle,Q0091
arab-opinion-index,aoi-2014,Q422_3,Q422_3.to what extent do you believe that the Equality of all citizens regardless of religion Is applied in your country?,equality-principle,Q0092
arab-opinion-index,aoi-2014,Q422_4,Q422_4.to what extent do you believe that the Equality of all citizens regardless of social status Is applied in your country?,equality-principle,Q0093
arab-opinion-index,aoi-2014,Q422_5,Q422_5.to what extent do you believe that the Equality of all citizens regardless of cultural/ethnic/linguistic backgrounds Is applied in your country?,equality-principle,Q0094
arab-opinion-index,aoi-2014,Q422_6,Q422_6.to what extent do you believe that the Equality of all citizens regardless of their political influence Is applied in your country?,equality-principle,Q0121
arab-opinion-index,aoi-2014,Q422_7,Q422_7.to what extent do you believe that the Equality of all citizens regardless of their geographic area Is applied in your country?,equality-principle,Q0122
arab-opinion-index,aoi-2014,Q422_8,Q422_8.to what extent do you believe that the Equality of citizens regardless of their religious sects (mathhab) Is applied in your country?,equality-principle,Q0123
arab-opinion-index,aoi-2014,Q422_9,Q422_9.to what extent do you believe that the Equality of all citizens regardless of their tribe? Is applied in your country?,equality-principle,Q0124
arab-opinion-index,aoi-2015,Q422_1,Q422_1.to what extent do you believe that the Equality of all citizens regardless of wealth Is applied in your country?,equality-principle,Q0090
arab-opinion-index,aoi-2015,Q422_10,Q422_10.to what extent do you believe that the Equality of all citizens in (the West Bank/Gaza Strip) regardless of their status as Palestinian refugees or otherwise Is applied in your country?,equality-principle,Q0587
arab-opinion-index,aoi-2015,Q422_2,Q422_2.to what extent do you believe that the Equality of all citizens regardless of gender/sex Is applied in your country?,equality-principle,Q0091
arab-opinion-index,aoi-2015,Q422_3,Q422_3.to what extent do you believe that the Equality of all citizens regardless of religion Is applied in your country?,equality-principle,Q0092
arab-opinion-index,aoi-2015,Q422_4,Q422_4.to what extent do you believe that the Equality of all citizens regardless of social status Is applied in your country?,equality-principle,Q0093
arab-opinion-index,aoi-2015,Q422_5,Q422_5.to what extent do you believe that the Equality of all citizens regardless of cultural/ethnic/linguistic backgrounds Is applied in your country?,equality-principle,Q0094
arab-opinion-index,aoi-2015,Q422_6,Q422_6.to what extent do you believe that the Equality of all citizens regardless of their political influence Is applied in your country?,equality-principle,Q0121
arab-opinion-index,aoi-2015,Q422_7,Q422_7.to what extent do you believe that the Equality of all citizens regardless of their geographic area Is applied in your country?,equality-principle,Q0122
arab-opinion-index,aoi-2015,Q422_8,Q422_8.to what extent do you believe that the Equality of citizens regardless of their religious sects (mathhab) Is applied in your country?,equality-principle,Q0123
arab-opinion-index,aoi-2015,Q422_9,Q422_9.to what extent do you believe that the Equality of all citizens regardless of their tribe? Is applied in your country?,equality-principle,Q0124
arab-opinion-index,aoi-2016,Q422_1,Q422_1.to what extent do you believe that the Equality of all citizens regardless of wealth Is applied in your country?,equality-principle,Q0090
arab-opinion-index,aoi-2016,Q422_12,Q422_12.to what extent do you believe that the Equality of all citizens regardless of level/class of citizenship Is applied in your country?,equality-principle,Q0432
arab-opinion-index,aoi-2016,Q422_13,"Q422_13.to what extent do you believe that the Equality for all citizens, regardless of social (ethnic) background Is applied in your country?",equality-principle,Q0588
arab-opinion-index,aoi-2016,Q422_14,"Q422_14.to what extent do you believe that the Equality for all citizens, regardless of skin colour Is applied in your country?",equality-principle,Q0589
arab-opinion-index,aoi-2016,Q422_2,Q422_2.to what extent do you believe that the Equality of all citizens regardless of gender/sex Is applied in your country?,equality-principle,Q0091
arab-opinion-index,aoi-2016,Q422_3,Q422_3.to what extent do you believe that the Equality of all citizens regardless of religion Is applied in your country?,equality-principle,Q0092
arab-opinion-index,aoi-2016,Q422_4,Q422_4.to what extent do you believe that the Equality of all citizens regardless of social status Is applied in your country?,equality-principle,Q0093
arab-opinion-index,aoi-2016,Q422_5,Q422_5.to what extent do you believe that the Equality of all citizens regardless of cultural/ethnic/linguistic backgrounds Is applied in your country?,equality-principle,Q0094
arab-opinion-index,aoi-2016,Q422_6,Q422_6.to what extent do you believe that the Equality of all citizens regardless of their political influence Is applied in your country?,equality-principle,Q0121
arab-opinion-index,aoi-2016,Q422_7,Q422_7.to what extent do you believe that the Equality of all citizens regardless of their geographic area Is applied in your country?,equality-principle,Q0122
arab-opinion-index,aoi-2016,Q422_8,Q422_8.to what extent do you believe that the Equality of citizens regardless of their religious sects (mathhab) Is applied in your country?,equality-principle,Q0123
arab-opinion-index,aoi-2016,Q422_9,Q422_9.to what extent do you believe that the Equality of all citizens regardless of their tribe? Is applied in your country?,equality-principle,Q0124
arab-opinion-index,aoi-2017-2018,Q422_1,Q422_1.to what extent do you believe that the Equality of all citizens regardless of wealth Is applied in your country?,equality-principle,Q0090
arab-opinion-index,aoi-2017-2018,Q422_12,Q422_12.to what extent do you believe that the Equality of all citizens regardless of level/class of citizenship Is applied in your country?,equality-principle,Q0432
arab-opinion-index,aoi-2017-2018,Q422_13,"Q422_13.to what extent do you believe that the Equality for all citizens, regardless of social (ethnic) background Is applied in your country?",equality-principle,Q0588
arab-opinion-index,aoi-2017-2018,Q422_14,"Q422_14.to what extent do you believe that the Equality for all citizens, regardless of skin colour Is applied in your country?",equality-principle,Q0589
arab-opinion-index,aoi-2017-2018,Q422_2,Q422_2.to what extent do you believe that the Equality of all citizens regardless of gender/sex Is applied in your country?,equality-principle,Q0091
arab-opinion-index,aoi-2017-2018,Q422_3,Q422_3.to what extent do you believe that the Equality of all citizens regardless of religion Is applied in your country?,equality-principle,Q0092
arab-opinion-index,aoi-2017-2018,Q422_4,Q422_4.to what extent do you believe that the Equality of all citizens regardless of social status Is applied in your country?,equality-principle,Q0093
arab-opinion-index,aoi-2017-2018,Q422_5,Q422_5.to what extent do you believe that the Equality of all citizens regardless of cultural/ethnic/linguistic backgrounds Is applied in your country?,equality-principle,Q0094
arab-opinion-index,aoi-2017-2018,Q422_6,Q422_6.to what extent do you believe that the Equality of all citizens regardless of their political influence Is applied in your country?,equality-principle,Q0121
arab-opinion-index,aoi-2017-2018,Q422_7,Q422_7.to what extent do you believe that the Equality of all citizens regardless of their geographic area Is applied in your country?,equality-principle,Q0122
arab-opinion-index,aoi-2017-2018,Q422_8,Q422_8.to what extent do you believe that the Equality of citizens regardless of their religious sects (mathhab) Is applied in your country?,equality-principle,Q0123
arab-opinion-index,aoi-2017-2018,Q422_9,Q422_9.to what extent do you believe that the Equality of all citizens regardless of their tribe? Is applied in your country?,equality-principle,Q0124
arab-opinion-index,aoi-2019-2020,Q422_1,Q422_1.to what extent do you believe that the Equality of all citizens regardless of wealth Is applied in your country?,equality-principle,Q0090
arab-opinion-index,aoi-2019-2020,Q422_2,Q422_2.to what extent do you believe that the Equality of all citizens regardless of gender/sex Is applied in your country?,equality-principle,Q0091
arab-opinion-index,aoi-2019-2020,Q422_3,Q422_3.to what extent do you believe that the Equality of all citizens regardless of religion Is applied in your country?,equality-principle,Q0092
arab-opinion-index,aoi-2019-2020,Q422_4,Q422_4.to what extent do you believe that the Equality of all citizens regardless of social status Is applied in your country?,equality-principle,Q0093
arab-opinion-index,aoi-2019-2020,Q422_5,Q422_5.to what extent do you believe that the Equality of all citizens regardless of cultural/ethnic/linguistic backgrounds Is applied in your country?,equality-principle,Q0094
arab-opinion-index,aoi-2022,Q422_1,Q422_1.to what extent do you believe that the Equality of all citizens regardless of wealth Is applied in your country?,equality-principle,Q0090
arab-opinion-index,aoi-2022,Q422_2,Q422_2.to what extent do you believe that the Equality of all citizens regardless of gender/sex Is applied in your country?,equality-principle,Q0091
arab-opinion-index,aoi-2022,Q422_3,Q422_3.to what extent do you believe that the Equality of all citizens regardless of religion Is applied in your country?,equality-principle,Q0092
arab-opinion-index,aoi-2022,Q422_4,Q422_4.to what extent do you believe that the Equality of all citizens regardless of social status Is applied in your country?,equality-principle,Q0093
